"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"RPS14",3.50431245548046e-109,0.550746363684324,1,0.999,6.93223089943145e-105,"RPS14"
"CHGB",3.70557336220984e-109,-4.32480610520216,0.03,0.394,7.3303652251235e-105,"CHGB"
"ENO2",4.59458464041332e-109,-1.65974084242624,0.484,0.787,9.08900733566563e-105,"ENO2"
"EIF4A2",1.14120142692892e-108,-0.701825467615626,0.968,0.993,2.25752466275079e-104,"EIF4A2"
"PPP3CA",2.2204452527799e-108,-2.52592271856988,0.268,0.657,4.3924847990492e-104,"PPP3CA"
"PAK7",2.56948816097148e-108,-3.12536517819272,0.09,0.489,5.08296148003379e-104,"PAK7"
"NDFIP1",4.82596333332657e-108,-1.21027205105281,0.742,0.913,9.54672066598661e-104,"NDFIP1"
"ARL6IP6",1.55287026613786e-107,2.38319601383446,0.619,0.161,3.07188796047392e-103,"ARL6IP6"
"YWHAG",2.15981885623179e-107,-1.72413420914865,0.419,0.758,4.27255366139773e-103,"YWHAG"
"RUNDC3A",2.58249466120814e-107,-4.16837903002505,0.035,0.399,5.10869093880195e-103,"RUNDC3A"
"PHACTR3",5.80482837682545e-107,-4.61145225101895,0.03,0.386,1.14831114950361e-102,"PHACTR3"
"RPL5",1.13226684548189e-106,0.635904673094123,1,0.995,2.23985027373227e-102,"RPL5"
"ZFHX4",1.63391282761937e-105,3.96833869310223,0.457,0.041,3.23220635559664e-101,"ZFHX4"
"HPCA",1.75810780968747e-105,-4.36426463535058,0.037,0.394,3.47788886912375e-101,"HPCA"
"TPI1",3.45657958395899e-105,1.14119043180024,0.977,0.858,6.83780573298767e-101,"TPI1"
"DUT",3.95840502940701e-105,2.01719060054139,0.765,0.376,7.83051682917295e-101,"DUT"
"SCG5",9.94163911522403e-105,-2.84241499335161,0.177,0.565,1.96665504977362e-100,"SCG5"
"RPL18A",2.40183317583287e-104,0.590333973669565,1,0.995,4.75130638843259e-100,"RPL18A"
"CDH7",2.78058923156366e-104,-3.96547578095454,0.045,0.412,5.50056161787922e-100,"CDH7"
"REEP1",3.29410769957825e-104,-2.95685152894983,0.102,0.493,6.5164038513057e-100,"REEP1"
"LYPD1",8.23124261298314e-104,4.58213327383984,0.423,0.023,1.62830441370033e-99,"LYPD1"
"TSPAN6",1.43810740754913e-103,3.59749293310435,0.461,0.045,2.84486407361369e-99,"TSPAN6"
"IGSF21",1.86465542256929e-103,-3.75495112184498,0.061,0.43,3.68866135692658e-99,"IGSF21"
"SERPINH1",2.30655483892717e-103,4.19950324146751,0.427,0.024,4.56282678236573e-99,"SERPINH1"
"IQGAP2",3.72737156961848e-103,5.75818475049734,0.397,0.009,7.37348643901927e-99,"IQGAP2"
"MGLL",3.78639225419795e-103,-3.57803120519319,0.061,0.433,7.49024115725439e-99,"MGLL"
"GLI3",4.20642575785387e-103,5.10054963236066,0.406,0.014,8.32115143418652e-99,"GLI3"
"DACH1",1.20330818825036e-102,4.0353741630775,0.439,0.036,2.38038425799686e-98,"DACH1"
"DSTN",1.79148529735176e-102,-1.02938090822379,0.835,0.921,3.54391621522124e-98,"DSTN"
"POU2F2",2.82422444825047e-102,-3.58353766057552,0.052,0.418,5.58688080352908e-98,"POU2F2"
"CHD7",2.96539366177899e-102,2.24467072702912,0.634,0.189,5.8661417417312e-98,"CHD7"
"TUBA1A",3.60863612892072e-102,-0.776317705660288,1,1,7.13860399023097e-98,"TUBA1A"
"NPM1",4.88434239906533e-102,0.691107749246123,0.995,0.98,9.66220613383104e-98,"NPM1"
"RUFY3",5.18431853943477e-102,-1.57903922708797,0.461,0.773,1.02556189347099e-97,"RUFY3"
"GNG3",6.46409374509667e-102,-2.35621587760842,0.17,0.572,1.27872702465502e-97,"GNG3"
"MEF2C",9.62847349744108e-102,-3.78767044284473,0.082,0.452,1.90470462726379e-97,"MEF2C"
"HMGN3",1.01503411499766e-101,1.3435511255634,0.897,0.62,2.00794048628836e-97,"HMGN3"
"CALD1",5.05667358949516e-101,1.87900656204248,0.715,0.284,1.00031116947393e-96,"CALD1"
"PCLO",1.65083342662496e-100,-3.59522689019492,0.069,0.435,3.2656786845495e-96,"PCLO"
"DISP2",2.12988293517657e-100,-5.65744174931558,0.012,0.335,4.2133344223663e-96,"DISP2"
"H3F3B",2.80991306209107e-100,-0.602233139379801,0.995,1,5.55857001942856e-96,"H3F3B"
"ARID4A",6.19549502093e-100,-1.66338473823963,0.459,0.771,1.22559282504037e-95,"ARID4A"
"FTH1",6.96852569290261e-100,-0.55728441353781,0.995,0.999,1.37851375257e-95,"FTH1"
"NDUFA5",2.01029981114563e-98,-1.09111047066362,0.761,0.885,3.97677508640828e-94,"NDUFA5"
"OLFM2",2.6983602039598e-98,-3.39283006317854,0.057,0.415,5.33789615547327e-94,"OLFM2"
"DAAM1",8.22627839348082e-98,-1.36129589881509,0.612,0.851,1.62732239179838e-93,"DAAM1"
"CRNDE",9.3532232443244e-98,4.00466694221894,0.464,0.073,1.85025462219225e-93,"CRNDE"
"RPL7A",1.40647201385439e-97,0.578133383903281,0.998,0.995,2.78228293780675e-93,"RPL7A"
"MAPRE3",2.584394615295e-97,-2.83477407332653,0.114,0.492,5.11244942797657e-93,"MAPRE3"
"PDPN",2.67721800287217e-97,7.6737705047452,0.366,0.003,5.29607265328172e-93,"PDPN"
"CLNS1A",3.02909911597496e-97,1.34119421851883,0.824,0.46,5.99216387122166e-93,"CLNS1A"
"RFX4",3.49263529938566e-97,2.64396304167132,0.577,0.146,6.90913114924472e-93,"RFX4"
"EPB41L3",1.39308395357659e-96,-2.81194390781706,0.139,0.512,2.7557986769652e-92,"EPB41L3"
"ATP8A2",1.77501779563639e-96,-5.44577042697373,0.017,0.333,3.5113402033279e-92,"ATP8A2"
"RAB2A",2.65139894318446e-96,-1.09207475900758,0.727,0.903,5.2449973894075e-92,"RAB2A"
"EDNRB",6.75684294599112e-96,7.95336848663193,0.363,0.004,1.33663867157596e-91,"EDNRB"
"FOXG1",6.86734025890317e-96,-1.48990000364339,0.402,0.787,1.35849725001622e-91,"FOXG1"
"MYO10",1.75000959430153e-95,3.04937967979308,0.489,0.083,3.46186897944728e-91,"MYO10"
"THY1",2.46090765445822e-95,-2.67540544993003,0.155,0.532,4.86816752204925e-91,"THY1"
"LITAF",2.66138898004449e-95,4.57172743996724,0.396,0.022,5.26475968032402e-91,"LITAF"
"MGST1",3.28708197410593e-95,3.00206969125491,0.512,0.102,6.50250556117636e-91,"MGST1"
"TCEAL2",5.23544587824257e-95,-2.20733205228719,0.215,0.592,1.03567590363394e-90,"TCEAL2"
"SRSF9",8.66505460459268e-95,0.979777656465211,0.942,0.748,1.71412110188052e-90,"SRSF9"
"B3GAT1",1.34292895847772e-94,-2.98763648014694,0.09,0.455,2.65658206566063e-90,"B3GAT1"
"TGIF1",1.97737096032415e-94,4.66667918336527,0.386,0.017,3.91163523371324e-90,"TGIF1"
"SCRG1",2.24418328335059e-94,4.95949061632935,0.395,0.024,4.43944337112414e-90,"SCRG1"
"HELLS",2.9920900808706e-94,3.81243786772181,0.429,0.045,5.91895259797823e-90,"HELLS"
"CKS2",3.10382688702806e-94,1.79383964207748,0.751,0.384,6.13999034791891e-90,"CKS2"
"QPRT",4.14695895680249e-94,3.72728518398447,0.421,0.038,8.20351420834668e-90,"QPRT"
"DAB1",4.21525393323259e-94,-3.4539913835461,0.063,0.411,8.3386153307207e-90,"DAB1"
"SVBP",5.36162700988215e-94,-1.4671237126727,0.526,0.782,1.06063705509489e-89,"SVBP"
"SRRM4",7.15951261503458e-94,-2.82408527873844,0.054,0.412,1.41629478550614e-89,"SRRM4"
"LINC01122",9.00626812881572e-94,-4.22733550406944,0.031,0.357,1.78161996124233e-89,"LINC01122"
"VEPH1",1.91701748865196e-93,5.26367176539601,0.368,0.009,3.7922439960513e-89,"VEPH1"
"SRI",4.17039362498611e-93,1.45112987826461,0.809,0.455,8.24987266894752e-89,"SRI"
"GFOD1",4.24635481850751e-93,-3.92666148462281,0.043,0.373,8.40013910197156e-89,"GFOD1"
"RPS25",1.94313408875109e-92,0.588400363823378,0.998,0.998,3.84390785436741e-88,"RPS25"
"SMC4",5.41756648575177e-92,2.85629738965041,0.556,0.164,1.07170300221141e-87,"SMC4"
"RPS17",7.15256192063993e-92,0.552085477762509,1,0.999,1.41491979914099e-87,"RPS17"
"SYT5",3.22605659681122e-91,-4.33991038544797,0.024,0.337,6.38178515981195e-87,"SYT5"
"FXYD7",4.60803077822757e-91,-4.53459718247102,0.024,0.334,9.11560648548978e-87,"FXYD7"
"RAN",4.73262755938347e-91,0.738211476800053,0.993,0.95,9.36208383797238e-87,"RAN"
"CCDC112",5.68574868529796e-91,-1.69477534566848,0.387,0.71,1.12475480492564e-86,"CCDC112"
"CLTB",8.43348960352919e-91,-1.90826011255087,0.315,0.658,1.66831291337014e-86,"CLTB"
"JPH4",1.00403903182142e-90,-2.38213817084335,0.181,0.548,1.98619001274914e-86,"JPH4"
"SARAF",1.43849457165715e-90,-0.854318390484711,0.889,0.967,2.84562996165217e-86,"SARAF"
"QKI",1.46281920482355e-90,1.83161514202844,0.654,0.229,2.89374895098194e-86,"QKI"
"GNAO1",2.9717996260942e-90,-2.167017582095,0.208,0.573,5.87881402033954e-86,"GNAO1"
"AMER2",3.08647644918094e-90,-2.296127722272,0.188,0.557,6.10566771176974e-86,"AMER2"
"MCM3",3.86362409611551e-90,3.59932714349779,0.425,0.049,7.6430211869357e-86,"MCM3"
"NUSAP1",1.14260038338194e-89,4.84935200994567,0.385,0.027,2.26029207840615e-85,"NUSAP1"
"RPL35A",2.87984239204107e-89,0.533241722215813,1,0.993,5.69690421993565e-85,"RPL35A"
"MEAF6",4.87626946231997e-89,-1.10519455368829,0.68,0.862,9.64623625036136e-85,"MEAF6"
"RPL29",4.90576210571577e-89,0.571208816816778,1,0.993,9.70457859752694e-85,"RPL29"
"MYL6",1.15188958366912e-88,0.86697283804128,0.979,0.913,2.27866797441426e-84,"MYL6"
"BZW2",1.21918699178866e-88,-1.86161168868219,0.356,0.667,2.41179570715633e-84,"BZW2"
"LIX1",2.00468594287464e-88,5.9749181280184,0.349,0.008,3.96566973219461e-84,"LIX1"
"C4orf48",2.02994329723412e-88,-1.07159801023391,0.743,0.885,4.01563383058854e-84,"C4orf48"
"RPS26",5.71013258724162e-88,1.1236895756534,0.982,0.909,1.12957842840814e-83,"RPS26"
"CAMK2N1",6.73595866610507e-88,-2.33284096097711,0.272,0.602,1.3325073433289e-83,"CAMK2N1"
"PAWR",1.1525897208666e-87,3.72705255359984,0.391,0.032,2.2800529858183e-83,"PAWR"
"TMEM108",1.19471329267794e-87,-3.76274093872392,0.051,0.376,2.3633818355755e-83,"TMEM108"
"BEX4",1.43621195371307e-87,-1.10517643346211,0.683,0.877,2.84111448683519e-83,"BEX4"
"SOX21",1.45511877033106e-87,6.34608328795806,0.342,0.006,2.8785159514689e-83,"SOX21"
"PLPPR2",1.85897660632583e-87,-3.12530486607754,0.08,0.417,3.67742752263375e-83,"PLPPR2"
"GLO1",2.22026714365825e-87,1.31475836291769,0.819,0.48,4.39213246358475e-83,"GLO1"
"LGALS3BP",2.37806948422263e-87,4.2521223098866,0.375,0.024,4.7042970536892e-83,"LGALS3BP"
"SERF2",3.06691618765604e-87,0.89139829964513,0.956,0.837,6.06697360242117e-83,"SERF2"
"ZNF428",3.6452687646178e-87,-0.933756321122807,0.826,0.912,7.21107067016692e-83,"ZNF428"
"SCN2A",5.93321218040663e-87,-5.83032435881177,0.011,0.295,1.17370803352804e-82,"SCN2A"
"NFASC",6.85976524291907e-87,-3.05582366088583,0.07,0.408,1.35699876035425e-82,"NFASC"
"ATRX",3.4439698733129e-86,-1.11468974000767,0.728,0.879,6.81286120338757e-82,"ATRX"
"PDLIM3",7.3781849484485e-86,5.16970546230481,0.347,0.011,1.45955254650208e-81,"PDLIM3"
"PHYHIP",1.32530431774585e-85,-5.41744818329727,0.012,0.294,2.62171700136484e-81,"PHYHIP"
"GABBR2",1.70777070228031e-85,-5.07824998267946,0.012,0.296,3.37831200325092e-81,"GABBR2"
"EMP3",2.31598382640968e-85,4.56722780577919,0.356,0.016,4.58147920540363e-81,"EMP3"
"TMEM98",8.07253942641997e-85,1.97717404025926,0.593,0.179,1.5969097493344e-80,"TMEM98"
"C1orf61",9.71249388246543e-85,1.4887111277118,0.887,0.849,1.92132553982931e-80,"C1orf61"
"CDT1",1.39604285509522e-84,4.80435252415395,0.353,0.017,2.76165197594936e-80,"CDT1"
"TBCB",1.55725979983356e-84,-1.04461876900803,0.72,0.895,3.08057133603074e-80,"TBCB"
"CCNG1",2.69888087305235e-84,1.7261834809574,0.688,0.314,5.33892614307217e-80,"CCNG1"
"PPFIA2",3.67819583059286e-84,-2.84894917032762,0.096,0.434,7.2762069920788e-80,"PPFIA2"
"NTM",4.28885774684859e-84,-2.78489980063876,0.116,0.461,8.48421839481587e-80,"NTM"
"SYT4",5.39783310173764e-84,-4.3109350630564,0.019,0.309,1.06779934418574e-79,"SYT4"
"RPL23",9.86511849597038e-84,0.594223980333011,0.998,0.989,1.95151774087286e-79,"RPL23"
"TAGLN3",1.3983268860029e-83,-0.892424186262464,0.567,0.854,2.76617024589094e-79,"TAGLN3"
"DACH2",1.40705711132379e-83,-4.3916250708147,0.024,0.315,2.78344037762072e-79,"DACH2"
"FGF12",1.69939420345726e-83,-4.34365357857262,0.032,0.328,3.36174161327914e-79,"FGF12"
"NSMF",3.6141995465555e-83,-2.70867651488572,0.121,0.458,7.1496095429961e-79,"NSMF"
"CALY",3.77419018523302e-83,-3.98788769429874,0.038,0.339,7.46610302442796e-79,"CALY"
"ATRAID",6.70092752099084e-83,1.58556254431846,0.697,0.313,1.32557748220241e-78,"ATRAID"
"ANKRD12",6.8449184471418e-83,-1.22777291880563,0.59,0.819,1.35406176721359e-78,"ANKRD12"
"ITGB1",6.99714410944159e-83,2.18232440544456,0.55,0.154,1.38417504772974e-78,"ITGB1"
"RPL39",8.17859625778058e-83,0.517481674616856,0.999,0.997,1.61788991171415e-78,"RPL39"
"SLC25A4",1.48291694091705e-82,-1.51689188349991,0.437,0.727,2.9335062925221e-78,"SLC25A4"
"GMNN",3.05990277759579e-82,2.73435842980784,0.473,0.102,6.05309967463999e-78,"GMNN"
"SMARCA4",4.25293471354125e-82,-1.09060208350548,0.698,0.867,8.4131554503273e-78,"SMARCA4"
"CD200",7.89034562671722e-82,-2.17427490895143,0.204,0.552,1.5608681718772e-77,"CD200"
"GPR162",8.59620531130762e-82,-2.8231885480009,0.082,0.413,1.70050133468287e-77,"GPR162"
"PCBD1",8.81573489499953e-82,3.07317908545716,0.426,0.067,1.74392867692881e-77,"PCBD1"
"CKS1B",9.25946921117224e-82,2.45816151883473,0.577,0.213,1.83170819935409e-77,"CKS1B"
"PRDX4",9.64616402181188e-82,1.60380025035039,0.678,0.278,1.90820416679483e-77,"PRDX4"
"CENPK",9.74086945128152e-82,4.27648712909471,0.367,0.03,1.92693879485251e-77,"CENPK"
"CDK1",9.80130280567705e-82,4.54441210372787,0.36,0.026,1.93889372101903e-77,"CDK1"
"SFRP1",1.58885257045972e-81,3.39175986631673,0.579,0.283,3.14306815488341e-77,"SFRP1"
"SPTSSA",1.67522191586622e-81,1.97013005589038,0.565,0.166,3.31392399396655e-77,"SPTSSA"
"FAM181A",1.80078267636441e-81,6.50496171680643,0.318,0.004,3.56230829038407e-77,"FAM181A"
"GRB2",3.43937171493215e-81,-1.73004329976909,0.363,0.675,6.80376512647877e-77,"GRB2"
"SERINC1",4.70363518997921e-81,-1.62380275835774,0.384,0.699,9.30473113281687e-77,"SERINC1"
"TUBB4A",4.76684396113152e-81,-3.53906661333991,0.049,0.353,9.42977072391037e-77,"TUBB4A"
"TOX3",5.56062057939572e-81,2.97112254982665,0.436,0.078,1.10000196301606e-76,"TOX3"
"RPL22",8.37859418703669e-81,0.622567903487574,0.997,0.972,1.6574535020796e-76,"RPL22"
"NT5C",1.16234125234255e-80,2.87889975906907,0.412,0.054,2.29934346538403e-76,"NT5C"
"SEPT3",1.83675394723356e-80,-2.05431028694354,0.225,0.563,3.63346665841742e-76,"SEPT3"
"RPL30",2.08724917753013e-80,0.561760218881417,1,0.994,4.1289963229901e-76,"RPL30"
"CADM3",2.31170782388674e-80,-2.71561742351315,0.099,0.43,4.57302041721275e-76,"CADM3"
"CPLX2",2.33992748288331e-80,-5.05251018289124,0.012,0.282,4.62884454663977e-76,"CPLX2"
"MSI2",2.41932849272635e-80,2.23947171570195,0.553,0.166,4.78591562431126e-76,"MSI2"
"LRRC7",4.2712423393217e-80,-3.70843214117907,0.041,0.338,8.44937159564619e-76,"LRRC7"
"GNG2",5.66606469519173e-80,-2.24459544465142,0.175,0.516,1.12086091800283e-75,"GNG2"
"HAT1",2.39593682263574e-79,2.26258810038783,0.51,0.123,4.73964222253802e-75,"HAT1"
"RPS21",5.91398710555389e-79,0.706046025634911,0.985,0.945,1.16990492922067e-74,"RPS21"
"RPAIN",1.10826386051799e-78,-1.04406532336512,0.682,0.854,2.19236756887668e-74,"RPAIN"
"TMEM170A",1.33023931595008e-78,2.62662122064435,0.441,0.078,2.63147941481244e-74,"TMEM170A"
"TM2D3",1.43103575243327e-78,-1.65601848620039,0.368,0.677,2.83087492546349e-74,"TM2D3"
"LMO7",1.45809867194533e-78,-4.42066250599735,0.027,0.307,2.88441079284226e-74,"LMO7"
"HADHB",1.62971753353003e-78,2.25287009857084,0.49,0.112,3.22390722482911e-74,"HADHB"
"PCNA",1.94817804871631e-78,2.55056437546375,0.558,0.198,3.85388581597061e-74,"PCNA"
"GPR12",2.27620170755584e-78,-6.43424853348934,0.006,0.26,4.50278221788696e-74,"GPR12"
"SFRP2",2.3494123616732e-78,3.94244618445325,0.355,0.026,4.64760753386193e-74,"SFRP2"
"PEX2",4.75391340251032e-78,3.18790003881427,0.373,0.036,9.40419149284591e-74,"PEX2"
"C1orf216",5.58457513914171e-78,-3.96468036346146,0.03,0.312,1.10474065402501e-73,"C1orf216"
"CDCA7L",5.67314394692089e-78,4.88274608329679,0.325,0.013,1.12226133557989e-73,"CDCA7L"
"MSI1",6.02704296849697e-78,2.35407268004691,0.513,0.137,1.19226964002807e-73,"MSI1"
"GRIA3",6.06732195143411e-78,-3.08402695106401,0.067,0.377,1.2002376284327e-73,"GRIA3"
"EZR",1.35517144537353e-77,1.58690919051685,0.666,0.273,2.68080015323791e-73,"EZR"
"PLP1",1.61597514636882e-77,4.39424967475667,0.43,0.088,3.1967220345468e-73,"PLP1"
"GABRA2",1.78642680890849e-77,-4.20729074831789,0.027,0.304,3.53390951338278e-73,"GABRA2"
"SBK1",4.92763378174543e-77,-2.37198370583175,0.145,0.478,9.74784514704882e-73,"SBK1"
"RPS6KL1",6.98623203699021e-77,-3.05822376750914,0.065,0.37,1.3820164215574e-72,"RPS6KL1"
"CENPF",7.6187829698985e-77,3.67618960272342,0.395,0.058,1.50714764710532e-72,"CENPF"
"GINS2",7.75647804568186e-77,2.95099619268935,0.432,0.082,1.53438648699679e-72,"GINS2"
"CCSAP",9.16656741470312e-77,-3.29027242117371,0.069,0.372,1.81333036597657e-72,"CCSAP"
"SHISA2",1.03904787133445e-76,-3.12603265205461,0.075,0.384,2.05544449907381e-72,"SHISA2"
"ATP5G2",1.48840195861738e-76,0.657237029747548,0.988,0.946,2.9443567545369e-72,"ATP5G2"
"ROGDI",1.55325047677586e-76,-2.3461894019624,0.153,0.484,3.072640093158e-72,"ROGDI"
"IDS",1.92437172235564e-76,-2.06438525485854,0.202,0.533,3.80679214116392e-72,"IDS"
"ATCAY",2.7362962313047e-76,-2.30137070837159,0.159,0.488,5.41294120476695e-72,"ATCAY"
"MAD2L1",3.19327188229107e-76,2.88319772950918,0.43,0.083,6.3169304375482e-72,"MAD2L1"
"DCTN3",3.24217630986682e-76,-1.09417210196105,0.654,0.838,6.41367317617855e-72,"DCTN3"
"VSNL1",8.03312612978917e-76,-4.94019735998613,0.028,0.299,1.58911301099489e-71,"VSNL1"
"RPL18",9.71883143000896e-76,0.477127067804533,1,0.994,1.92257923348437e-71,"RPL18"
"ZEB1",1.11211882994944e-75,3.15161165532058,0.391,0.055,2.19999346940598e-71,"ZEB1"
"H2AFX",1.73758226314787e-75,2.2481415119099,0.547,0.181,3.43728523295912e-71,"H2AFX"
"ARPC2",1.76949040907745e-75,-0.950881783266617,0.788,0.894,3.500405927237e-71,"ARPC2"
"NACA",2.16632644106535e-75,0.605591428700118,0.999,0.985,4.28542696571547e-71,"NACA"
"MCM7",2.39808615560899e-75,2.46315294363219,0.538,0.192,4.74389403302571e-71,"MCM7"
"PTBP1",2.7512244741366e-75,1.92885419738565,0.558,0.181,5.44247225473703e-71,"PTBP1"
"C12orf75",4.66737843583207e-75,2.1455895512454,0.522,0.148,9.233008021763e-71,"C12orf75"
"SH3BGRL",4.96711261256263e-75,1.59377860729694,0.717,0.364,9.82594217017139e-71,"SH3BGRL"
"GABRB3",9.62058207777245e-75,-3.59978089303639,0.041,0.323,1.90314354662495e-70,"GABRB3"
"CRB2",1.46249667050477e-74,6.42005441118631,0.297,0.005,2.89311091359253e-70,"CRB2"
"HEBP1",1.72673975748931e-74,2.75546945836955,0.421,0.077,3.41583658826535e-70,"HEBP1"
"ADGRV1",3.78641701957052e-74,5.22921065646708,0.308,0.011,7.4902901481144e-70,"ADGRV1"
"FOS",7.74022917113794e-74,2.18304005041742,0.589,0.214,1.53117213463451e-69,"FOS"
"MLLT3",1.12374734691021e-73,-2.13188643632134,0.201,0.525,2.22299700165779e-69,"MLLT3"
"NPR3",1.17263941898963e-73,-6.20942098376026,0.007,0.249,2.31971529864528e-69,"NPR3"
"RPS2",1.53756509508354e-73,0.438461966301495,1,0.999,3.04161127109427e-69,"RPS2"
"NEGR1",1.97520066832506e-73,-3.77552773544853,0.056,0.34,3.90734196208063e-69,"NEGR1"
"SPECC1",2.24688406808903e-73,3.03896614576551,0.389,0.058,4.44478606349372e-69,"SPECC1"
"BOC",2.50140069330892e-73,3.85800919330514,0.348,0.035,4.94827085150371e-69,"BOC"
"BARD1",3.38205669645414e-73,3.3876004272791,0.354,0.036,6.69038455692558e-69,"BARD1"
"CENPU",4.22438805152156e-73,4.21630620018673,0.331,0.025,8.35668444351995e-69,"CENPU"
"HSPD1",5.45452218174561e-73,0.821315671925536,0.934,0.825,1.07901357799292e-68,"HSPD1"
"EFNB1",5.57199347872335e-73,1.97754332352147,0.549,0.179,1.10225174996105e-68,"EFNB1"
"ACTR10",7.4406843965956e-73,-1.3859334517397,0.447,0.731,1.47191618733454e-68,"ACTR10"
"UBE2C",8.99443187249313e-73,4.19574746526937,0.348,0.038,1.77927851301659e-68,"UBE2C"
"ENO1",1.39373759421446e-72,1.14351386197465,0.939,0.834,2.75709170887504e-68,"ENO1"
"TOP2A",1.50227273109931e-72,4.45235934941814,0.336,0.032,2.97179591666066e-68,"TOP2A"
"NMNAT2",1.51737403055998e-72,-3.87551683314523,0.034,0.303,3.00166930725374e-68,"NMNAT2"
"CLCN4",1.87905689485507e-72,-3.65685305104228,0.044,0.321,3.7171503494023e-68,"CLCN4"
"DOK6",4.20574577016775e-72,-3.53050424961264,0.06,0.343,8.31980628254585e-68,"DOK6"
"SRPK2",5.06426892745832e-72,-1.18628413881749,0.617,0.805,1.0018136792298e-67,"SRPK2"
"MSN",5.85004682015177e-72,4.44836326677348,0.314,0.017,1.15725626196242e-67,"MSN"
"ZWINT",6.98969502910652e-72,4.41830786955625,0.317,0.019,1.38270147065785e-67,"ZWINT"
"CACNG8",7.90176365982932e-72,-3.10967986242214,0.061,0.351,1.56312688718744e-67,"CACNG8"
"GDI1",8.07280656360419e-72,-1.20604219029169,0.542,0.773,1.59696259441218e-67,"GDI1"
"SPOCK1",8.10239152907027e-72,-3.30491939233509,0.067,0.355,1.60281509228068e-67,"SPOCK1"
"C11orf96",8.22397697361612e-72,-2.88139719915026,0.075,0.373,1.62686712492074e-67,"C11orf96"
"SSBP3",8.60391442169641e-72,-1.79622432139685,0.284,0.6,1.70202635089998e-67,"SSBP3"
"PEA15",1.14767414658752e-71,1.50667715754527,0.795,0.546,2.27032899677942e-67,"PEA15"
"S100A13",1.35288133635087e-71,5.26189673893835,0.295,0.008,2.67626985956929e-67,"S100A13"
"HSP90AB1",1.54928982205947e-71,-0.4800444104597,0.997,1,3.06480512599804e-67,"HSP90AB1"
"BIRC5",2.01914676253115e-71,4.2705555685673,0.317,0.019,3.99427612563911e-67,"BIRC5"
"SV2A",3.17608481632868e-71,-2.17217126626005,0.184,0.499,6.2829309836614e-67,"SV2A"
"RPL7",3.33998938556382e-71,0.42448705491434,1,0.999,6.60716700252236e-67,"RPL7"
"LAPTM4B",3.59524385309706e-71,1.35443720988912,0.706,0.335,7.11211139019661e-67,"LAPTM4B"
"RPL19",3.71512996554475e-71,0.448351351521835,0.998,0.998,7.34927009784062e-67,"RPL19"
"GABRB2",5.21746689316276e-71,-5.43273158939921,0.012,0.252,1.03211930080546e-66,"GABRB2"
"EMP2",1.40046099728125e-70,5.26908264835457,0.294,0.01,2.77039194482176e-66,"EMP2"
"OSTC",2.25701555196454e-70,1.30886919111236,0.731,0.375,4.46482816489625e-66,"OSTC"
"GLRX",2.54762259473633e-70,-2.42608755630817,0.126,0.434,5.0397070169074e-66,"GLRX"
"GUCY1A3",2.76778479593444e-70,-3.44129409171583,0.067,0.352,5.47523188331752e-66,"GUCY1A3"
"CCDC109B",3.94253944213289e-70,4.37269913801177,0.308,0.017,7.79913152442728e-66,"CCDC109B"
"PAK3",6.12266124237859e-70,-1.58032620026188,0.411,0.668,1.21118484696733e-65,"PAK3"
"MFGE8",7.78224436161145e-70,4.84020113882753,0.296,0.012,1.53948357961398e-65,"MFGE8"
"SEPW1",1.49373987485283e-69,-1.03925682377678,0.65,0.825,2.95491622043388e-65,"SEPW1"
