"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"PTPN11",0.00053501699367101,-0.718950743833121,0.141,0.214,1,"PTPN11","Not Significant"
"ZC3H7A",0.000535759057989165,0.754737647322586,0.243,0.177,1,"ZC3H7A","Not Significant"
"AHDC1",0.000537066028746268,-0.534450070497146,0.175,0.258,1,"AHDC1","Not Significant"
"APPBP2",0.000537313023839397,-0.566426402846585,0.175,0.255,1,"APPBP2","Not Significant"
"TJP1",0.000542423102338975,0.854742471874391,0.145,0.087,1,"TJP1","Not Significant"
"RARS",0.000545332004617376,-0.497159306286625,0.207,0.294,1,"RARS","Not Significant"
"RRAGB",0.00054928292249704,-0.558984470913768,0.149,0.23,1,"RRAGB","Not Significant"
"GFM1",0.000553857232297734,-0.626260822791313,0.117,0.188,1,"GFM1","Not Significant"
"POLD3",0.000556674823163801,-0.767901026868572,0.062,0.12,1,"POLD3","Not Significant"
"KLF13",0.000559006524993946,0.781837607372391,0.239,0.175,1,"KLF13","Not Significant"
"PPP6R2",0.000559294502253636,-0.72425678655753,0.105,0.174,1,"PPP6R2","Not Significant"
"NUP93",0.000559844304892907,0.783491645645893,0.332,0.274,1,"NUP93","Not Significant"
"SBF2",0.00056341869460959,-0.604747434511006,0.119,0.194,1,"SBF2","Not Significant"
"MFSD14A",0.000564939586349544,0.660349887619076,0.235,0.168,1,"MFSD14A","Not Significant"
"MANBAL",0.000565655527237034,-0.505683568389991,0.221,0.306,1,"MANBAL","Not Significant"
"C11orf54",0.000566822565819314,0.961103106416004,0.153,0.097,1,"C11orf54","Not Significant"
"AP1S2",0.000569514315788385,0.412217873207748,0.455,0.392,1,"AP1S2","Not Significant"
"PRKAB2",0.000572880496142583,-0.863748485483954,0.076,0.136,1,"PRKAB2","Not Significant"
"DCK",0.000573428699440791,-0.35702591277831,0.296,0.403,1,"DCK","Not Significant"
"KCNB2",0.0005739650322423,-0.781003919156147,0.058,0.115,1,"KCNB2","Not Significant"
"LRRC4B",0.000575852689759179,-0.565327415947477,0.159,0.239,1,"LRRC4B","Not Significant"
"SMOX",0.000580433058845219,0.828985620771612,0.149,0.092,1,"SMOX","Not Significant"
"SPAST",0.000581907214493691,-0.399708767866514,0.252,0.349,1,"SPAST","Not Significant"
"NXT1",0.000582586330487903,0.43671633066363,0.314,0.232,1,"NXT1","Not Significant"
"MAN1A2",0.00058612120892746,-0.38820222368993,0.394,0.487,1,"MAN1A2","Not Significant"
"ZDHHC9",0.000587032973524512,-0.606242444674621,0.115,0.187,1,"ZDHHC9","Not Significant"
"LSM8",0.000588012316599973,0.475400026166326,0.386,0.314,1,"LSM8","Not Significant"
"TMEM126A",0.000589827098446195,-0.46349366924607,0.268,0.364,1,"TMEM126A","Not Significant"
"PIK3IP1",0.000591387882682967,-0.780791488235269,0.07,0.13,1,"PIK3IP1","Not Significant"
"GLI4",0.000592792222397444,-0.711119763028074,0.074,0.135,1,"GLI4","Not Significant"
"CRYZL1",0.000593112420172865,-0.358710195029203,0.378,0.479,1,"CRYZL1","Not Significant"
"CCDC71L",0.000593988345144591,-0.750590030579377,0.054,0.11,1,"CCDC71L","Not Significant"
"MRPL4",0.000594068137565377,-0.394149928545173,0.227,0.321,1,"MRPL4","Not Significant"
"MRGBP",0.000600108261556578,0.754943196510076,0.258,0.193,1,"MRGBP","Not Significant"
"CBWD1",0.00060932045727345,-0.650868923798598,0.127,0.199,1,"CBWD1","Not Significant"
"SCAF1",0.000610843947489552,-0.63335084305854,0.089,0.157,1,"SCAF1","Not Significant"
"RAB7A",0.000611026839490154,-0.287464551945051,0.626,0.701,1,"RAB7A","Not Significant"
"SELK",0.000617248373299619,0.271544491108165,0.694,0.665,1,"SELK","Not Significant"
"NSUN5",0.000622135560686455,-1.03068508233968,0.064,0.12,1,"NSUN5","Not Significant"
"TRAM1",0.00062607339846378,0.621709387714308,0.231,0.163,1,"TRAM1","Not Significant"
"MALSU1",0.000629424844572832,-0.56891120032635,0.197,0.277,1,"MALSU1","Not Significant"
"TBC1D14",0.000631705845825052,-0.549910143720962,0.167,0.248,1,"TBC1D14","Not Significant"
"SRRM4",0.000634026141546378,-0.384105373913102,0.31,0.412,1,"SRRM4","Not Significant"
"RALGPS1",0.000643561779085457,-0.545659600279292,0.101,0.172,1,"RALGPS1","Not Significant"
"GNG2",0.000645949346934403,-0.341819762470069,0.408,0.516,1,"GNG2","Not Significant"
"FUZ",0.000647881840279328,-1.06872823577393,0.062,0.117,1,"FUZ","Not Significant"
"UTP4",0.000648473047430195,-0.479139536838628,0.123,0.199,1,"UTP4","Not Significant"
"CARKD",0.000648572445431425,-0.581550154080648,0.107,0.178,1,"CARKD","Not Significant"
"C10orf10",0.000650742821267151,-0.461222410838876,0.113,0.188,1,"C10orf10","Not Significant"
"WDR61",0.000658177568629295,-0.415577565124995,0.27,0.37,1,"WDR61","Not Significant"
"MAPKAPK5-AS1",0.000661821348442054,-0.487341855861891,0.183,0.268,1,"MAPKAPK5-AS1","Not Significant"
"NOLC1",0.000668819616366212,-0.527976449148297,0.181,0.264,1,"NOLC1","Not Significant"
"TMX1",0.000674740299581553,0.588549161855804,0.247,0.179,1,"TMX1","Not Significant"
"PABPN1",0.000674968764474772,0.452121218009764,0.388,0.32,1,"PABPN1","Not Significant"
"LMBRD2",0.000675806068771344,-0.885470530935621,0.048,0.1,1,"LMBRD2","Not Significant"
"MEX3C",0.000676124739086896,0.941164454005485,0.107,0.059,1,"MEX3C","Not Significant"
"GGT7",0.000677291732445662,-0.513855831645982,0.151,0.233,1,"GGT7","Not Significant"
"KCTD13",0.0006784312823245,-0.599340268387719,0.103,0.174,1,"KCTD13","Not Significant"
"NR4A2",0.000681584895385652,-1.08624348515306,0.089,0.15,1,"NR4A2","Not Significant"
"EPN1",0.000682630067195541,-0.37596577651575,0.34,0.448,1,"EPN1","Not Significant"
"WARS",0.000684775573124249,-0.755379154992776,0.085,0.147,1,"WARS","Not Significant"
"MLF2",0.000685518412558436,-0.27372462538429,0.706,0.766,1,"MLF2","Not Significant"
"TMA16",0.000686292975060862,0.965762475232164,0.171,0.113,1,"TMA16","Not Significant"
"IFT27",0.000691827202473832,-0.44294374319068,0.235,0.321,1,"IFT27","Not Significant"
"SRSF4",0.000693848537564085,0.278195853494262,0.64,0.565,1,"SRSF4","Not Significant"
"ZNF548",0.000694271625988367,0.925361589049542,0.131,0.078,1,"ZNF548","Not Significant"
"SMNDC1",0.00070169007651712,0.598624924075906,0.268,0.2,1,"SMNDC1","Not Significant"
"ELOF1",0.00070374076739508,-0.350607228936523,0.32,0.425,1,"ELOF1","Not Significant"
"LEF1",0.000704162673927659,1.22888393756498,0.107,0.06,1,"LEF1","Not Significant"
"ATMIN",0.000708636667812657,-0.497858732215158,0.139,0.218,1,"ATMIN","Not Significant"
"BAG6",0.000708827268785538,-0.338440890838655,0.374,0.484,1,"BAG6","Not Significant"
"LRIF1",0.000710534717168081,-0.606408329010576,0.157,0.233,1,"LRIF1","Not Significant"
"ATP6V1D",0.000713735297534193,-0.335035312747725,0.461,0.57,1,"ATP6V1D","Not Significant"
"DOHH",0.000723722977147045,-0.491207304190084,0.113,0.186,1,"DOHH","Not Significant"
"PPOX",0.000725588381550144,-0.920816589312976,0.07,0.127,1,"PPOX","Not Significant"
"ZNF232",0.000727282316414795,0.862790626540588,0.165,0.108,1,"ZNF232","Not Significant"
"COMMD7",0.000727815723243988,-0.381153051212552,0.318,0.411,1,"COMMD7","Not Significant"
"VPS41",0.000728313255752738,-0.644498678052186,0.157,0.234,1,"VPS41","Not Significant"
"PRPF18",0.000730635108386462,0.811238472880407,0.205,0.145,1,"PRPF18","Not Significant"
"SECISBP2L",0.000731400337558895,-0.475858734934077,0.213,0.293,1,"SECISBP2L","Not Significant"
"HARS",0.00073201900665042,-0.467488784107321,0.274,0.368,1,"HARS","Not Significant"
"LRRC40",0.000732088525938276,-0.504226483405047,0.201,0.283,1,"LRRC40","Not Significant"
"GORASP2",0.000736440453625956,-0.439315514357324,0.272,0.366,1,"GORASP2","Not Significant"
"CLNS1A",0.000736728864933885,0.417888014791368,0.511,0.46,1,"CLNS1A","Not Significant"
"MEMO1",0.00073807411701916,-0.552753398746988,0.103,0.174,1,"MEMO1","Not Significant"
"IFNGR2",0.000738361603740872,-0.599831159903207,0.145,0.218,1,"IFNGR2","Not Significant"
"PDXDC1",0.000740934663148208,-0.55996170605475,0.151,0.228,1,"PDXDC1","Not Significant"
"WDR82",0.000741156718754226,-0.362048204518069,0.292,0.393,1,"WDR82","Not Significant"
"CEP162",0.000744783164950719,-0.869624405009156,0.089,0.152,1,"CEP162","Not Significant"
"CHMP4B",0.00074502347707827,-0.360854278962508,0.336,0.438,1,"CHMP4B","Not Significant"
"ALAD",0.000746558425115943,-0.792418586191014,0.058,0.113,1,"ALAD","Not Significant"
"TMCC1",0.000746929076267031,-0.569566166681774,0.117,0.189,1,"TMCC1","Not Significant"
"RAB40C",0.000748794904566742,-0.592908705483561,0.111,0.182,1,"RAB40C","Not Significant"
"SMARCE1",0.000759053591611042,0.357876572166136,0.581,0.53,1,"SMARCE1","Not Significant"
"TLE4",0.000759486435056361,-0.492394898838234,0.27,0.365,1,"TLE4","Not Significant"
"COX19",0.000759627105469534,-0.479157282895116,0.183,0.266,1,"COX19","Not Significant"
"TRUB2",0.000762039966187199,-0.526964659482964,0.151,0.228,1,"TRUB2","Not Significant"
"JAM3",0.000763393879218266,0.864638759582227,0.133,0.079,1,"JAM3","Not Significant"
"RBM14",0.000767094532127485,-0.365381228956976,0.199,0.288,1,"RBM14","Not Significant"
"ZNF703",0.000775067442510485,1.05803013108095,0.147,0.092,1,"ZNF703","Not Significant"
"F12",0.00077534293918887,-0.755146162984684,0.068,0.126,1,"F12","Not Significant"
"MICAL3",0.00077722561352965,-0.715546664701866,0.107,0.173,1,"MICAL3","Not Significant"
"CHST10",0.00077777028892347,-0.542030886054055,0.191,0.269,1,"CHST10","Not Significant"
"PDZD7",0.000779227422069168,-0.904351939895505,0.058,0.112,1,"PDZD7","Not Significant"
"INTS12",0.000780923214894247,-0.547785546807233,0.165,0.245,1,"INTS12","Not Significant"
"HGSNAT",0.000783520815429572,-0.748786990861732,0.07,0.128,1,"HGSNAT","Not Significant"
"REXO4",0.000784806813064261,-0.51567990692484,0.169,0.25,1,"REXO4","Not Significant"
"ASPSCR1",0.000785025863441437,-0.564919381986607,0.183,0.264,1,"ASPSCR1","Not Significant"
"CLASP1",0.000789896888275323,-0.525861470539631,0.103,0.173,1,"CLASP1","Not Significant"
"WRNIP1",0.000791323126793799,-0.699601855918248,0.099,0.165,1,"WRNIP1","Not Significant"
"XRCC1",0.00079241300145229,-0.557743507845382,0.095,0.163,1,"XRCC1","Not Significant"
"DDX54",0.000792947458870055,-0.463561098510213,0.133,0.209,1,"DDX54","Not Significant"
"KIAA0895",0.000796275724913762,-0.921754735877812,0.056,0.11,1,"KIAA0895","Not Significant"
"DSTYK",0.000796340517640236,0.648788327966082,0.276,0.21,1,"DSTYK","Not Significant"
"PLCL2",0.00079893259797526,-1.02842234159863,0.054,0.106,1,"PLCL2","Not Significant"
"GIT1",0.000810684321235911,-0.521115696999362,0.08,0.142,1,"GIT1","Not Significant"
"PPP1R8",0.000811133320104894,-0.417257185244029,0.197,0.284,1,"PPP1R8","Not Significant"
"MED19",0.000821737308883051,-0.419480883631855,0.439,0.532,1,"MED19","Not Significant"
"HRAS",0.000825341958647625,-0.370465403637804,0.316,0.411,1,"HRAS","Not Significant"
"EXOSC6",0.000825792321543446,-0.576246897657359,0.167,0.248,1,"EXOSC6","Not Significant"
"HAX1",0.000826422213292744,-0.43416215945417,0.326,0.416,1,"HAX1","Not Significant"
"CEBPZOS",0.000827999836968233,-0.775121341424825,0.109,0.175,1,"CEBPZOS","Not Significant"
"SPIN1",0.000830723804860966,-0.466679431352556,0.262,0.359,1,"SPIN1","Not Significant"
"GPATCH2L",0.000834990293737202,-0.44930761418891,0.239,0.326,1,"GPATCH2L","Not Significant"
"C12orf10",0.000837324610004182,-0.354743833236075,0.358,0.458,1,"C12orf10","Not Significant"
"TOR2A",0.00083736953089838,-0.754647529122999,0.111,0.178,1,"TOR2A","Not Significant"
"CHMP6",0.000837954918680016,-0.73004334615797,0.078,0.138,1,"CHMP6","Not Significant"
"ARIH1",0.000838526254799759,0.53066211302226,0.451,0.393,1,"ARIH1","Not Significant"
"MRAS",0.000842826151937126,-0.541109432676047,0.115,0.187,1,"MRAS","Not Significant"
"MARCH9",0.000847104479532647,-0.670859352916616,0.121,0.192,1,"MARCH9","Not Significant"
"SLC25A14",0.000857819643351565,-0.487193023958638,0.145,0.224,1,"SLC25A14","Not Significant"
"CCSER2",0.000865322136942101,-0.282820627342769,0.441,0.55,1,"CCSER2","Not Significant"
"TSPAN18",0.000868146737167477,0.731209050789796,0.243,0.182,1,"TSPAN18","Not Significant"
"AP2A2",0.000872898242972685,-0.458509439394606,0.252,0.342,1,"AP2A2","Not Significant"
"EPB41",0.000874686705159743,0.6845716859988,0.211,0.146,1,"EPB41","Not Significant"
"CMSS1",0.000876785021056689,-0.504580638472681,0.219,0.303,1,"CMSS1","Not Significant"
"LINC00909",0.000877869002593186,-0.841348639653885,0.076,0.134,1,"LINC00909","Not Significant"
"ZC3H8",0.000884030663276725,-0.366393981781735,0.258,0.356,1,"ZC3H8","Not Significant"
"ASMTL",0.000886059545891434,-0.513306512211919,0.137,0.211,1,"ASMTL","Not Significant"
"CDKN1B",0.000887260850492853,0.393993369348376,0.455,0.401,1,"CDKN1B","Not Significant"
"PHKG2",0.000897966403335901,-0.569235098988717,0.097,0.164,1,"PHKG2","Not Significant"
"PRKAR2A",0.000900220194256848,-0.44458816352744,0.278,0.37,1,"PRKAR2A","Not Significant"
"THAP8",0.000903131898916544,-0.789100253085905,0.054,0.107,1,"THAP8","Not Significant"
"HPRT1",0.000905107410848727,-0.575917040219299,0.165,0.243,1,"HPRT1","Not Significant"
"EEF1E1",0.000906278869416708,-0.321969063040593,0.296,0.393,1,"EEF1E1","Not Significant"
"EMC7",0.000908045472675022,-0.419280928027992,0.362,0.452,1,"EMC7","Not Significant"
"MIR181A1HG",0.000909101228182654,0.691046800546791,0.163,0.106,1,"MIR181A1HG","Not Significant"
"VPS53",0.000915380000896824,-0.632349005375259,0.143,0.214,1,"VPS53","Not Significant"
"TMEM30A",0.000927223074692427,-0.537989672390808,0.143,0.22,1,"TMEM30A","Not Significant"
"DPYSL5",0.000928877785781572,-0.378521538107602,0.28,0.383,1,"DPYSL5","Not Significant"
"TMEM80",0.00093969382138848,-0.857111741325281,0.054,0.106,1,"TMEM80","Not Significant"
"MAT2A",0.000943653993729258,0.638241676004768,0.288,0.225,1,"MAT2A","Not Significant"
"RRP9",0.000947148318353108,-0.644209723288628,0.062,0.118,1,"RRP9","Not Significant"
"ATRAID",0.000950052760991193,0.581647127117199,0.374,0.313,1,"ATRAID","Not Significant"
"RUVBL1",0.000952416702145648,-0.483489322050107,0.26,0.355,1,"RUVBL1","Not Significant"
"GPBP1",0.000968007219218636,0.281772471419054,0.722,0.683,1,"GPBP1","Not Significant"
"METAP1",0.000970343372440551,-0.746418137336245,0.103,0.169,1,"METAP1","Not Significant"
"ZFP64",0.000976375847146827,0.864517292608322,0.155,0.1,1,"ZFP64","Not Significant"
"ASTN1",0.000977535278678791,-0.929348380184232,0.066,0.12,1,"ASTN1","Not Significant"
"EXOC2",0.00097918971888168,-0.971868618593161,0.052,0.103,1,"EXOC2","Not Significant"
"DBN1",0.000981243196050213,0.257610039615691,0.785,0.767,1,"DBN1","Not Significant"
"MFSD13A",0.000982766211474786,-1.01940808322645,0.05,0.1,1,"MFSD13A","Not Significant"
"SND1",0.000986960271214115,-0.332556983140782,0.219,0.311,1,"SND1","Not Significant"
"SMURF2",0.000990338263721551,0.735966963582652,0.199,0.137,1,"SMURF2","Not Significant"
"RP11-758H9.2",0.000995989215301206,-0.981384454203499,0.054,0.105,1,"RP11-758H9.2","Not Significant"
"COG4",0.00100101888731905,-0.583948389106827,0.131,0.203,1,"COG4","Not Significant"
"SMIM8",0.00100327280082444,-0.395500730211786,0.274,0.367,1,"SMIM8","Not Significant"
"TTLL1",0.00100337020248229,-0.673835627023827,0.105,0.171,1,"TTLL1","Not Significant"
"MDM2",0.00100362159012282,0.73832389315174,0.195,0.134,1,"MDM2","Not Significant"
"KIF3C",0.00101220760798353,-0.460727014356055,0.227,0.312,1,"KIF3C","Not Significant"
"MFSD3",0.00102471317747889,-0.825599056423762,0.062,0.116,1,"MFSD3","Not Significant"
"SRSF11",0.00103077440222546,0.252884706873981,0.734,0.743,1,"SRSF11","Not Significant"
"NRP2",0.00103358704446443,-0.97592534476072,0.145,0.215,1,"NRP2","Not Significant"
"NT5C3A",0.00103379227406439,-0.403068750619668,0.344,0.436,1,"NT5C3A","Not Significant"
"UBE3A",0.00103960044090737,0.311202983425116,0.638,0.588,1,"UBE3A","Not Significant"
"RPA3",0.00104368872276786,-0.50022418843611,0.157,0.236,1,"RPA3","Not Significant"
"DYNLL2",0.00105557293300558,0.571002870634828,0.288,0.221,1,"DYNLL2","Not Significant"
"DCTD",0.00105613099492248,0.72963253892766,0.133,0.08,1,"DCTD","Not Significant"
"CSGALNACT2",0.00105869032343043,-0.677660691028896,0.127,0.195,1,"CSGALNACT2","Not Significant"
"SMAD5",0.00106099204235847,1.01211550253646,0.147,0.095,1,"SMAD5","Not Significant"
"NAA38",0.00106266492205826,-0.453429044447951,0.266,0.358,1,"NAA38","Not Significant"
"TMEM259",0.00106727136023209,-0.407013514893807,0.286,0.382,1,"TMEM259","Not Significant"
"BHLHB9",0.00107008172277238,-0.850814800426286,0.052,0.103,1,"BHLHB9","Not Significant"
"PET117",0.00107553740900765,-0.590728662672227,0.125,0.196,1,"PET117","Not Significant"
"ARHGAP12",0.0010768469680565,0.680691782154126,0.137,0.083,1,"ARHGAP12","Not Significant"
"OPA1",0.00108837579283325,-0.677411089845864,0.089,0.151,1,"OPA1","Not Significant"
"ZNF207",0.00109288559076499,0.323311910210824,0.581,0.533,1,"ZNF207","Not Significant"
"SCAMP4",0.001095625080232,-0.563762648274615,0.201,0.283,1,"SCAMP4","Not Significant"
"NDEL1",0.00109751394768888,-0.611876549248985,0.066,0.122,1,"NDEL1","Not Significant"
"ZNF37A",0.0010986546092062,-0.584557915422575,0.131,0.2,1,"ZNF37A","Not Significant"
"BOLA1",0.00109981619036878,-0.810549446765699,0.064,0.118,1,"BOLA1","Not Significant"
"IKZF4",0.00110235475007195,-0.91271793205503,0.064,0.117,1,"IKZF4","Not Significant"
"QKI",0.00110298664226487,-0.647121426360513,0.157,0.229,1,"QKI","Not Significant"
"CHCHD2",0.00110728267759737,0.33206163683406,0.531,0.449,1,"CHCHD2","Not Significant"
"MRPS35",0.001111253774549,-0.389471406028604,0.348,0.433,1,"MRPS35","Not Significant"
"LIN7C",0.00111364083959634,-0.562923956969478,0.093,0.158,1,"LIN7C","Not Significant"
"CLCC1",0.00112063199582858,-0.985873846789245,0.056,0.107,1,"CLCC1","Not Significant"
"C7orf26",0.00112205956198664,-0.521771982599436,0.155,0.229,1,"C7orf26","Not Significant"
"VMA21",0.0011223860822766,-0.437666008605223,0.223,0.307,1,"VMA21","Not Significant"
"ANKRD44",0.00113156541102589,-0.421889051055938,0.173,0.257,1,"ANKRD44","Not Significant"
"OPHN1",0.00113311925210625,0.877247862846801,0.153,0.1,1,"OPHN1","Not Significant"
"TRIM23",0.0011410557438189,-1.00597914530141,0.06,0.112,1,"TRIM23","Not Significant"
"SNCAIP",0.00114795515172321,0.799174180574139,0.231,0.173,1,"SNCAIP","Not Significant"
"CCDC82",0.00114955277874611,-0.410574481055814,0.342,0.428,1,"CCDC82","Not Significant"
"FAM208A",0.00116547723366726,-0.507720317935215,0.111,0.179,1,"FAM208A","Not Significant"
"TNRC6C",0.00117171290755218,-0.315955057301942,0.414,0.496,1,"TNRC6C","Not Significant"
"SLIT1",0.0011781424477393,-0.448277787289471,0.161,0.242,1,"SLIT1","Not Significant"
"SLC39A3",0.00118169116521202,-0.45059970806064,0.207,0.291,1,"SLC39A3","Not Significant"
"UBA5",0.00118924876704242,-0.635901112712381,0.139,0.208,1,"UBA5","Not Significant"
"WIPI1",0.00119687652329802,1.1006847643188,0.113,0.066,1,"WIPI1","Not Significant"
"METAP2",0.00120418562350541,0.306443619992065,0.642,0.595,1,"METAP2","Not Significant"
"PTPN1",0.00120500692369319,-0.489878878324654,0.185,0.264,1,"PTPN1","Not Significant"
"ARID2",0.00121019787714028,0.661935466308143,0.252,0.188,1,"ARID2","Not Significant"
"ANKRD11",0.00121117243244108,0.287092421532636,0.694,0.638,1,"ANKRD11","Not Significant"
"CDO1",0.00121390038876204,0.482405363968026,0.213,0.146,1,"CDO1","Not Significant"
"FMN2",0.00121558758773617,-0.648584120227263,0.121,0.188,1,"FMN2","Not Significant"
"CACUL1",0.00122309867230194,0.469576614301833,0.388,0.323,1,"CACUL1","Not Significant"
"CAMSAP1",0.00123084820595593,0.709503863242696,0.215,0.157,1,"CAMSAP1","Not Significant"
"ZNF429",0.00123463464627533,-0.824989407784554,0.072,0.127,1,"ZNF429","Not Significant"
"SNRPA1",0.00124564634470474,-0.341459382298919,0.37,0.46,1,"SNRPA1","Not Significant"
"RING1",0.00124691897588394,-0.44056316423872,0.183,0.264,1,"RING1","Not Significant"
"FIG4",0.00124910893979629,-0.595688576411976,0.119,0.187,1,"FIG4","Not Significant"
"SMYD3",0.00125026388601918,-0.432644338047541,0.173,0.254,1,"SMYD3","Not Significant"
"C3orf38",0.00125144445978453,0.756990285138854,0.209,0.148,1,"C3orf38","Not Significant"
"CINP",0.00125308471642577,-0.572163594225468,0.151,0.223,1,"CINP","Not Significant"
"PRC1",0.00127214942491284,0.920975322028636,0.113,0.066,1,"PRC1","Not Significant"
"RC3H2",0.00127459406519837,-0.625816668785281,0.087,0.149,1,"RC3H2","Not Significant"
"PLGRKT",0.00127667457906832,-0.529138134592223,0.239,0.323,1,"PLGRKT","Not Significant"
"ETF1",0.00127668891177271,0.666466111772476,0.241,0.18,1,"ETF1","Not Significant"
"CDH24",0.00127886529250939,-0.547397688011425,0.066,0.122,1,"CDH24","Not Significant"
"DNAJA3",0.00127957240281031,-0.546226396025971,0.135,0.206,1,"DNAJA3","Not Significant"
"FEM1B",0.00129240734121482,-0.603156264702402,0.113,0.179,1,"FEM1B","Not Significant"
"INTS10",0.00129589668143547,-0.43762036793627,0.268,0.357,1,"INTS10","Not Significant"
"EIF4E",0.00129648790661941,-0.253218931224762,0.551,0.647,1,"EIF4E","Not Significant"
"PPP1R16A",0.00129735457468196,-0.514358967601174,0.076,0.134,1,"PPP1R16A","Not Significant"
"NUTM2B-AS1",0.00129854253449824,-0.379583247361352,0.27,0.363,1,"NUTM2B-AS1","Not Significant"
"MAPK8IP1",0.00130299535106841,-0.464760797330641,0.26,0.345,1,"MAPK8IP1","Not Significant"
"RP9",0.00131043174631555,0.599478872325513,0.284,0.22,1,"RP9","Not Significant"
"MIER1",0.00132027266971437,-0.437948019481368,0.165,0.249,1,"MIER1","Not Significant"
"ORMDL3",0.00132191614176722,-0.721513363635159,0.097,0.16,1,"ORMDL3","Not Significant"
"EFNA3",0.00132229371188604,-0.363619465250694,0.33,0.421,1,"EFNA3","Not Significant"
"DGKZ",0.00133150002767784,-1.03918536017517,0.054,0.103,1,"DGKZ","Not Significant"
"COG5",0.00133418626283414,-1.06030439981312,0.076,0.13,1,"COG5","Not Significant"
"DTD1",0.00133725638221964,0.317053630105855,0.708,0.664,1,"DTD1","Not Significant"
"SLC25A12",0.00133792602355783,-0.612985059590317,0.083,0.143,1,"SLC25A12","Not Significant"
"CTD-2547G23.4",0.00134367891972044,-0.931135951445854,0.052,0.101,1,"CTD-2547G23.4","Not Significant"
"RIT1",0.0013444899010833,0.700426453164889,0.189,0.13,1,"RIT1","Not Significant"
"TMEM183A",0.00135702796545308,-0.318802792849376,0.374,0.475,1,"TMEM183A","Not Significant"
"RABAC1",0.00137829327161908,-0.274141620383748,0.646,0.706,1,"RABAC1","Not Significant"
"CIZ1",0.00138109434319117,-0.486526397947722,0.159,0.235,1,"CIZ1","Not Significant"
"ZNF771",0.001386508933071,-0.674462222141909,0.074,0.13,1,"ZNF771","Not Significant"
"C1orf21",0.00138804742723377,-0.280728130642085,0.296,0.395,1,"C1orf21","Not Significant"
"ZNF770",0.00138841156200208,-0.319209342513813,0.25,0.338,1,"ZNF770","Not Significant"
"C16orf91",0.00138899437124215,-0.468814511803703,0.119,0.189,1,"C16orf91","Not Significant"
"CWC15",0.00138917693579839,-0.275649836217941,0.527,0.629,1,"CWC15","Not Significant"
"NCOA2",0.00139198331899903,-0.600493122230639,0.121,0.189,1,"NCOA2","Not Significant"
"PRDM2",0.00139576781165748,-0.343406753988862,0.354,0.453,1,"PRDM2","Not Significant"
"FAM78B",0.00139583653136039,-1.05270631486736,0.058,0.108,1,"FAM78B","Not Significant"
"PQLC2",0.00140122740100258,-0.702228077952105,0.058,0.11,1,"PQLC2","Not Significant"
"PIM3",0.00141349082295748,0.876572446509392,0.181,0.125,1,"PIM3","Not Significant"
"SMIM19",0.00141481894257739,-0.474887472086424,0.205,0.289,1,"SMIM19","Not Significant"
"GPATCH4",0.00141965386307799,-1.04546547917039,0.058,0.107,1,"GPATCH4","Not Significant"
"G6PC3",0.00142724092904295,0.899324395927625,0.161,0.108,1,"G6PC3","Not Significant"
"ANKRD13C",0.00146251372882366,-0.71828084559674,0.082,0.139,1,"ANKRD13C","Not Significant"
"STAU2",0.00147212764620604,-0.357043296814843,0.241,0.331,1,"STAU2","Not Significant"
"NUDT14",0.0014725192655408,-0.32929636739037,0.167,0.249,1,"NUDT14","Not Significant"
"PHF1",0.00147399771792455,-0.410937010392237,0.163,0.241,1,"PHF1","Not Significant"
"SREBF2",0.00147474700309048,-0.472965351767855,0.223,0.302,1,"SREBF2","Not Significant"
"SLAIN1",0.00148888011728247,0.923568474597832,0.161,0.109,1,"SLAIN1","Not Significant"
"TNRC18",0.00149410907991994,-0.68203134414111,0.058,0.11,1,"TNRC18","Not Significant"
"UBR4",0.00149631491924277,-0.446807034779176,0.127,0.199,1,"UBR4","Not Significant"
"MPHOSPH8",0.00150025437458502,-0.336581443917302,0.481,0.577,1,"MPHOSPH8","Not Significant"
"FBXW11",0.00150094061861208,-0.526969914612076,0.219,0.296,1,"FBXW11","Not Significant"
"SRFBP1",0.001505512595377,-0.564748869234453,0.101,0.165,1,"SRFBP1","Not Significant"
"RPL39L",0.00151635977430547,-0.356227642653468,0.145,0.222,1,"RPL39L","Not Significant"
"CTPS1",0.00151907339181164,0.738140472676572,0.179,0.122,1,"CTPS1","Not Significant"
"ADAT1",0.00153319659650667,-0.628644091343566,0.093,0.154,1,"ADAT1","Not Significant"
"MRPL14",0.00154428472769315,-0.287794259871033,0.362,0.47,1,"MRPL14","Not Significant"
"RP11-161M6.2",0.00154563441832812,0.883099514592298,0.107,0.062,1,"RP11-161M6.2","Not Significant"
"SMARCD3",0.00157579642573852,-0.319597161589328,0.225,0.315,1,"SMARCD3","Not Significant"
"HCG18",0.00157867482241198,-0.634496732125654,0.117,0.184,1,"HCG18","Not Significant"
"DGCR2",0.00157932142806351,-0.740441578198194,0.066,0.119,1,"DGCR2","Not Significant"
"PELO",0.00158119495265902,-0.72933109784212,0.082,0.138,1,"PELO","Not Significant"
"KDM6A",0.00159187135326575,-0.842550964113017,0.076,0.13,1,"KDM6A","Not Significant"
"PRPF19",0.00159217448711065,-0.428637614832684,0.169,0.245,1,"PRPF19","Not Significant"
"NETO2",0.00159232653802525,-0.449026289234347,0.332,0.42,1,"NETO2","Not Significant"
