"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"LRRC73",1.48892950503262e-11,-3.71756826258465,0.008,0.103,2.94540034685552e-07,"LRRC73","Neuron"
"HIP1R",1.51316460686419e-11,-1.32284442873999,0.133,0.287,2.99334222529874e-07,"HIP1R","Neuron"
"UGDH",1.53245290891207e-11,1.56062284939933,0.185,0.071,3.03149834440985e-07,"UGDH","IP"
"ITGB1BP1",1.53397543362151e-11,-0.80949888767051,0.35,0.523,3.03451020279008e-07,"ITGB1BP1","Neuron"
"ARHGDIG",1.54062995180566e-11,-2.15407902767957,0.022,0.131,3.04767417066195e-07,"ARHGDIG","Neuron"
"ACAT1",1.54157429261856e-11,-0.956162797241278,0.25,0.424,3.04954226565804e-07,"ACAT1","Neuron"
"ATF4",1.75085593712641e-11,0.504919342992797,0.775,0.681,3.46354321482346e-07,"ATF4","IP"
"AGO1",1.75263210930979e-11,1.30294625790188,0.276,0.141,3.46705683863663e-07,"AGO1","IP"
"NDP",1.77865551567489e-11,-2.35497222919988,0.038,0.154,3.51853634110806e-07,"NDP","Neuron"
"NASP",1.79418966634818e-11,0.61904143018562,0.662,0.518,3.54926599796997e-07,"NASP","IP"
"XKR4",1.83110787229486e-11,-2.14271032435785,0.036,0.152,3.62229759297369e-07,"XKR4","Neuron"
"MID1",1.85550510354848e-11,1.41776264566139,0.241,0.115,3.67056019583961e-07,"MID1","IP"
"SRGAP2",1.91431293711266e-11,-1.29937273293963,0.083,0.229,3.78689385219626e-07,"SRGAP2","Neuron"
"CA12",2.0037058170951e-11,1.7362998949261,0.183,0.071,3.96373084737752e-07,"CA12","IP"
"NDRG4",2.02819297890968e-11,-1.25277396912482,0.127,0.28,4.01217135087912e-07,"NDRG4","Neuron"
"SH3BGRL3",2.06664260975652e-11,0.813943474017834,0.714,0.646,4.08823241062036e-07,"SH3BGRL3","IP"
"FNBP1L",2.06805607621885e-11,-0.443977562622348,0.714,0.848,4.09102852997613e-07,"FNBP1L","Not Significant"
"NXN",2.14264996918708e-11,2.14505658376038,0.107,0.025,4.23859016904587e-07,"NXN","IP"
"ARFGEF3",2.18168519073084e-11,-1.43389875994836,0.083,0.226,4.31580964430375e-07,"ARFGEF3","Neuron"
"EPB41L1",2.19051310108852e-11,-1.95117595472229,0.042,0.163,4.33327301657331e-07,"EPB41L1","Neuron"
"COPS8",2.22302424623316e-11,-0.667676614642548,0.427,0.616,4.39758656389843e-07,"COPS8","Neuron"
"VDAC3",2.29582102139929e-11,-0.469070683184825,0.676,0.806,4.54159314453208e-07,"VDAC3","Not Significant"
"UQCRC2",2.33927157279608e-11,-0.453819393479596,0.708,0.813,4.62754702530521e-07,"UQCRC2","Not Significant"
"STOML1",2.47513786952186e-11,-1.31741431642285,0.083,0.229,4.89631773348813e-07,"STOML1","Neuron"
"FGF18",2.48038593085141e-11,-2.65021605819084,0.02,0.124,4.90669944841026e-07,"FGF18","Neuron"
"TERF2IP",2.48897632012701e-11,-0.305802661637155,0.922,0.948,4.92369295647526e-07,"TERF2IP","Not Significant"
"ZBTB16",2.69963342898786e-11,1.80140996933697,0.199,0.086,5.34041484922379e-07,"ZBTB16","IP"
"COX5B",2.80391057601235e-11,-0.35053572085253,0.827,0.897,5.54669590146763e-07,"COX5B","Not Significant"
"CHST1",2.81614406395918e-11,-3.20762315850738,0.02,0.122,5.57089618732405e-07,"CHST1","Neuron"
"GAMT",2.82116138823647e-11,-1.11207036151485,0.167,0.331,5.58082145820938e-07,"GAMT","Neuron"
"PGRMC1",2.82538210881676e-11,-0.510585167593613,0.63,0.783,5.58917088766132e-07,"PGRMC1","Neuron"
"MED13L",2.92541886137816e-11,-0.855828667801847,0.241,0.418,5.78706359157827e-07,"MED13L","Neuron"
"CDK4",3.08383243463773e-11,0.892964829088645,0.429,0.284,6.10043732220035e-07,"CDK4","IP"
"MURC",3.08585372464951e-11,1.7028646348118,0.171,0.065,6.10443583810165e-07,"MURC","IP"
"DCTN3",3.09882978711383e-11,-0.433412791130791,0.746,0.838,6.13010508486858e-07,"DCTN3","Not Significant"
"PLXND1",3.25263627197543e-11,-1.8360842711779,0.04,0.159,6.4343650732218e-07,"PLXND1","Neuron"
"LRRC3B",3.27665667953224e-11,-1.81710128037254,0.038,0.157,6.48188224345068e-07,"LRRC3B","Neuron"
"MRPL34",3.38673173634767e-11,-0.882344881585065,0.193,0.374,6.69963272084297e-07,"MRPL34","Neuron"
"NDUFA4",3.49365101012432e-11,-0.287185646822118,0.962,0.973,6.91114042822794e-07,"NDUFA4","Not Significant"
"MAP4K4",3.55995434268622e-11,0.681766869756229,0.64,0.542,7.04230168070189e-07,"MAP4K4","IP"
"SNX32",3.63064044801551e-11,-2.88590705253694,0.018,0.119,7.18213293426429e-07,"SNX32","Neuron"
"RPRM",3.73642824971808e-11,-2.19190680300671,0.052,0.176,7.39140236359231e-07,"RPRM","Neuron"
"AIG1",3.75602361400943e-11,-1.3702305002428,0.091,0.234,7.43016591323345e-07,"AIG1","Neuron"
"FAM228B",3.89151750108534e-11,-1.22027093467507,0.109,0.261,7.69819992064701e-07,"FAM228B","Neuron"
"ITPK1",3.90648710221877e-11,-1.56631472260755,0.068,0.2,7.72781278560917e-07,"ITPK1","Neuron"
"TOMM7",4.25128910744948e-11,-0.388987056985226,0.843,0.902,8.40990011235655e-07,"TOMM7","Not Significant"
"B3GNT2",4.25403719645762e-11,-2.47078714380482,0.032,0.142,8.41533638203247e-07,"B3GNT2","Neuron"
"GABRG3",4.376179753632e-11,-3.67732056998855,0.01,0.103,8.65695878863483e-07,"GABRG3","Neuron"
"MZT2A",4.5075059162805e-11,-0.554826797559342,0.475,0.655,8.91674820358608e-07,"MZT2A","Neuron"
"RDX",4.55963009512058e-11,0.711965447636006,0.543,0.401,9.01986025416752e-07,"RDX","IP"
"RFTN1",4.58335674867098e-11,-3.13959586511875,0.014,0.111,9.06679632022094e-07,"RFTN1","Neuron"
"PTCHD2",4.79549385352515e-11,1.80029766282149,0.143,0.047,9.48644594104346e-07,"PTCHD2","IP"
"GNG3",4.91611667545635e-11,-0.628213006846966,0.388,0.572,9.72506200738775e-07,"GNG3","Neuron"
"LYRM5",5.11622047268495e-11,-1.10223965960159,0.143,0.302,1.01209073390654e-06,"LYRM5","Neuron"
"HAGH",5.20193049429549e-11,-0.707030833589584,0.308,0.499,1.02904589038153e-06,"HAGH","Neuron"
"GPAA1",5.21156979115073e-11,-0.965143478291411,0.183,0.354,1.03095273608544e-06,"GPAA1","Neuron"
"RSPO3",5.31343086851713e-11,-1.5003900877865,0.038,0.152,1.05110289441006e-06,"RSPO3","Neuron"
"MOCS2",5.3141364707545e-11,-0.999814568755457,0.157,0.323,1.05124247664465e-06,"MOCS2","Neuron"
"PRKCE",5.44597812254723e-11,-2.00630299625764,0.044,0.162,1.07732339220229e-06,"PRKCE","Neuron"
"PPP1R7",5.8665386116383e-11,-0.815843600460437,0.284,0.466,1.16051866815429e-06,"PPP1R7","Neuron"
"SRSF5",6.37881935864879e-11,0.384751520687866,0.873,0.835,1.2618580455279e-06,"SRSF5","Not Significant"
"AASDHPPT",6.45816222884292e-11,-0.670256864121749,0.419,0.605,1.27755365210971e-06,"AASDHPPT","Neuron"
"SUSD4",6.58276905142347e-11,-2.87328732383051,0.024,0.126,1.30220337375259e-06,"SUSD4","Neuron"
"ODF2L",6.75710589909435e-11,-0.971317064814466,0.217,0.383,1.33669068895884e-06,"ODF2L","Neuron"
"ERO1B",6.76938573975463e-11,1.75223180628857,0.201,0.089,1.33911988703826e-06,"ERO1B","IP"
"UXT",7.01511965682573e-11,0.570319319900523,0.678,0.56,1.38773097051327e-06,"UXT","IP"
"SEPT9",7.04935841217616e-11,1.06100978049866,0.37,0.232,1.39450408109669e-06,"SEPT9","IP"
"DNAJB6",7.06978189892892e-11,-0.341959104273214,0.897,0.938,1.39854425524612e-06,"DNAJB6","Not Significant"
"TOX3",7.95515302709872e-11,1.68301829108763,0.187,0.078,1.57368837182067e-06,"TOX3","IP"
"LIN7B",8.01632689853956e-11,-1.3101596654246,0.101,0.245,1.5857897870691e-06,"LIN7B","Neuron"
"HMGCLL1",8.20296789932937e-11,-2.00984875116697,0.042,0.157,1.62271110984534e-06,"HMGCLL1","Neuron"
"KLC1",8.76299417103174e-11,-0.41857245129753,0.742,0.865,1.7334955069135e-06,"KLC1","Not Significant"
"ANK3",8.82295195231718e-11,-0.569672929121764,0.38,0.588,1.74535635520739e-06,"ANK3","Neuron"
"RUNDC3B",9.04005301337763e-11,-1.2909917876551,0.083,0.223,1.78830328710636e-06,"RUNDC3B","Neuron"
"VEZF1",9.10740303174889e-11,0.956066208744741,0.406,0.266,1.80162646774056e-06,"VEZF1","IP"
"ZFHX4",9.67205158579645e-11,2.02201852002053,0.131,0.041,1.91332524470225e-06,"ZFHX4","IP"
"ANKRD12",9.99572421010082e-11,-0.411907768294954,0.698,0.819,1.97735416324214e-06,"ANKRD12","Not Significant"
"INA",1.00604663916252e-10,-0.503892957254471,0.495,0.671,1.99016146159131e-06,"INA","Neuron"
"C12orf76",1.07513429476078e-10,-0.861429275899367,0.28,0.453,2.12683066189577e-06,"C12orf76","Neuron"
"DNMT1",1.0949366169197e-10,-0.80837102975809,0.254,0.432,2.16600361559056e-06,"DNMT1","Neuron"
"FAM213A",1.13194662156354e-10,-0.610796056514706,0.517,0.663,2.239216806777e-06,"FAM213A","Neuron"
"NUDC",1.15193629726306e-10,-0.518302804114274,0.551,0.726,2.27876038324578e-06,"NUDC","Neuron"
"EFNB3",1.16023008939176e-10,-1.03819734502051,0.131,0.285,2.29516716283478e-06,"EFNB3","Neuron"
"FADS3",1.16941489938019e-10,-1.52485693617304,0.085,0.22,2.31333655395389e-06,"FADS3","Neuron"
"DNAJB9",1.1701549779942e-10,0.716224475500006,0.563,0.439,2.31480057746813e-06,"DNAJB9","IP"
"ZNF518A",1.20328825655647e-10,-1.00132302674756,0.191,0.353,2.38034482912001e-06,"ZNF518A","Neuron"
"RAD23A",1.20942952111948e-10,-0.599283213475369,0.425,0.605,2.39249347867856e-06,"RAD23A","Neuron"
"NRCAM",1.22840437989036e-10,-0.974767638325363,0.209,0.375,2.43002954429911e-06,"NRCAM","Neuron"
"KHDRBS3",1.24375620273144e-10,-1.31796443728888,0.151,0.302,2.46039852024333e-06,"KHDRBS3","Neuron"
"HDAC9",1.24750161556965e-10,1.75097017602972,0.191,0.083,2.46780769591988e-06,"HDAC9","IP"
"AMN1",1.2951564978471e-10,-0.776803402638511,0.28,0.458,2.56207858404114e-06,"AMN1","Neuron"
"TXNIP",1.31411895737384e-10,-1.04538184943911,0.153,0.306,2.59959012147692e-06,"TXNIP","Neuron"
"BDP1",1.3273796240218e-10,-0.671713199067254,0.483,0.63,2.62582237223992e-06,"BDP1","Neuron"
"AC004540.4",1.44279693235355e-10,1.87615456700701,0.109,0.028,2.85414089158179e-06,"AC004540.4","IP"
"PALMD",1.47007142006226e-10,-1.2159018171016,0.125,0.273,2.90809528316716e-06,"PALMD","Neuron"
"AUTS2",1.47340498797195e-10,-0.452076817725407,0.575,0.739,2.9146897472061e-06,"AUTS2","Not Significant"
"PTBP1",1.52261908593721e-10,1.12754300542239,0.312,0.181,3.01204507580098e-06,"PTBP1","IP"
"RAP1GAP",1.53501298669389e-10,-2.08663931091116,0.034,0.142,3.03656269027786e-06,"RAP1GAP","Neuron"
"RABEPK",1.53664267694784e-10,-1.11159969289177,0.133,0.284,3.03978654353822e-06,"RABEPK","Neuron"
"COX6C",1.56346473377814e-10,-0.288621863487198,0.922,0.94,3.09284593635992e-06,"COX6C","Not Significant"
"UBE2L6",1.57748231039153e-10,-0.664403704473361,0.398,0.562,3.12057550641653e-06,"UBE2L6","Neuron"
"CMAS",1.60773489284865e-10,-0.683873615272377,0.352,0.534,3.18042116503321e-06,"CMAS","Neuron"
"C6orf1",1.61098454889843e-10,-0.908621630249649,0.189,0.357,3.18684963463087e-06,"C6orf1","Neuron"
"BTG3",1.78371501344436e-10,0.940623334292131,0.396,0.252,3.52854503959563e-06,"BTG3","IP"
"H2AFY2",1.89349253895332e-10,0.595812469887445,0.644,0.535,3.74570694055746e-06,"H2AFY2","IP"
"ZNF91",1.92377304874673e-10,-0.779084973125083,0.28,0.456,3.80560784503077e-06,"ZNF91","Neuron"
"GRINA",1.94329006456131e-10,-0.824313380052015,0.274,0.443,3.84421640571518e-06,"GRINA","Neuron"
"SEC61A2",1.96042949125194e-10,-1.13477932898119,0.135,0.285,3.87812161959459e-06,"SEC61A2","Neuron"
"KLHL24",2.01864445524142e-10,0.837334428585567,0.463,0.325,3.99328246135859e-06,"KLHL24","IP"
"LDOC1",2.07334140177945e-10,-0.710018596456711,0.296,0.479,4.1014839610001e-06,"LDOC1","Neuron"
"SLITRK4",2.10041839759305e-10,-1.59357862165585,0.058,0.18,4.15504767411856e-06,"SLITRK4","Neuron"
"HMGB3",2.13579194743574e-10,0.603018273724325,0.638,0.543,4.22502363041739e-06,"HMGB3","IP"
"C3orf14",2.15786502983136e-10,-0.553543322534722,0.537,0.674,4.2686886020124e-06,"C3orf14","Neuron"
"BTG2",2.2697146337212e-10,1.26527775583816,0.278,0.15,4.48994948842728e-06,"BTG2","IP"
"SH3GL1",2.34236775091014e-10,-0.953629327488551,0.175,0.334,4.63367188485044e-06,"SH3GL1","Neuron"
"SCAPER",2.35900398342713e-10,-0.747661751437046,0.28,0.457,4.66658168001555e-06,"SCAPER","Neuron"
"PSMG3",2.39331923475988e-10,-0.920435196596879,0.193,0.36,4.73446411020199e-06,"PSMG3","Neuron"
"PPP2R5B",2.50962119604842e-10,-0.836037600023808,0.175,0.338,4.96453265002299e-06,"PPP2R5B","Neuron"
"C4orf48",2.59714332666025e-10,-0.361653980946437,0.819,0.885,5.1376689287993e-06,"C4orf48","Not Significant"
"SSR2",2.61791957034251e-10,0.366730166388873,0.907,0.873,5.17876849405156e-06,"SSR2","Not Significant"
"PRDX2",2.77240971206215e-10,0.296355476740378,0.956,0.953,5.48438089240135e-06,"PRDX2","Not Significant"
"TMEM151A",2.84236393901415e-10,-2.29455882870214,0.028,0.129,5.62276434415779e-06,"TMEM151A","Neuron"
"GTF2I",2.84433742523771e-10,0.449876071990289,0.857,0.795,5.62666829460525e-06,"GTF2I","Not Significant"
"AKAP9",2.91906472022111e-10,-0.407072571696794,0.75,0.852,5.7744938295414e-06,"AKAP9","Not Significant"
"TM7SF2",2.93919693401828e-10,-0.811667451242521,0.276,0.446,5.81431937487496e-06,"TM7SF2","Neuron"
"CXCR4",3.09948614269312e-10,1.88722413717114,0.145,0.052,6.13140348747552e-06,"CXCR4","IP"
"C14orf166",3.14291646947893e-10,0.451847624795495,0.773,0.693,6.21731735992321e-06,"C14orf166","Not Significant"
"SERINC3",3.16956316029201e-10,-0.985153332264292,0.201,0.356,6.27002984368965e-06,"SERINC3","Neuron"
"SNAP91",3.20277765959028e-10,-1.34126882949823,0.07,0.198,6.33573476620149e-06,"SNAP91","Neuron"
"SH3GL3",3.3566787762321e-10,-1.2402761621929,0.082,0.216,6.64018195514233e-06,"SH3GL3","Neuron"
"SETBP1",3.36655895874148e-10,0.997899765071449,0.406,0.274,6.6597269321824e-06,"SETBP1","IP"
"UBB",3.52489761261414e-10,-0.350814306294009,0.861,0.912,6.9729524572733e-06,"UBB","Not Significant"
"IFI6",3.5710844732356e-10,-1.89630267550885,0.04,0.148,7.06431930495466e-06,"IFI6","Neuron"
"EFNB1",3.66504734736813e-10,1.07432783136283,0.31,0.179,7.25019666256364e-06,"EFNB1","IP"
"IFT22",3.77294842985683e-10,-1.10879719435726,0.157,0.308,7.46364658394278e-06,"IFT22","Neuron"
"SMC4",3.93771946693434e-10,1.13168692607878,0.292,0.164,7.78959664948951e-06,"SMC4","IP"
"PTTG1",4.02096388366366e-10,2.51658400973533,0.191,0.083,7.95427075466346e-06,"PTTG1","IP"
"CREB5",4.07795327149892e-10,1.75866551434539,0.165,0.066,8.06700716167917e-06,"CREB5","IP"
"HMGB2",4.29440092189308e-10,1.42994007989507,0.292,0.163,8.49518390368888e-06,"HMGB2","IP"
"SLC25A11",4.56017752814806e-10,-0.64209399895219,0.376,0.552,9.02094318618249e-06,"SLC25A11","Neuron"
"SORL1",5.30110111337498e-10,-1.5771402946209,0.038,0.146,1.04866382224784e-05,"SORL1","Neuron"
"NUDT4",5.30637797446336e-10,0.847066775419557,0.485,0.342,1.04970769090834e-05,"NUDT4","IP"
"VTI1B",5.36682217871818e-10,-0.810191348547036,0.254,0.419,1.06166476339403e-05,"VTI1B","Neuron"
"ZC3H13",5.43897628759775e-10,-0.462637010804696,0.586,0.755,1.07593828921259e-05,"ZC3H13","Not Significant"
"STX1A",5.5415750498186e-10,-1.18246121514944,0.113,0.255,1.09623437635511e-05,"STX1A","Neuron"
"NDUFAB1",5.58047441545216e-10,-0.430033210959057,0.688,0.824,1.10392944886475e-05,"NDUFAB1","Not Significant"
"CD83",5.7112298490973e-10,-2.27049362671369,0.022,0.117,1.12979548874843e-05,"CD83","Neuron"
"TMEFF2",5.77245948209937e-10,-2.03779719494883,0.04,0.146,1.1419079347489e-05,"TMEFF2","Neuron"
"SYN1",5.90878853632899e-10,-1.41854019988673,0.083,0.209,1.1688765482566e-05,"SYN1","Neuron"
"ATAD1",5.9149309934909e-10,-0.803392018353962,0.239,0.413,1.17009164913237e-05,"ATAD1","Neuron"
"SLC1A2",6.1828681808913e-10,-1.09356740316847,0.097,0.236,1.22309498354392e-05,"SLC1A2","Neuron"
"SMAP1",6.84658346844143e-10,-0.534142100532738,0.41,0.595,1.35439114172708e-05,"SMAP1","Neuron"
"RAB9B",7.1829083160023e-10,-1.69807180336421,0.052,0.165,1.42092292307157e-05,"RAB9B","Neuron"
"COA3",7.223493947443e-10,-0.689352391673902,0.394,0.544,1.42895157268318e-05,"COA3","Neuron"
"LAPTM4B",7.27047286007133e-10,0.73743667755433,0.481,0.335,1.43824494117931e-05,"LAPTM4B","IP"
"AMPD2",7.3223201947076e-10,-1.6673016812643,0.048,0.159,1.44850138091706e-05,"AMPD2","Neuron"
"MRPL18",7.32836130490715e-10,-0.722966787610458,0.376,0.54,1.44969643333673e-05,"MRPL18","Neuron"
"PRKAR1B",7.69220652804824e-10,-1.36990520656448,0.072,0.195,1.5216722953785e-05,"PRKAR1B","Neuron"
"LMO1",7.75710095970056e-10,1.84633021087748,0.141,0.051,1.53450971184796e-05,"LMO1","IP"
"NRXN1",7.7777845611187e-10,-0.456808646778238,0.622,0.777,1.5386013418805e-05,"NRXN1","Not Significant"
"GSS",7.90610965956688e-10,-1.15844647569734,0.115,0.252,1.56398661285552e-05,"GSS","Neuron"
"CNIH2",7.90721170880173e-10,-0.895643370915389,0.213,0.368,1.56420462023516e-05,"CNIH2","Neuron"
"HADHB",7.94633979271834e-10,1.27435313292689,0.227,0.112,1.57194493779554e-05,"HADHB","IP"
"PAXIP1-AS1",8.33585486378505e-10,-1.49572840330703,0.058,0.175,1.64899880915396e-05,"PAXIP1-AS1","Neuron"
"FDFT1",8.4723201081425e-10,0.400119290277217,0.879,0.823,1.67599436379275e-05,"FDFT1","Not Significant"
"GALNT11",8.64271933703088e-10,-0.776050554128269,0.229,0.398,1.70970273925145e-05,"GALNT11","Neuron"
"ST3GAL5",8.68190592663496e-10,-1.02264313186347,0.125,0.269,1.71745463040693e-05,"ST3GAL5","Neuron"
"NR2F1",8.78824604493039e-10,0.610724956957799,0.666,0.564,1.73849083260813e-05,"NR2F1","IP"
"TNNI3",8.87422889718043e-10,-1.50796181738427,0.076,0.198,1.75549996044023e-05,"TNNI3","Neuron"
"CCT4",8.90132632198621e-10,-0.395632443215329,0.757,0.85,1.76086037301531e-05,"CCT4","Not Significant"
"ASPHD1",9.32530820713898e-10,-1.23964993432962,0.105,0.24,1.84473246953623e-05,"ASPHD1","Neuron"
"MCM3AP-AS1",9.40777085175508e-10,-1.20432454139791,0.072,0.196,1.86104522989419e-05,"MCM3AP-AS1","Neuron"
"NDUFS2",9.4387008105481e-10,-0.501074869104475,0.545,0.694,1.86716379434262e-05,"NDUFS2","Neuron"
"UQCR10",9.67956690579282e-10,-0.311955819382471,0.845,0.897,1.91481192530394e-05,"UQCR10","Not Significant"
"P4HTM",1.02372674499609e-09,-0.990424255756871,0.117,0.26,2.02513624695127e-05,"P4HTM","Neuron"
"PPFIA2",1.03207184893021e-09,-0.698053158159675,0.258,0.434,2.04164453155374e-05,"PPFIA2","Neuron"
"TOX4",1.03670042762685e-09,-0.719604362701114,0.29,0.458,2.05080078593143e-05,"TOX4","Neuron"
"HOOK2",1.0459470014739e-09,-1.05046190340565,0.149,0.294,2.06909235831567e-05,"HOOK2","Neuron"
"HECW1",1.07326877900011e-09,-1.34244470900376,0.072,0.195,2.12314029861802e-05,"HECW1","Neuron"
"FIBP",1.08584047769092e-09,-0.639891809056752,0.306,0.478,2.14800963296818e-05,"FIBP","Neuron"
"HOMER3",1.0911424810615e-09,1.75948542115124,0.181,0.08,2.15849805603586e-05,"HOMER3","IP"
"LRRC16B",1.10539263054615e-09,-2.34922859614844,0.014,0.101,2.18668770174639e-05,"LRRC16B","Neuron"
"KLF6",1.10974186736436e-09,-0.691790578524045,0.346,0.513,2.19529136202018e-05,"KLF6","Neuron"
"NKAIN3",1.12101828338521e-09,1.29468165980949,0.231,0.116,2.21759836819262e-05,"NKAIN3","IP"
"SPECC1",1.1295834757399e-09,1.65230728941515,0.151,0.058,2.23454203170867e-05,"SPECC1","IP"
"PARP6",1.1540938236966e-09,-0.873623171176502,0.227,0.387,2.28302840203661e-05,"PARP6","Neuron"
"C16orf45",1.15866443847133e-09,-0.598555512079141,0.487,0.629,2.29206999218398e-05,"C16orf45","Neuron"
"CCDC74A",1.23728531000287e-09,-1.59674651721962,0.036,0.139,2.44759780024767e-05,"CCDC74A","Neuron"
"EFNA1",1.25114657435607e-09,-2.20929662764851,0.024,0.118,2.47501815339117e-05,"EFNA1","Neuron"
"ABR",1.25281153497164e-09,-1.12149047606498,0.101,0.238,2.47831177848091e-05,"ABR","Neuron"
"PACS1",1.27129171487904e-09,-1.77718656394104,0.044,0.15,2.51486927037372e-05,"PACS1","Neuron"
"LGALSL",1.29354715085243e-09,-1.35033538886711,0.091,0.217,2.55889497381627e-05,"LGALSL","Neuron"
"GNAI2",1.3077926280288e-09,0.68147708314254,0.569,0.473,2.58707537676658e-05,"GNAI2","IP"
"RP11-83A24.2",1.30833599740842e-09,-0.913952092856645,0.147,0.295,2.58815027007334e-05,"RP11-83A24.2","Neuron"
"COX6A1",1.31872787323636e-09,-0.255101443605233,0.93,0.943,2.60870747883617e-05,"COX6A1","Not Significant"
"MRPL24",1.33028720117359e-09,-1.10818285737174,0.093,0.225,2.63157414136159e-05,"MRPL24","Neuron"
"MCUR1",1.33807769322926e-09,-0.773883314111312,0.217,0.38,2.64698529274613e-05,"MCUR1","Neuron"
"CC2D1A",1.34225482426056e-09,-1.2680827365509,0.08,0.203,2.65524849335225e-05,"CC2D1A","Neuron"
"RABL2B",1.35696565195429e-09,-1.47929903648237,0.078,0.198,2.68434945269598e-05,"RABL2B","Neuron"
"ADCY1",1.35937604936453e-09,-1.56308309909247,0.052,0.163,2.68911770085291e-05,"ADCY1","Neuron"
"ATP1B1",1.36352169554783e-09,-0.509743909607516,0.469,0.641,2.69731861813272e-05,"ATP1B1","Neuron"
"CHCHD10",1.36641803593005e-09,-1.68612898308909,0.054,0.165,2.70304815867682e-05,"CHCHD10","Neuron"
"HES1",1.4424935868717e-09,2.13115088186006,0.169,0.071,2.85354081354959e-05,"HES1","IP"
"EID1",1.45103128950049e-09,-0.271761645128457,0.924,0.959,2.87043009688988e-05,"EID1","Not Significant"
"FUCA1",1.4607307047478e-09,-1.90411634993069,0.044,0.148,2.88961748013211e-05,"FUCA1","Neuron"
"OXCT1",1.51526130582839e-09,-1.25078857544203,0.099,0.229,2.99748991518973e-05,"OXCT1","Neuron"
"FAM161A",1.55465009807234e-09,-1.19257995440999,0.115,0.247,3.07540882400671e-05,"FAM161A","Neuron"
"JAZF1",1.60171533898512e-09,-2.0686807121066,0.032,0.129,3.16851328358037e-05,"JAZF1","Neuron"
"HEBP2",1.61172260328006e-09,0.879819585218652,0.386,0.253,3.18830965380861e-05,"HEBP2","IP"
"GOLGA7B",1.61315482270254e-09,-1.27151146521823,0.074,0.196,3.19114287027016e-05,"GOLGA7B","Neuron"
"CRELD1",1.62087257774097e-09,-0.962556557303343,0.161,0.31,3.20641013328719e-05,"CRELD1","Neuron"
"PIGX",1.62495927443207e-09,-0.858138974061252,0.209,0.361,3.21449443668153e-05,"PIGX","Neuron"
"C9orf16",1.65284648462096e-09,-0.404465863630411,0.678,0.807,3.26966091587718e-05,"C9orf16","Not Significant"
"RIIAD1",1.70264229357623e-09,-1.54493411562593,0.058,0.171,3.3681669851525e-05,"RIIAD1","Neuron"
"PINK1",1.74720767480358e-09,-0.926994768169336,0.215,0.362,3.45632622229645e-05,"PINK1","Neuron"
"ARL2",1.75109215547445e-09,-0.736557067063057,0.28,0.435,3.46401050195955e-05,"ARL2","Neuron"
"VLDLR",1.76996563860003e-09,-1.74310831187805,0.038,0.14,3.50134602627858e-05,"VLDLR","Neuron"
"RAI14",1.81665061995234e-09,-1.05895111936674,0.145,0.289,3.59369825638971e-05,"RAI14","Neuron"
"PIANP",1.88428120365092e-09,-1.23437509174688,0.099,0.23,3.72748507706225e-05,"PIANP","Neuron"
"ZNF793",1.91730184472356e-09,-1.06134860067758,0.161,0.309,3.79280650923214e-05,"ZNF793","Neuron"
"MAPRE2",1.95863099734765e-09,-0.834725174172779,0.209,0.364,3.87456383895313e-05,"MAPRE2","Neuron"
"SHANK2",1.97191098259236e-09,-1.24159840884216,0.082,0.206,3.90083430576421e-05,"SHANK2","Neuron"
"GLRB",2.02164834823708e-09,-1.43929614729855,0.068,0.183,3.9992247624826e-05,"GLRB","Neuron"
"C4orf32",2.09574808192383e-09,-2.17595676830856,0.024,0.116,4.14580885566172e-05,"C4orf32","Neuron"
"GNB5",2.100535288149e-09,-0.818838336132345,0.193,0.352,4.15527890701635e-05,"GNB5","Neuron"
"FBXL2",2.14646157834143e-09,-1.08658613083289,0.082,0.205,4.24613029427502e-05,"FBXL2","Neuron"
"ARPC5L",2.17192263046339e-09,-0.591163025800266,0.352,0.519,4.29649734758268e-05,"ARPC5L","Neuron"
"WNK3",2.25114712953632e-09,-0.733988413114439,0.231,0.394,4.45321925164875e-05,"WNK3","Neuron"
"PCSK2",2.27603287111548e-09,-1.15152708555045,0.068,0.186,4.50244822564064e-05,"PCSK2","Neuron"
"AMZ2",2.3158699950111e-09,-0.703198852589427,0.26,0.428,4.58125402413097e-05,"AMZ2","Neuron"
"HUNK",2.35388675668538e-09,1.89045566820795,0.137,0.051,4.65645878207502e-05,"HUNK","IP"
"SEZ6L",2.52667490917692e-09,-1.19817739399386,0.082,0.202,4.99826830533378e-05,"SEZ6L","Neuron"
"MEX3B",2.61663883134366e-09,0.82786481334856,0.392,0.26,5.17623493616402e-05,"MEX3B","IP"
"MCTS1",2.70850871165175e-09,-0.545938119936975,0.443,0.612,5.35797193338949e-05,"MCTS1","Neuron"
"BOLA3",2.72854035006915e-09,-1.3680851596093,0.072,0.19,5.39759852050678e-05,"BOLA3","Neuron"
"FAM212B",2.75026949776468e-09,1.88736808065397,0.101,0.028,5.4405831204781e-05,"FAM212B","IP"
"ZCCHC17",2.80280981257476e-09,-0.515176298110218,0.437,0.617,5.5445183712354e-05,"ZCCHC17","Neuron"
"SPCS1",3.03128360879413e-09,-0.458404997156005,0.71,0.811,5.99648523491655e-05,"SPCS1","Not Significant"
