"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"SPATS2L",2.31764852777322e-25,1.97787159042054,0.35,0.122,4.58477231764098e-21,"SPATS2L","Progenitor"
"CTNNA2",2.41974304463899e-25,-3.46965764898118,0.03,0.269,4.78673569090484e-21,"CTNNA2","Neuron"
"ARFGEF3",2.49533650603982e-25,-5.46311744212511,0.005,0.226,4.93627467624797e-21,"ARFGEF3","Neuron"
"SLC22A17",2.57058102457829e-25,-1.51643891257197,0.29,0.551,5.08512338282077e-21,"SLC22A17","Neuron"
"CYP20A1",2.87530626390804e-25,2.53835470069885,0.21,0.038,5.68793085126288e-21,"CYP20A1","Progenitor"
"SEMA3A",2.8946416561331e-25,-3.78746285881501,0.026,0.261,5.7261801241625e-21,"SEMA3A","Neuron"
"TTLL7",3.00298217831512e-25,-2.00749782893143,0.143,0.417,5.94049934514297e-21,"TTLL7","Neuron"
"SCAPER",3.41572345662183e-25,-1.74878484889629,0.187,0.457,6.7569841418893e-21,"SCAPER","Neuron"
"NRCAM",3.6754145487746e-25,-2.45709930868567,0.114,0.375,7.2707050603859e-21,"NRCAM","Neuron"
"SP5",3.81271025514795e-25,5.871644770915,0.11,0.001,7.54230342673367e-21,"SP5","Progenitor"
"C19orf48",3.89946295316497e-25,1.74103758473602,0.355,0.124,7.71391761395094e-21,"C19orf48","Progenitor"
"TPI1",3.97467506642912e-25,0.613170046213355,0.949,0.858,7.8627022164101e-21,"TPI1","Progenitor"
"PROX1",4.20533373546173e-25,4.23770698039155,0.143,0.011,8.3189911954904e-21,"PROX1","Progenitor"
"PPP2R5B",4.35375736292083e-25,-2.29616529575806,0.075,0.338,8.61260281533e-21,"PPP2R5B","Neuron"
"CEP85L",4.41805419745711e-25,-1.63586993890324,0.203,0.481,8.73979481340965e-21,"CEP85L","Neuron"
"IGSF3",4.56049990540963e-25,-3.12687986432536,0.042,0.286,9.02158091288133e-21,"IGSF3","Neuron"
"CES4A",4.83355566142661e-25,-6.67365954305255,0.002,0.218,9.56173980943412e-21,"CES4A","Neuron"
"LINC00643",4.84946754441198e-25,-6.08494830384336,0.005,0.223,9.59321669635578e-21,"LINC00643","Neuron"
"RUNDC3B",4.86083848795878e-25,-5.97325236729092,0.005,0.223,9.61571069688006e-21,"RUNDC3B","Neuron"
"PSMB5",4.97378160383776e-25,-0.741086765799212,0.729,0.869,9.83913476871186e-21,"PSMB5","Neuron"
"TBL1X",5.39831382399134e-25,2.44846181729575,0.234,0.05,1.06789444066197e-20,"TBL1X","Progenitor"
"DBN1",5.67514825111471e-25,-0.909385245812967,0.577,0.767,1.12265782703551e-20,"DBN1","Neuron"
"PTPRA",6.10056050103691e-25,-1.30958913106,0.374,0.607,1.20681287831512e-20,"PTPRA","Neuron"
"SEC11C",6.9468451094445e-25,-1.07392327860612,0.418,0.671,1.37422489955031e-20,"SEC11C","Neuron"
"PRDX6",7.15575604570811e-25,1.07214165276149,0.661,0.409,1.41555166096198e-20,"PRDX6","Progenitor"
"MPPED1",7.34224922575161e-25,-6.17854330857629,0.002,0.217,1.45244374183818e-20,"MPPED1","Neuron"
"TCP1",7.94162873957233e-25,-0.750711405831141,0.696,0.846,1.5710129972622e-20,"TCP1","Neuron"
"CENPH",8.49958503110422e-25,1.76502659014413,0.414,0.177,1.68138791085304e-20,"CENPH","Progenitor"
"MCM2",9.80278439170225e-25,2.91233344135669,0.168,0.02,1.93918680836654e-20,"MCM2","Progenitor"
"METAP2",1.03878094580064e-24,0.883520317558571,0.778,0.595,2.05491646698283e-20,"METAP2","Progenitor"
"IMPA2",1.12124864487223e-24,2.93013693722079,0.157,0.016,2.21805406928624e-20,"IMPA2","Progenitor"
"ZNF148",1.15129561384809e-24,-1.25579508626463,0.383,0.609,2.27749298331429e-20,"ZNF148","Neuron"
"AKR1C1",1.23752256664513e-24,-2.50931625279053,0.042,0.292,2.4480671413374e-20,"AKR1C1","Neuron"
"NCAN",1.4420471666604e-24,-1.8329685522179,0.117,0.395,2.85265770508761e-20,"NCAN","Neuron"
"INHBA-AS1",1.46001105072848e-24,-6.79307953770479,0.002,0.214,2.88819386055107e-20,"INHBA-AS1","Neuron"
"FSTL1",1.50632643286172e-24,3.53659771462234,0.136,0.009,2.97981494948706e-20,"FSTL1","Progenitor"
"HMGN3",1.60979767987895e-24,0.820671003568251,0.822,0.62,3.18450177033654e-20,"HMGN3","Progenitor"
"CDKL2",1.65485543928919e-24,-3.89196095921072,0.03,0.259,3.27363503000188e-20,"CDKL2","Neuron"
"CASC15",2.19040313864223e-24,2.22851539971382,0.248,0.059,4.33305548886206e-20,"CASC15","Progenitor"
"DHPS",2.36652199341042e-24,-1.08581918986791,0.479,0.672,4.6814538073645e-20,"DHPS","Neuron"
"KIRREL2",2.49299071178939e-24,3.59216373941594,0.166,0.021,4.93163422606177e-20,"KIRREL2","Progenitor"
"ACBD6",2.53332004001939e-24,-1.42134973259623,0.301,0.561,5.01141370316636e-20,"ACBD6","Neuron"
"FAM19A4",2.58632313109604e-24,5.89665918047286,0.11,0.002,5.11626441793419e-20,"FAM19A4","Progenitor"
"CDCA4",2.72091965553882e-24,2.70848385756523,0.182,0.027,5.3825232625869e-20,"CDCA4","Progenitor"
"EPHA3",2.75732826992699e-24,3.24878522902225,0.154,0.016,5.45454678356957e-20,"EPHA3","Progenitor"
"GINS4",2.77012011169549e-24,4.57822533923368,0.124,0.006,5.47985160495601e-20,"GINS4","Progenitor"
"PCNA",3.3913268952109e-24,1.95966671966734,0.432,0.198,6.70872286410621e-20,"PCNA","Progenitor"
"PEG10",3.40582470928248e-24,-0.798811337064506,0.537,0.728,6.7374024399026e-20,"PEG10","Neuron"
"TK1",3.6854495138315e-24,4.18434876709528,0.124,0.006,7.29055622826148e-20,"TK1","Progenitor"
"MZT2A",3.73005672535928e-24,-1.13259603224789,0.4,0.655,7.37879821410572e-20,"MZT2A","Neuron"
"COPE",3.78052714004036e-24,-0.726099795108487,0.72,0.847,7.47863878842784e-20,"COPE","Neuron"
"PBXIP1",3.79038205753162e-24,3.79920183184953,0.133,0.009,7.49813378620904e-20,"PBXIP1","Progenitor"
"FGFR3",4.08573859618771e-24,4.66835388582042,0.126,0.007,8.08240809097852e-20,"FGFR3","Progenitor"
"EEF1B2",4.3995142929272e-24,-0.561241248627495,0.928,0.97,8.70311917426858e-20,"EEF1B2","Neuron"
"S1PR1",4.50630736936559e-24,6.00156324474237,0.112,0.003,8.91437723807901e-20,"S1PR1","Progenitor"
"AKT3",4.57939343624906e-24,-1.68992957737009,0.164,0.441,9.0589560955879e-20,"AKT3","Neuron"
"SDK2",5.31418175792543e-24,2.84773188641585,0.157,0.017,1.05125143535281e-19,"SDK2","Progenitor"
"CPEB4",5.52588133470252e-24,-2.59000013831383,0.058,0.303,1.09312984563085e-19,"CPEB4","Neuron"
"CACNA1E",5.6789346597937e-24,-3.97730965413383,0.016,0.237,1.12340685440039e-19,"CACNA1E","Neuron"
"MTA3",6.52319928932946e-24,2.16360900674502,0.238,0.055,1.29041928341515e-19,"MTA3","Progenitor"
"CIB1",6.60094914097501e-24,1.8429077980782,0.259,0.065,1.30579975906768e-19,"CIB1","Progenitor"
"GNAQ",6.68102263674418e-24,-1.45131391988381,0.264,0.521,1.32163989800073e-19,"GNAQ","Neuron"
"SDC2",6.91359896473301e-24,2.72840714077929,0.168,0.022,1.36764814720348e-19,"SDC2","Progenitor"
"CDC25B",7.56910737455812e-24,2.7183562459988,0.241,0.06,1.49732082083509e-19,"CDC25B","Progenitor"
"CD24",8.05972734073316e-24,-0.459399345310793,0.918,0.973,1.59437526254383e-19,"CD24","Not Significant"
"ATP1A2",1.00959816965776e-23,5.50292503772939,0.107,0.002,1.99718709921698e-19,"ATP1A2","Progenitor"
"TNIK",1.046209207216e-23,-2.63258723826865,0.091,0.335,2.06961105371469e-19,"TNIK","Neuron"
"NR2F1",1.04892329199089e-23,1.00951209227084,0.769,0.564,2.07498005621638e-19,"NR2F1","Progenitor"
"STK3",1.06427621235624e-23,4.26268377371216,0.121,0.006,2.10535120328312e-19,"STK3","Progenitor"
"MIR325HG",1.08143050033909e-23,4.24499450339274,0.133,0.01,2.13928581577079e-19,"MIR325HG","Progenitor"
"ILDR2",1.08146382189471e-23,4.77217929874493,0.114,0.004,2.13935173247213e-19,"ILDR2","Progenitor"
"RP11-553L6.5",1.09473749569041e-23,3.16720985759557,0.161,0.02,2.16560971397476e-19,"RP11-553L6.5","Progenitor"
"PKIA",1.12099279505729e-23,-1.98991924907169,0.133,0.393,2.21754794718234e-19,"PKIA","Neuron"
"DLGAP1",1.12799300764848e-23,-2.42482689053073,0.054,0.297,2.23139576773021e-19,"DLGAP1","Neuron"
"TMEM47",1.20540889983806e-23,2.41657992664536,0.21,0.042,2.38453988565964e-19,"TMEM47","Progenitor"
"CDC42EP3",1.39522051563785e-23,-2.23414124351153,0.096,0.351,2.7600252240348e-19,"CDC42EP3","Neuron"
"HJURP",1.44715493260071e-23,6.23650813138522,0.103,0.001,2.86276188767073e-19,"HJURP","Progenitor"
"ITSN1",1.54143817759116e-23,-1.49845714429652,0.269,0.53,3.04927300291083e-19,"ITSN1","Neuron"
"PAPSS1",1.55448643830373e-23,-1.3368003324357,0.301,0.554,3.07508507225243e-19,"PAPSS1","Neuron"
"FOS",1.56735563022551e-23,1.44822692340382,0.474,0.214,3.10054290771211e-19,"FOS","Progenitor"
"SLC24A2",1.59212066475213e-23,-7.44673696088901,0,0.202,3.14953309901267e-19,"SLC24A2","Neuron"
"CTD-2034I4.2",1.62866309022615e-23,1.99347619383785,0.259,0.067,3.22182132508536e-19,"CTD-2034I4.2","Progenitor"
"DUSP1",1.69277511290682e-23,-1.30562655057631,0.381,0.619,3.34864772835228e-19,"DUSP1","Neuron"
"PDLIM5",1.838120077076e-23,2.66967548474103,0.185,0.03,3.63616913647174e-19,"PDLIM5","Progenitor"
"LMO4",1.86045747083174e-23,0.890602161854029,0.596,0.313,3.68035696879934e-19,"LMO4","Progenitor"
"NKAIN3",2.22449050306946e-23,1.68469410345477,0.341,0.116,4.40048711317201e-19,"NKAIN3","Progenitor"
"CORO1A",2.31835597678625e-23,-2.43595837578181,0.091,0.334,4.58617179327855e-19,"CORO1A","Neuron"
"GTSE1",2.35480573239513e-23,3.35309611034321,0.133,0.01,4.65827669982405e-19,"GTSE1","Progenitor"
"PIR",2.38559380038447e-23,2.4580442729954,0.206,0.041,4.71918165592055e-19,"PIR","Progenitor"
"FOXP2",2.40088432150453e-23,3.11156986194376,0.133,0.01,4.74942936480027e-19,"FOXP2","Progenitor"
"C4orf46",2.54497304829497e-23,2.02233529850085,0.248,0.061,5.03446568413712e-19,"C4orf46","Progenitor"
"CDCA5",2.64908191035865e-23,3.59081320322727,0.136,0.011,5.24041383507148e-19,"CDCA5","Progenitor"
"ATOX1",2.68246768442341e-23,-1.04061061246951,0.479,0.668,5.30645757332639e-19,"ATOX1","Neuron"
"TEX9",2.81054659252574e-23,3.06190931893678,0.147,0.015,5.55982326933442e-19,"TEX9","Progenitor"
"FABP5",2.83842845046523e-23,-0.756389273570207,0.621,0.793,5.61497916071031e-19,"FABP5","Neuron"
"ZC3H12C",2.9127318533012e-23,3.21987848052995,0.152,0.017,5.76196615220044e-19,"ZC3H12C","Progenitor"
"CDK5",3.030870000235e-23,-2.27468991535755,0.107,0.355,5.99566703446487e-19,"CDK5","Neuron"
"AHCY",3.26491846584739e-23,1.32320381085737,0.451,0.195,6.45866170913931e-19,"AHCY","Progenitor"
"NDRG1",3.58854004275459e-23,-5.41399159804734,0.009,0.215,7.09884991257713e-19,"NDRG1","Neuron"
"CDCA7L",3.61718110540346e-23,3.66188720330089,0.14,0.013,7.15550766270912e-19,"CDCA7L","Progenitor"
"LINC01224",3.67143145755663e-23,4.67297756685242,0.105,0.002,7.26282570933853e-19,"LINC01224","Progenitor"
"GPC3",3.88306430032844e-23,4.70277517843712,0.112,0.004,7.68147779890971e-19,"GPC3","Progenitor"
"TMEM38B",4.36490290009843e-23,2.43495220452643,0.292,0.088,8.63465091697472e-19,"TMEM38B","Progenitor"
"PTPRO",4.39752329234319e-23,-4.54899300139299,0.009,0.216,8.69918057691329e-19,"PTPRO","Neuron"
"RP11-356J5.12",4.53006933082784e-23,-2.66217189370942,0.042,0.275,8.96138315024363e-19,"RP11-356J5.12","Neuron"
"CDC6",4.80868103222297e-23,3.66866773065158,0.129,0.009,9.51253281794349e-19,"CDC6","Progenitor"
"CHCHD2",4.94731093370936e-23,0.853745415921599,0.717,0.449,9.78677048906386e-19,"CHCHD2","Progenitor"
"LRR1",5.25178367103999e-23,2.68207512088785,0.15,0.016,1.03890784580513e-18,"LRR1","Progenitor"
"HSD11B1L",5.29996595758561e-23,-1.91312222305947,0.147,0.401,1.04843926572959e-18,"HSD11B1L","Neuron"
"MAGEH1",5.45857391538581e-23,-1.292855874241,0.357,0.599,1.07981509194162e-18,"MAGEH1","Neuron"
"KLF7",5.56165206755388e-23,-1.52346271526415,0.196,0.472,1.10020601200351e-18,"KLF7","Neuron"
"COX5B",6.38440161032947e-23,-0.629956590495737,0.783,0.897,1.26296232655537e-18,"COX5B","Neuron"
"ERBB2IP",6.59040017857873e-23,2.1776802127463,0.222,0.049,1.30371296332644e-18,"ERBB2IP","Progenitor"
"TCAF1",6.79788837064863e-23,-1.19433427186588,0.313,0.578,1.34475827748171e-18,"TCAF1","Neuron"
"SRI",7.18748331457084e-23,1.08790912349954,0.694,0.455,1.4218279492884e-18,"SRI","Progenitor"
"RGS7",8.30051485939472e-23,-4.96242628919183,0.009,0.213,1.64200784948546e-18,"RGS7","Neuron"
"SRRM4",8.50136722652129e-23,-1.37692176361715,0.131,0.412,1.68174046475044e-18,"SRRM4","Neuron"
"YES1",8.6998414223302e-23,2.75318238991908,0.192,0.036,1.72100263016536e-18,"YES1","Progenitor"
"CTXN1",9.37667278241561e-23,-1.40326315949218,0.332,0.553,1.85489340981746e-18,"CTXN1","Neuron"
"GFOD2",1.00825551829078e-22,-1.65145772054125,0.166,0.43,1.99453106628282e-18,"GFOD2","Neuron"
"MMAB",1.02745130801898e-22,1.37717821319876,0.484,0.243,2.03250417752315e-18,"MMAB","Progenitor"
"MAP1A",1.04778922069212e-22,-0.860692457993558,0.407,0.673,2.07273663637314e-18,"MAP1A","Neuron"
"SMO",1.14615865290407e-22,5.37399348279355,0.103,0.002,2.26733104717482e-18,"SMO","Progenitor"
"PDE4DIP",1.17847407159427e-22,-2.43537798710184,0.086,0.326,2.33125740842778e-18,"PDE4DIP","Neuron"
"AJUBA",1.20523788500451e-22,5.22147621368667,0.103,0.002,2.38420158411592e-18,"AJUBA","Progenitor"
"EFNB2",1.25197381946835e-22,-1.09957121386305,0.348,0.625,2.47665460967229e-18,"EFNB2","Neuron"
"MCL1",1.31656422394531e-22,1.19828564900677,0.582,0.326,2.6044273478086e-18,"MCL1","Progenitor"
"SH3GL3",1.44369345737749e-22,-4.47672898239848,0.012,0.216,2.85591439738416e-18,"SH3GL3","Neuron"
"SMARCA5",1.44575922515124e-22,1.03784444148863,0.666,0.425,2.86000089919417e-18,"SMARCA5","Progenitor"
"PNRC2",1.62755049337924e-22,1.27448230877352,0.474,0.225,3.21962038600281e-18,"PNRC2","Progenitor"
"SYT13",1.64830839524784e-22,-3.67341005808071,0.026,0.239,3.26068366747929e-18,"SYT13","Neuron"
"ATF3",1.74877721398063e-22,2.37494200430649,0.257,0.072,3.45943108469647e-18,"ATF3","Progenitor"
"HSP90AA1",1.80033156775529e-22,-0.416487547412135,0.988,0.997,3.56141590733351e-18,"HSP90AA1","Not Significant"
"OCIAD1",1.88944625779174e-22,-0.806262559904742,0.689,0.813,3.73770258716361e-18,"OCIAD1","Neuron"
"ASPM",1.97828015570283e-22,4.1696775997378,0.119,0.007,3.91343380401134e-18,"ASPM","Progenitor"
"SOX21-AS1",2.03315789147106e-22,5.57778023268875,0.105,0.003,4.02199294090805e-18,"SOX21-AS1","Progenitor"
"ATXN10",2.08214850845068e-22,-0.852673550130954,0.614,0.784,4.11890617941714e-18,"ATXN10","Neuron"
"NOTCH3",2.23227859841378e-22,5.12746787099007,0.105,0.003,4.41589352338214e-18,"NOTCH3","Progenitor"
"YWHAQ",2.34992496708764e-22,-0.447760185851799,0.965,0.974,4.64862156989278e-18,"YWHAQ","Not Significant"
"KIFC1",2.4681432405697e-22,4.3520022171077,0.112,0.005,4.88248095849498e-18,"KIFC1","Progenitor"
"PHF20",2.623014655538e-22,-1.20899397897878,0.379,0.609,5.18884759158527e-18,"PHF20","Neuron"
"ENHO",2.6768678384205e-22,-1.92552297889526,0.178,0.417,5.29537995796343e-18,"ENHO","Neuron"
"AKR1C2",2.70460200072662e-22,-3.30222115545445,0.026,0.24,5.3502436778374e-18,"AKR1C2","Neuron"
"ARL1",2.76373103004488e-22,1.27723738494374,0.428,0.182,5.46721272363478e-18,"ARL1","Progenitor"
"RSF1",2.77495690674924e-22,-0.763036486402526,0.68,0.819,5.48941975293135e-18,"RSF1","Neuron"
"SHB",2.95871912892133e-22,-3.2302729793918,0.042,0.261,5.85293818083217e-18,"SHB","Neuron"
"FAM64A",3.02389561374045e-22,3.31434378111604,0.15,0.018,5.98187030310135e-18,"FAM64A","Progenitor"
"AMN1",3.29559879176258e-22,-1.58789006874692,0.208,0.458,6.51935352986473e-18,"AMN1","Neuron"
"QKI",3.5982698910217e-22,1.24863437196409,0.481,0.229,7.11809749841912e-18,"QKI","Progenitor"
"WASF1",3.59984493113932e-22,-1.54183941152012,0.236,0.481,7.12121324277981e-18,"WASF1","Neuron"
"ECH1",3.71509668020333e-22,-1.20037300859443,0.346,0.588,7.34920425277823e-18,"ECH1","Neuron"
"SYN1",3.77613090456022e-22,-4.29201705290938,0.009,0.209,7.46994215540103e-18,"SYN1","Neuron"
"HECW1",3.78863128287642e-22,-6.49275081742703,0.002,0.195,7.49467040378614e-18,"HECW1","Neuron"
"SMAD5",4.23650463618612e-22,1.71939197602391,0.299,0.095,8.38065347130338e-18,"SMAD5","Progenitor"
"BRK1",4.45441973134175e-22,-0.554902004136622,0.839,0.895,8.81173311254026e-18,"BRK1","Neuron"
"RCAN1",4.47566187649505e-22,-4.23266251118896,0.028,0.236,8.8537543240825e-18,"RCAN1","Neuron"
"HLA-B",4.74120220794694e-22,2.14481261243911,0.25,0.069,9.37904620776063e-18,"HLA-B","Progenitor"
"JAKMIP1",5.05553170418974e-22,-6.63541619184149,0.002,0.194,1.00008528172281e-17,"JAKMIP1","Neuron"
"GABRG2",5.08727938193565e-22,-3.60517609478892,0.026,0.236,1.00636560733451e-17,"GABRG2","Neuron"
"REST",5.55498131793826e-22,1.77868746155479,0.325,0.113,1.09888640431455e-17,"REST","Progenitor"
"TYW3",6.08144112544264e-22,1.83326110155792,0.252,0.068,1.20303068343506e-17,"TYW3","Progenitor"
"SLCO3A1",6.3578796528587e-22,-2.53471948801187,0.089,0.32,1.25771575292851e-17,"SLCO3A1","Neuron"
"APC",6.94228974905319e-22,-1.46351999300598,0.264,0.508,1.3733237581577e-17,"APC","Neuron"
"MYCL",7.02198833130087e-22,2.29131939376649,0.243,0.065,1.38908973169794e-17,"MYCL","Progenitor"
"AASDHPPT",7.13034143359943e-22,-1.19401672051884,0.374,0.605,1.41052414239464e-17,"AASDHPPT","Neuron"
"RANBP1",7.20423476084107e-22,0.790432045939166,0.841,0.774,1.42514172038958e-17,"RANBP1","Progenitor"
"HAGH",7.25657979756203e-22,-1.41468522223838,0.241,0.499,1.43549661555372e-17,"HAGH","Neuron"
"PINK1",7.42721645241341e-22,-1.94711154630331,0.119,0.362,1.46925195861642e-17,"PINK1","Neuron"
"RGS20",8.17203464280704e-22,3.99236105298472,0.11,0.005,1.61659189304009e-17,"RGS20","Progenitor"
"ZNF821",8.28248665844093e-22,-1.35324619804289,0.236,0.498,1.63844151077279e-17,"ZNF821","Neuron"
"HIBADH",9.21395085084043e-22,2.89830378896338,0.173,0.029,1.82270375731325e-17,"HIBADH","Progenitor"
"DRAP1",9.77922013429745e-22,-0.84695678524145,0.565,0.743,1.93452532696672e-17,"DRAP1","Neuron"
"MAPK8IP2",9.78728508700139e-22,-2.67992696551307,0.065,0.291,1.93612073591062e-17,"MAPK8IP2","Neuron"
"PAIP2",1.03456166997957e-21,0.817366689385991,0.79,0.585,2.04656989555359e-17,"PAIP2","Progenitor"
"FGFR2",1.10169404607428e-21,3.56429252812841,0.131,0.012,2.17937116194414e-17,"FGFR2","Progenitor"
"SNRPD1",1.17654324491371e-21,0.786132980941149,0.815,0.732,2.3274378470883e-17,"SNRPD1","Progenitor"
"MAP4",1.18941103671786e-21,-1.24425074489019,0.294,0.543,2.35289291283527e-17,"MAP4","Neuron"
"PRKCB",1.2412132660363e-21,-4.07664440541365,0.019,0.221,2.45536808287301e-17,"PRKCB","Neuron"
"CCDC109B",1.30088102084903e-21,2.97372126801627,0.145,0.017,2.57340283544355e-17,"CCDC109B","Progenitor"
"LRRTM4",1.38668719155207e-21,-6.21011096783154,0.002,0.191,2.74314460232831e-17,"LRRTM4","Neuron"
"HMMR",1.40147533121735e-21,4.25067697945719,0.112,0.006,2.77239850021416e-17,"HMMR","Progenitor"
"AHI1",1.44808547918356e-21,1.59405495476773,0.318,0.11,2.86460269492092e-17,"AHI1","Progenitor"
"CGRRF1",1.51219811513715e-21,1.78494784055053,0.264,0.075,2.99143031136431e-17,"CGRRF1","Progenitor"
"CSAD",1.56356831997787e-21,-1.70102673621778,0.217,0.462,3.09305085058023e-17,"CSAD","Neuron"
"GSN",1.65755113561938e-21,3.45908377415201,0.133,0.013,3.27896765648226e-17,"GSN","Progenitor"
"CDC42EP4",1.70456825062761e-21,1.56256991203498,0.432,0.202,3.37197691339153e-17,"CDC42EP4","Progenitor"
"NME1",1.73135936140427e-21,-0.770810813374134,0.673,0.824,3.42497508872992e-17,"NME1","Neuron"
"YPEL3",1.81083414013332e-21,-1.93528101768503,0.107,0.351,3.58219209601174e-17,"YPEL3","Neuron"
"TIPRL",2.18288400718233e-21,-1.31032823212719,0.315,0.552,4.31818114300808e-17,"TIPRL","Neuron"
"EFR3B",2.24524851104085e-21,-1.86146587626374,0.091,0.329,4.44155060454101e-17,"EFR3B","Neuron"
"ABHD6",2.30700098968546e-21,-2.92532759583811,0.042,0.257,4.56370935779578e-17,"ABHD6","Neuron"
"CRTAP",2.46649752402597e-21,1.98420889023792,0.245,0.067,4.87922540202818e-17,"CRTAP","Progenitor"
"COX6C",2.60377744599838e-21,-0.483975117941815,0.918,0.94,5.15079254367399e-17,"COX6C","Not Significant"
"DIXDC1",2.61349431662948e-21,-1.75008284505555,0.143,0.39,5.17001445715644e-17,"DIXDC1","Neuron"
"ARF3",2.73908456291006e-21,-1.50989987274146,0.297,0.516,5.41845708234869e-17,"ARF3","Neuron"
"DOK4",2.78920405309899e-21,-4.63028142867863,0.012,0.205,5.51760345784043e-17,"DOK4","Neuron"
"RNF130",2.95576026394827e-21,1.27214310576599,0.477,0.238,5.84708495414247e-17,"RNF130","Progenitor"
"ATP6AP1",3.08032696695389e-21,-1.57370353727825,0.238,0.482,6.09350280602818e-17,"ATP6AP1","Neuron"
"MT-ND5",3.14016020297485e-21,-0.775340032577321,0.778,0.879,6.21186491352485e-17,"MT-ND5","Neuron"
"WEE1",3.15371974228188e-21,2.4618181995857,0.168,0.027,6.23868839418201e-17,"WEE1","Progenitor"
"ZC3H13",3.19751117223711e-21,-0.837091776637914,0.572,0.755,6.32531660091945e-17,"ZC3H13","Neuron"
"DDIT4",3.20418976204561e-21,1.09874366654862,0.722,0.505,6.33852818727862e-17,"DDIT4","Progenitor"
"ZNF521",3.23592515586752e-21,3.10036990178267,0.147,0.019,6.40130714333713e-17,"ZNF521","Progenitor"
"PTPN13",3.34936331281514e-21,2.68319977770072,0.138,0.015,6.6257105054109e-17,"PTPN13","Progenitor"
"HRSP12",3.40302487184526e-21,1.76416298674693,0.287,0.091,6.73186380148429e-17,"HRSP12","Progenitor"
"KIAA1456",3.43475074106097e-21,-3.53099439867764,0.021,0.223,6.79462391596681e-17,"KIAA1456","Neuron"
"NYAP1",3.47962806494162e-21,-2.8601948987874,0.047,0.262,6.88340023806752e-17,"NYAP1","Neuron"
"HSDL1",3.78721677567511e-21,-1.80567696236748,0.164,0.403,7.49187222564051e-17,"HSDL1","Neuron"
"CACNA1A",3.95118973494735e-21,-4.09768693985069,0.012,0.206,7.81624353367284e-17,"CACNA1A","Neuron"
"PCBP4",4.43267114505338e-21,1.56085837822463,0.509,0.277,8.7687100591446e-17,"PCBP4","Progenitor"
"SYNDIG1",4.4589929368854e-21,-3.44367485694,0.033,0.239,8.82077982774669e-17,"SYNDIG1","Neuron"
"CEP112",4.90517517167084e-21,2.85330889706877,0.15,0.02,9.70341752459926e-17,"CEP112","Progenitor"
"CSRNP3",4.96373863106835e-21,-1.35343230558897,0.266,0.513,9.8192677599794e-17,"CSRNP3","Neuron"
"SYT14",5.03720748192278e-21,-2.71017402665193,0.035,0.249,9.96460384073965e-17,"SYT14","Neuron"
"ALDH7A1",5.14142096226161e-21,1.38295896836348,0.35,0.131,1.01707589475459e-16,"ALDH7A1","Progenitor"
"UTRN",5.56369033268057e-21,2.74388990017194,0.143,0.017,1.10060922161087e-16,"UTRN","Progenitor"
"GOLGA7B",5.6041613653482e-21,-4.35665440630179,0.007,0.196,1.10861520129318e-16,"GOLGA7B","Neuron"
"GRIK3",5.92850828630826e-21,-5.17281937336247,0.009,0.198,1.1727775091975e-16,"GRIK3","Neuron"
"AP2S1",6.50519015666864e-21,-0.808522963461701,0.598,0.762,1.28685671679219e-16,"AP2S1","Neuron"
"ENOSF1",6.96982120271647e-21,2.99711049670219,0.133,0.014,1.37877003032137e-16,"ENOSF1","Progenitor"
"ARPC5",7.08699349620429e-21,-0.879025995687116,0.568,0.728,1.40194905341913e-16,"ARPC5","Neuron"
"NPTX1",7.16150228622574e-21,-4.12805706232617,0.023,0.221,1.41668838226118e-16,"NPTX1","Neuron"
"FRZB",7.63068820851272e-21,3.26672919532176,0.143,0.018,1.50950274140799e-16,"FRZB","Progenitor"
"FST",7.94674684386565e-21,2.96986396097647,0.112,0.007,1.5720254606535e-16,"FST","Progenitor"
"BMP7",7.97393500353608e-21,3.18978724853054,0.157,0.024,1.57740382239951e-16,"BMP7","Progenitor"
"VCAM1",8.08226980687315e-21,4.51591641464769,0.105,0.005,1.59883461319565e-16,"VCAM1","Progenitor"
"YBX1",8.52433221832011e-21,-0.285660955256632,0.998,1,1.68628339942808e-16,"YBX1","Not Significant"
"RTN2",9.01238029062442e-21,-3.07351329266444,0.028,0.233,1.78282906909132e-16,"RTN2","Neuron"
"CADM4",9.105211086829e-21,-1.28211368473082,0.35,0.568,1.80119285719651e-16,"CADM4","Neuron"
"FUCA2",9.32999665081143e-21,2.51242939150557,0.157,0.023,1.84565993746352e-16,"FUCA2","Progenitor"
"CCDC184",9.43440629394412e-21,-2.19970065637463,0.103,0.331,1.86631425306803e-16,"CCDC184","Neuron"
"FIBP",1.0487827525639e-20,-1.45425530522554,0.248,0.478,2.0747020411219e-16,"FIBP","Neuron"
"TMSB15A",1.06616291006253e-20,0.819620948480173,0.855,0.724,2.1090834686857e-16,"TMSB15A","Progenitor"
"STK17A",1.07002190045109e-20,-3.01745360039856,0.042,0.253,2.11671732347235e-16,"STK17A","Neuron"
"ATRAID",1.07646785780062e-20,1.09265296376345,0.551,0.313,2.12946871630118e-16,"ATRAID","Progenitor"
"PWAR6",1.16358311700601e-20,-2.14527669344746,0.089,0.317,2.3018001220613e-16,"PWAR6","Neuron"
"EML1",1.21937102704189e-20,-2.08193830769351,0.117,0.349,2.41215976569427e-16,"EML1","Neuron"
