"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"NEUROD6",7.5571667313247e-258,-6.48461212858524,0.079,0.863,1.49495872279065e-253,"NEUROD6","IP"
"VIM",1.2264729698774e-211,4.54553798348633,0.975,0.557,2.42620882901147e-207,"VIM","Progenitor"
"NEUROD2",3.82352938054684e-209,-5.21675944172469,0.077,0.769,7.56370582059776e-205,"NEUROD2","IP"
"ELAVL4",3.2932807479603e-208,-3.56781514483954,0.16,0.869,6.51476797561506e-204,"ELAVL4","IP"
"MLLT11",5.84716081529747e-202,-2.4581421588599,0.86,0.992,1.15668535248215e-197,"MLLT11","IP"
"SOX4",5.94736150376815e-199,-2.23613709971647,0.967,1,1.17650705267541e-194,"SOX4","IP"
"SOX2",6.24656231643873e-193,3.74433897296326,0.955,0.187,1.23569495743791e-188,"SOX2","Progenitor"
"NHLH1",1.00527371673554e-192,-4.00787780464249,0.071,0.744,1.98863246644624e-188,"NHLH1","IP"
"TTYH1",6.31075063702496e-186,4.4721476544641,0.914,0.245,1.24839269101628e-181,"TTYH1","Progenitor"
"SSTR2",3.50540952435717e-185,-4.78825713622741,0.07,0.708,6.93440112108336e-181,"SSTR2","IP"
"MAP1B",5.3348983655932e-174,-1.40395164809013,0.98,1,1.05534959468165e-169,"MAP1B","IP"
"SOX11",2.69048752757885e-172,-2.44765297023978,0.842,0.992,5.32232242705649e-168,"SOX11","IP"
"STMN2",2.49257554005898e-165,-4.10639597584576,0.284,0.839,4.93081293334468e-161,"STMN2","IP"
"HMP19",5.12496823534259e-155,-4.54548428990384,0.079,0.644,1.01382121631547e-150,"HMP19","IP"
"ZFP36L1",3.80967044778964e-151,5.21609317217927,0.793,0.06,7.53629007981748e-147,"ZFP36L1","Progenitor"
"TMSB10",1.75593753413696e-148,-1.34556597309824,0.997,1,3.47359563002974e-144,"TMSB10","IP"
"HN1",2.1694551364443e-148,-1.44832868092042,0.925,0.994,4.2916161509141e-144,"HN1","IP"
"H3F3B",7.6809069763052e-148,-1.1049032265487,0.995,1,1.51943701805269e-143,"H3F3B","IP"
"DCX",1.03415760178522e-144,-2.36648760781013,0.439,0.911,2.04577056785153e-140,"DCX","IP"
"GPM6A",2.14848052823361e-140,-2.21555297338215,0.56,0.94,4.25012418095173e-136,"GPM6A","IP"
"RBFOX3",1.71936176767512e-139,-5.413103202774,0.029,0.511,3.40124144881491e-135,"RBFOX3","IP"
"CD24",1.16971281583207e-136,-1.71453681135198,0.761,0.978,2.313925892279e-132,"CD24","IP"
"HES4",4.63207575253537e-135,2.6270165087444,0.903,0.433,9.16317225366548e-131,"HES4","Progenitor"
"STMN1",9.88041928719594e-135,-1.31997074425776,0.967,0.998,1.9545445433931e-130,"STMN1","IP"
"BASP1",3.17492323175918e-133,-1.18882273154262,0.967,0.998,6.28063313706601e-129,"BASP1","IP"
"ELAVL3",1.92755811157145e-132,-2.04442665027186,0.542,0.918,3.81309545631064e-128,"ELAVL3","IP"
"NES",7.07960372434146e-126,4.0350557473738,0.757,0.093,1.40048720874923e-121,"NES","Progenitor"
"NEUROD1",9.69414195452655e-126,-4.57755992949765,0.022,0.465,1.91769516144444e-121,"NEUROD1","IP"
"NFIA",1.45292022938687e-122,-2.40156759717161,0.612,0.897,2.87416679777311e-118,"NFIA","IP"
"CXCR4",3.91051775896121e-122,3.49445389039258,0.795,0.145,7.73578623077706e-118,"CXCR4","Progenitor"
"SCG3",3.5813059991842e-120,-3.24675836635167,0.107,0.612,7.08453952758617e-116,"SCG3","IP"
"FGFBP3",3.73557225427514e-120,3.54832285019236,0.819,0.274,7.38970903340709e-116,"FGFBP3","Progenitor"
"SPARC",1.12945744664401e-119,4.55970698920697,0.713,0.068,2.23429272095118e-115,"SPARC","Progenitor"
"NFIB",6.54825376767625e-119,-2.1506838935686,0.734,0.926,1.29537556032172e-114,"NFIB","IP"
"ARL4D",1.79364301791834e-117,-3.42137718517221,0.19,0.678,3.54818461804606e-113,"ARL4D","IP"
"RAB3A",1.62001746474273e-116,-3.29809046182427,0.107,0.596,3.20471854875407e-112,"RAB3A","IP"
"GADD45G",3.183382027263e-116,-2.04787614018969,0.231,0.775,6.29736632633167e-112,"GADD45G","IP"
"TBR1",6.0932755165689e-114,-5.57930814152778,0.019,0.417,1.20537176268766e-109,"TBR1","IP"
"SYT1",3.15810117424505e-113,-2.11243951190503,0.507,0.891,6.24735574289156e-109,"SYT1","IP"
"RPL41",5.5026010900973e-113,0.884229084996789,1,1,1.08852454764305e-108,"RPL41","Progenitor"
"KIF5C",9.45848918232163e-113,-2.02068113386701,0.535,0.869,1.87107833004686e-108,"KIF5C","IP"
"NREP",1.1353885169915e-112,-1.82572929489298,0.661,0.922,2.24602556431259e-108,"NREP","IP"
"ABRACL",3.34649359950146e-109,-2.83172309012897,0.299,0.748,6.62003363853378e-105,"ABRACL","IP"
"BCL11B",3.48596845577129e-108,-3.87307401594685,0.072,0.513,6.89594279920676e-104,"BCL11B","IP"
"ENC1",3.7377929848339e-108,-2.38631100100096,0.44,0.821,7.39410208259841e-104,"ENC1","IP"
"KLHL35",6.96573043625996e-106,-3.33172010984549,0.044,0.465,1.37796079490095e-101,"KLHL35","IP"
"PTN",6.82207911500614e-105,3.62414954904564,0.862,0.547,1.34954369053051e-100,"PTN","Progenitor"
"RPLP1",7.46027613456373e-105,0.726983292197819,1,1,1.4757918249394e-100,"RPLP1","Progenitor"
"DDAH2",1.80839920798104e-104,-1.47541022851164,0.788,0.946,3.5773753132281e-100,"DDAH2","IP"
"RASL11B",6.86994414672879e-104,-4.24303281503564,0.071,0.497,1.35901235110589e-99,"RASL11B","IP"
"RBFOX2",8.04621495323505e-104,-2.4193290493597,0.302,0.751,1.59170224204896e-99,"RBFOX2","IP"
"TAGLN3",1.45658601883812e-103,-1.58733755854872,0.567,0.899,2.88141846246556e-99,"TAGLN3","IP"
"CLU",3.60257861726384e-102,3.3130889266489,0.747,0.173,7.12662102067132e-98,"CLU","Progenitor"
"NSG1",3.3266833567654e-100,-2.35118198960914,0.354,0.757,6.58084501635331e-96,"NSG1","IP"
"OCIAD2",7.42182668477763e-100,-2.94342214149709,0.214,0.66,1.46818575478271e-95,"OCIAD2","IP"
"GLRX",2.1084362023054e-99,-3.33806961620519,0.126,0.563,4.17090849540054e-95,"GLRX","IP"
"CRMP1",1.23043222903788e-98,-1.76348079704966,0.589,0.871,2.43404103548274e-94,"CRMP1","IP"
"ACTB",1.0211437586961e-96,-0.773103958205708,1,1,2.02002658345262e-92,"ACTB","IP"
"TMSB4X",3.23937589190553e-94,-1.01192099564211,0.999,1,6.40813338936753e-90,"TMSB4X","IP"
"EOMES",1.21349962917591e-90,-6.28827143937106,0.006,0.314,2.40054496643579e-86,"EOMES","IP"
"INA",1.29988896579864e-90,-3.22395752733401,0.085,0.495,2.57144035214286e-86,"INA","IP"
"RCN1",1.62856330263953e-90,1.84927929371641,0.853,0.362,3.22162392528152e-86,"RCN1","Progenitor"
"RTN1",3.71411180202489e-90,-3.0972305029808,0.207,0.626,7.34725596676564e-86,"RTN1","IP"
"NTRK2",1.13556535632818e-89,6.27973003677148,0.563,0.034,2.24637538788842e-85,"NTRK2","Progenitor"
"TTC3",1.28650386708509e-87,-1.04172444175922,0.932,0.99,2.54496194986773e-83,"TTC3","IP"
"CELF3",1.67530277180963e-87,-3.84086472009783,0.047,0.412,3.31408394319381e-83,"CELF3","IP"
"GPM6B",7.46276208419284e-87,1.98249358571622,0.903,0.579,1.47628359549503e-82,"GPM6B","Progenitor"
"GPC2",7.81627523109347e-87,-2.06528406511075,0.307,0.718,1.54621556621491e-82,"GPC2","IP"
"HES1",2.43198380486996e-86,2.65852735689199,0.711,0.169,4.81095036279375e-82,"HES1","Progenitor"
"SYP",1.47408046107616e-85,-3.48003512685395,0.066,0.443,2.91602596810086e-81,"SYP","IP"
"RPLP0",2.84874958899993e-85,0.706066738316305,1,0.998,5.63539643695967e-81,"RPLP0","Progenitor"
"SH3BP5",1.23316640959581e-84,-3.79830099545304,0.074,0.447,2.43944979146242e-80,"SH3BP5","IP"
"TUBA1A",1.31683980419307e-84,-0.857142955592614,1,1,2.60497250065473e-80,"TUBA1A","IP"
"CD99",2.25830886847958e-84,2.7257163235249,0.694,0.177,4.46738660362631e-80,"CD99","Progenitor"
"CDC42EP3",5.45308529606837e-84,-3.18098218667226,0.118,0.515,1.07872933326825e-79,"CDC42EP3","IP"
"FAM57B",7.81468596951929e-84,-2.81586888012266,0.156,0.559,1.54590117849031e-79,"FAM57B","IP"
"TAC3",5.23542776881476e-83,-5.91699712672939,0.025,0.342,1.03567232122694e-78,"TAC3","IP"
"SEZ6L2",7.88211556615902e-83,-3.27973654963742,0.086,0.465,1.55924010129758e-78,"SEZ6L2","IP"
"HMGB2",8.80072081040117e-83,2.69648750505592,0.753,0.292,1.74095859071356e-78,"HMGB2","Progenitor"
"ACTG1",1.052028876388e-81,-0.539317285204548,1,1,2.08112352327073e-77,"ACTG1","IP"
"GAP43",1.82604575520474e-80,-1.87047265942342,0.542,0.849,3.61228371294602e-76,"GAP43","IP"
"TUBB2B",5.43557425057539e-80,-0.820687800775833,0.998,1,1.07526529824882e-75,"TUBB2B","IP"
"MGST1",1.02403922244484e-79,5.82412627429861,0.512,0.018,2.02575438984039e-75,"MGST1","Progenitor"
"PTMA",1.52064175004187e-79,-0.709705280662542,0.997,1,3.00813350993282e-75,"PTMA","IP"
"PGAP1",2.37396674309169e-79,-2.46879677040289,0.254,0.64,4.69618101118398e-75,"PGAP1","IP"
"CCNI",3.2824176324661e-79,-0.797792185791875,0.985,0.99,6.49327856054444e-75,"CCNI","IP"
"CCSAP",9.69274652347254e-79,-3.65405363052252,0.069,0.421,1.91741911727334e-74,"CCSAP","IP"
"B2M",8.33318756317919e-78,2.48530997876933,0.683,0.171,1.64847116374811e-73,"B2M","Progenitor"
"ANXA5",9.68402771129841e-77,3.03889637849852,0.603,0.095,1.91569436184905e-72,"ANXA5","Progenitor"
"INSM1",1.18052446816871e-76,-3.13956688114975,0.04,0.372,2.33531350293134e-72,"INSM1","IP"
"CPE",3.54171435509428e-76,-1.47777114815121,0.688,0.901,7.00621933724751e-72,"CPE","IP"
"PEA15",8.75372313874521e-76,2.10320887563488,0.795,0.384,1.73166151130658e-71,"PEA15","Progenitor"
"RFX4",1.25464392998815e-75,3.4505609773389,0.577,0.078,2.48193662230255e-71,"RFX4","Progenitor"
"TP53I11",1.37909417320533e-75,-3.11530194663852,0.114,0.483,2.72812409343477e-71,"TP53I11","IP"
"BCL11A",1.81181125452524e-75,-2.55605152791222,0.253,0.626,3.58412502370183e-71,"BCL11A","IP"
"QKI",6.82134855603587e-75,2.47873656838896,0.654,0.157,1.34939917135502e-70,"QKI","Progenitor"
"MAPT",8.43631429052882e-75,-3.01803189390891,0.153,0.523,1.66887169295241e-70,"MAPT","IP"
"TTC9B",9.98455955861941e-75,-4.18119837732997,0.034,0.342,1.97514557188609e-70,"TTC9B","IP"
"ACTL6B",1.18427742155123e-74,-6.08384065532054,0.01,0.276,2.34273759531264e-70,"ACTL6B","IP"
"SLCO5A1",2.57476670572691e-74,-3.0188687232865,0.133,0.503,5.09340349726897e-70,"SLCO5A1","IP"
"CEP170",6.94021630041117e-74,-2.06758492378467,0.32,0.692,1.37291358854734e-69,"CEP170","IP"
"H3F3A",8.20643221890221e-74,-0.541576310337844,0.999,1,1.62339642154324e-69,"H3F3A","IP"
"TCF4",9.15437929824183e-74,-1.39654357422269,0.738,0.909,1.8109193127782e-69,"TCF4","IP"
"GDAP1L1",1.0927495663783e-73,-2.77531290065821,0.12,0.489,2.16167719220955e-69,"GDAP1L1","IP"
"CYR61",1.39517577816794e-73,4.56421965686302,0.508,0.034,2.75993672437182e-69,"CYR61","Progenitor"
"CHST8",4.25868318154298e-73,-5.18673001842646,0.011,0.276,8.42452706972833e-69,"CHST8","IP"
"YBX3",6.84333883210841e-73,3.02472870230184,0.584,0.097,1.35374928776769e-68,"YBX3","Progenitor"
"CRABP1",2.38559585352865e-72,-2.98107938713821,0.17,0.541,4.71918571745037e-68,"CRABP1","IP"
"PON2",7.28501674441741e-72,3.78376934300697,0.532,0.062,1.44112201238065e-67,"PON2","Progenitor"
"MAP2",1.53155147973823e-71,-1.52457427718224,0.6,0.845,3.02971513721816e-67,"MAP2","IP"
"DUT",3.36210094820264e-71,2.09671188651113,0.765,0.348,6.65090809573446e-67,"DUT","Progenitor"
"TERF2IP",1.0596720409496e-70,-1.15990350414027,0.758,0.922,2.0962432314065e-66,"TERF2IP","IP"
"CFL1",1.83726425629893e-70,-0.633386445215829,0.994,1,3.63447615181054e-66,"CFL1","IP"
"GSTP1",2.0385893985789e-70,0.941940519748948,0.973,0.827,4.03273754826878e-66,"GSTP1","Progenitor"
"BHLHE22",1.69849469677799e-69,-4.28950659839042,0.026,0.306,3.35996220916621e-65,"BHLHE22","IP"
"NXPH4",3.49609585031126e-69,-5.07541516155604,0.021,0.29,6.91597681108573e-65,"NXPH4","IP"
"TSPAN13",6.06882655450055e-69,-2.02786330256304,0.387,0.726,1.2005352690113e-64,"TSPAN13","IP"
"MARCKSL1",9.30127246511911e-69,-0.732981085580878,0.994,0.996,1.83997771904986e-64,"MARCKSL1","IP"
"ID4",1.28880073348445e-68,1.99310704817788,0.761,0.35,2.54950561097893e-64,"ID4","Progenitor"
"NRN1",1.86265705009716e-68,-3.8597474860203,0.044,0.346,3.68470817650221e-64,"NRN1","IP"
"NEUROG2",2.35476219568478e-68,-2.78727974963437,0.132,0.487,4.65819057550363e-64,"NEUROG2","IP"
"DCC",2.99412500011382e-68,-2.59219128002537,0.09,0.441,5.92297807522516e-64,"DCC","IP"
"EMX1",6.37463983086948e-68,-2.55570749335666,0.173,0.541,1.2610312513426e-63,"EMX1","IP"
"RNF24",1.93547785812177e-67,-1.94745976971054,0.319,0.682,3.82876229893649e-63,"RNF24","IP"
"KIAA0101",2.18356939531456e-67,5.13037906678086,0.488,0.052,4.31953697781127e-63,"KIAA0101","Progenitor"
"PLXNA4",8.76711332173706e-67,-6.47709501030924,0.004,0.233,1.73431035730603e-62,"PLXNA4","IP"
"TMBIM6",2.42529575266204e-66,1.13344434290356,0.935,0.696,4.79772005791605e-62,"TMBIM6","Progenitor"
"MEST",5.42232704524177e-66,2.03329014401852,0.71,0.264,1.07264473608973e-61,"MEST","Progenitor"
"TYMS",4.43815087174078e-65,3.74988399786039,0.528,0.095,8.77955005447762e-61,"TYMS","Progenitor"
"DDX5",1.82552988615676e-64,-0.693677572643333,0.984,0.998,3.6112632207953e-60,"DDX5","IP"
"BEX1",4.05075452414788e-64,-1.45082031809077,0.519,0.813,8.01320259966934e-60,"BEX1","IP"
"IFI44L",5.24338151796145e-63,5.76762281796377,0.426,0.01,1.03724573188313e-58,"IFI44L","Progenitor"
"KLC1",8.30504830079383e-63,-1.61475209576617,0.468,0.742,1.64290465486304e-58,"KLC1","IP"
"CKS1B",9.03383515832022e-63,2.85641898704104,0.577,0.143,1.78707327101891e-58,"CKS1B","Progenitor"
"ATCAY",2.66228525215562e-62,-2.5084485188064,0.159,0.503,5.26653268581425e-58,"ATCAY","IP"
"ZFP36L2",3.99382496843408e-62,2.93638058589343,0.535,0.093,7.90058455255631e-58,"ZFP36L2","Progenitor"
"PRDX1",5.8158853127548e-62,-1.07811452421463,0.928,0.964,1.15049843256915e-57,"PRDX1","IP"
"SLC17A7",9.03558169535389e-62,-5.0705555511101,0.013,0.247,1.78741877097491e-57,"SLC17A7","IP"
"ELAVL2",1.56986945274544e-61,-2.39648396101537,0.153,0.505,3.10551575142103e-57,"ELAVL2","IP"
"TUBB2A",9.41129989706845e-61,-0.840123611554034,0.852,0.962,1.86174334563808e-56,"TUBB2A","IP"
"RHOC",1.38184269058064e-60,3.18943615018664,0.493,0.064,2.73356121050662e-56,"RHOC","Progenitor"
"SLC1A3",1.1244953786778e-59,3.2018596955639,0.496,0.068,2.22447675810042e-55,"SLC1A3","Progenitor"
"PLPP3",1.78575694715e-59,4.28838063296255,0.433,0.026,3.53258439285213e-55,"PLPP3","Progenitor"
"CD200",2.33195749786008e-59,-2.10305599530173,0.204,0.549,4.61307832226681e-55,"CD200","IP"
"MYT1L",3.24142650404659e-59,-4.5206827123762,0.02,0.258,6.41218991030495e-55,"MYT1L","IP"
"PSAT1",3.36294790216731e-59,2.25768365533906,0.622,0.195,6.65258354006736e-55,"PSAT1","Progenitor"
"CCND1",3.44949937422892e-59,3.32253705441526,0.472,0.056,6.82379966209964e-55,"CCND1","Progenitor"
"PHGDH",5.87395458491575e-59,1.67732004055617,0.747,0.33,1.16198569598803e-54,"PHGDH","Progenitor"
"HSPD1",8.33882115155278e-59,0.986946889939939,0.934,0.74,1.64958560020017e-54,"HSPD1","Progenitor"
"NRXN1",1.28908521954514e-58,-1.71802929138836,0.251,0.622,2.5500683813042e-54,"NRXN1","IP"
"RPL12",2.3044201953214e-58,0.603390716382379,0.998,0.994,4.5586040303848e-54,"RPL12","Progenitor"
"TUBB",1.05353045626372e-57,-0.666652207836077,0.995,0.998,2.08409394858089e-53,"TUBB","IP"
"LZTS1",1.52821923082832e-57,-5.22936159999462,0.007,0.215,3.02312328242458e-53,"LZTS1","IP"
"KDM5B",1.59412847597347e-57,-1.59478090046585,0.434,0.726,3.15350495117073e-53,"KDM5B","IP"
"HSPB1",1.97821030685878e-57,1.36241647543773,0.875,0.509,3.91329562902804e-53,"HSPB1","Progenitor"
"CDO1",4.11021843492839e-56,2.51017653098288,0.618,0.213,8.13083410797534e-52,"CDO1","Progenitor"
"IGSF21",4.16146621272327e-56,-3.34268892933947,0.061,0.338,8.23221246200918e-52,"IGSF21","IP"
"SNAP25",4.96106884721116e-56,-3.16319735262989,0.075,0.362,9.81398639355311e-52,"SNAP25","IP"
"HMGN3",7.5415097078943e-56,1.16876740615221,0.897,0.628,1.49186145041565e-51,"HMGN3","Progenitor"
"SLA",7.8556344532273e-56,-5.91149137164388,0.013,0.227,1.55400160753742e-51,"SLA","IP"
"NPC2",2.44736035019249e-55,1.74929807092783,0.684,0.264,4.84136824475077e-51,"NPC2","Progenitor"
"METRN",3.6838110020206e-55,2.24669871831562,0.518,0.093,7.28731492419715e-51,"METRN","Progenitor"
"DBN1",5.60921556607882e-55,-1.35362740512691,0.578,0.785,1.10961502328171e-50,"DBN1","IP"
"CELF4",1.77163068806462e-54,-3.09931509426534,0.083,0.368,3.50463982712944e-50,"CELF4","IP"
"CELF5",2.02216734439609e-54,-2.6512624585115,0.1,0.4,4.00025144068434e-50,"CELF5","IP"
"GNG5",2.4902896138386e-54,1.14953496855267,0.886,0.495,4.92629091409552e-50,"GNG5","Progenitor"
"FOS",3.36663001698104e-54,2.61266421964992,0.589,0.183,6.6598674995919e-50,"FOS","Progenitor"
"SOX9",4.00173730167012e-54,1.80135924901918,0.642,0.209,7.91623673016384e-50,"SOX9","Progenitor"
"GLO1",9.11530168957382e-54,1.24093912716439,0.819,0.441,1.80318898023149e-49,"GLO1","Progenitor"
"CHD3",1.62974303125996e-53,-2.28928500704164,0.19,0.501,3.22395766443846e-49,"CHD3","IP"
"CACNA2D1",2.3399338393645e-53,-3.96205648296686,0.029,0.26,4.62885712103085e-49,"CACNA2D1","IP"
"GCSH",2.79366469879187e-53,1.34722217260679,0.784,0.4,5.52642750715007e-49,"GCSH","Progenitor"
"RPS15",3.23853224869396e-53,0.46366136260886,1,1,6.40646449436638e-49,"RPS15","Not Significant"
"FKBP10",7.56493998720307e-53,2.82671241906821,0.47,0.072,1.49649642826851e-48,"FKBP10","Progenitor"
"PCSK1N",1.48024510069205e-52,-1.51893087171294,0.448,0.726,2.92822085818901e-48,"PCSK1N","IP"
"RUNDC3A",1.74080341449585e-52,-3.51648665980281,0.035,0.274,3.44365731455569e-48,"RUNDC3A","IP"
"CCDC112",2.01205208513623e-52,-1.53938591874784,0.387,0.694,3.98024143481648e-48,"CCDC112","IP"
"GSE1",2.94839421421037e-52,-2.20956153763322,0.186,0.497,5.83251343455096e-48,"GSE1","IP"
"THRA",3.09173345527032e-52,-1.9506561262965,0.279,0.583,6.11606712121575e-48,"THRA","IP"
"TUBA1B",3.54397702291231e-52,1.41478159569309,0.978,0.956,7.01069534672514e-48,"TUBA1B","Progenitor"
"HAT1",4.62567520233759e-52,2.49357930196805,0.51,0.107,9.15051068526423e-48,"HAT1","Progenitor"
"SERPINH1",1.96482729408813e-51,3.23625166163272,0.427,0.048,3.88682135316514e-47,"SERPINH1","Progenitor"
"IQGAP2",3.73630548749566e-51,3.90056327566093,0.397,0.028,7.39115951536392e-47,"IQGAP2","Progenitor"
"HMGN2",1.07573398284345e-50,1.07528826754048,0.981,0.877,2.12801696486091e-46,"HMGN2","Progenitor"
"SEZ6",1.85347411921584e-50,-3.39037020571986,0.052,0.302,3.66654250263277e-46,"SEZ6","IP"
"PLPPR1",2.99685711972595e-50,-3.29362497608509,0.06,0.316,5.92838275424188e-46,"PLPPR1","IP"
"RPL35",6.38262744246847e-50,0.496589912721299,0.999,0.998,1.26261136066911e-45,"RPL35","Not Significant"
"EDNRB",7.70442546739228e-50,5.80171409174729,0.363,0.016,1.52408944595954e-45,"EDNRB","Progenitor"
"CENPH",7.93149359484621e-50,2.58295500698967,0.488,0.103,1.56900806293248e-45,"CENPH","Progenitor"
"SOX3",8.43973683235941e-50,1.89628084383657,0.567,0.155,1.66954874017734e-45,"SOX3","Progenitor"
"PCNA",1.74356875930002e-49,2.54689580900043,0.558,0.183,3.44912771964731e-45,"PCNA","Progenitor"
"NPM1",2.39863384578204e-49,0.56126185217557,0.995,0.992,4.74497747372603e-45,"NPM1","Progenitor"
"FNBP1L",2.42874966642587e-49,-1.52862120991387,0.479,0.714,4.80455259012365e-45,"FNBP1L","IP"
"VAMP2",2.93338220473667e-49,-1.0570529982897,0.728,0.889,5.80281667741008e-45,"VAMP2","IP"
"MAP4K4",3.21253225083695e-49,-1.67505470952917,0.357,0.64,6.35503129860565e-45,"MAP4K4","IP"
"MCM3",3.36518795149839e-49,3.29154117915028,0.425,0.058,6.6570148056541e-45,"MCM3","Progenitor"
"SFRP2",7.80526198831968e-49,5.63147556802154,0.355,0.014,1.5440369265294e-44,"SFRP2","Progenitor"
"EGR1",9.59227873269193e-49,2.2405291777577,0.538,0.137,1.89754457890112e-44,"EGR1","Progenitor"
"SRRM4",1.50396980822019e-48,-2.43997990482534,0.054,0.31,2.97515307462118e-44,"SRRM4","IP"
"KIDINS220",1.57672194003213e-48,-2.0461824766818,0.235,0.539,3.11907134177156e-44,"KIDINS220","IP"
"STXBP1",2.42291027749889e-48,-2.49076591371334,0.132,0.414,4.7930011109483e-44,"STXBP1","IP"
"GINS2",2.60754257819008e-48,3.16773625389766,0.432,0.068,5.15824072817561e-44,"GINS2","Progenitor"
"DEK",2.63858187477715e-48,1.30743790451004,0.841,0.606,5.21964266468415e-44,"DEK","Progenitor"
"FGFR1",2.9374617429191e-48,2.39430759858848,0.47,0.085,5.81088681984257e-44,"FGFR1","Progenitor"
"GMNN",7.06785993076541e-48,2.70627699846374,0.473,0.105,1.39816405150401e-43,"GMNN","Progenitor"
"PLP1",1.75344218696548e-47,4.47572487220195,0.43,0.078,3.46865933425511e-43,"PLP1","Progenitor"
"PLXNA2",2.04891816981354e-47,-2.78020155346105,0.114,0.386,4.05316992352514e-43,"PLXNA2","IP"
"PDPN",2.08842647678555e-47,3.90322078339955,0.366,0.022,4.13132525637718e-43,"PDPN","Progenitor"
"SMC2",2.6704305874709e-47,3.0183424079553,0.417,0.058,5.28264578813494e-43,"SMC2","Progenitor"
"H2AFX",3.37734987499752e-47,2.25120662009432,0.547,0.165,6.68107352272008e-43,"H2AFX","Progenitor"
"PGM2L1",7.54235100289002e-47,-1.97813902529859,0.205,0.507,1.4920278753917e-42,"PGM2L1","IP"
"MYT1",1.01437472039327e-46,-3.10691692839968,0.031,0.249,2.00663607188196e-42,"MYT1","IP"
"MDK",1.1299152487438e-46,1.44878036111649,0.714,0.326,2.23519834506499e-42,"MDK","Progenitor"
"C21orf59",1.16313294664908e-46,-2.15318245861555,0.321,0.577,2.30090959506121e-42,"C21orf59","IP"
"NFASC",1.2752743839776e-46,-2.65995034084879,0.07,0.324,2.52274778638449e-42,"NFASC","IP"
"GSTA4",1.34622348391198e-46,-1.20161137357328,0.634,0.805,2.66309929587467e-42,"GSTA4","IP"
"DNAJB6",3.28875640672473e-46,-0.905412219164259,0.765,0.897,6.50581792378287e-42,"DNAJB6","IP"
"CDT1",7.49627400047648e-46,4.34149607669909,0.353,0.022,1.48291292277426e-41,"CDT1","Progenitor"
"CNN3",1.07311341756967e-45,0.958419397376288,0.914,0.664,2.12283296263632e-41,"CNN3","Progenitor"
"GAPDH",1.83372121655946e-45,0.545620063644504,1,0.998,3.62746731059793e-41,"GAPDH","Progenitor"
"LSM4",2.57841021522087e-45,1.11420944189433,0.819,0.551,5.10061108774993e-41,"LSM4","Progenitor"
"SAT1",3.22549373570704e-45,2.11318396683236,0.651,0.286,6.38067170797566e-41,"SAT1","Progenitor"
"CENPK",3.99964916988746e-45,4.10612570415629,0.367,0.036,7.91210598787138e-41,"CENPK","Progenitor"
"BZW2",4.50312187372627e-45,-1.74379097974338,0.356,0.608,8.90807569060532e-41,"BZW2","IP"
"LBH",6.0938493436652e-45,-2.12487986300024,0.205,0.489,1.20548527716385e-40,"LBH","IP"
"RPA3",6.73119271236742e-45,2.11211019070824,0.528,0.157,1.33156454236052e-40,"RPA3","Progenitor"
"SLC25A6",1.24691061159839e-44,-0.729026335820186,0.929,0.974,2.46663857186393e-40,"SLC25A6","IP"
"LIX1",1.28207742564645e-44,4.43842166816136,0.349,0.024,2.5362055634138e-40,"LIX1","Progenitor"
"DLL3",1.66652705818319e-44,-1.59474543583869,0.146,0.449,3.296723826498e-40,"DLL3","IP"
"MEX3A",1.67781973743786e-44,-1.42364716205774,0.492,0.706,3.31906300459957e-40,"MEX3A","IP"
"SLC25A3",1.97912137038587e-44,0.612478112640451,0.987,0.92,3.91509789489733e-40,"SLC25A3","Progenitor"
"NAV1",2.3133368090114e-44,-2.63579474052828,0.094,0.352,4.57624287558636e-40,"NAV1","IP"
"IGFBPL1",2.34690774950377e-44,-3.29485232731854,0.023,0.219,4.64265291006835e-40,"IGFBPL1","IP"
"LINC00998",2.45651718020172e-44,1.68127541622717,0.602,0.219,4.85948228587505e-40,"LINC00998","Progenitor"
"BTG3",3.20197402090502e-44,1.24066964106593,0.747,0.396,6.3341450081543e-40,"BTG3","Progenitor"
"ECI1",4.69796408553595e-44,1.96364280969685,0.511,0.135,9.29351255400721e-40,"ECI1","Progenitor"
"PRDX4",4.85278071462025e-44,1.42972950895416,0.678,0.292,9.59977080966178e-40,"PRDX4","Progenitor"
"SCRT2",7.11161194106717e-44,-3.91588753062846,0.014,0.193,1.40681907418191e-39,"SCRT2","IP"
"RHOA",1.47455226961251e-43,0.996330040230199,0.84,0.565,2.91695929974747e-39,"RHOA","Progenitor"
"GNG8",1.48929741802886e-43,-5.25169228073918,0.007,0.169,2.94612815234469e-39,"GNG8","IP"
"PKM",1.51322046385158e-43,0.806651334441623,0.927,0.728,2.9934527215912e-39,"PKM","Progenitor"
"MYO6",1.72554473410751e-43,-1.54007128862206,0.507,0.702,3.41347259301147e-39,"MYO6","IP"
"OLFM1",2.22882200328996e-43,-2.23567055004716,0.178,0.453,4.4090556869082e-39,"OLFM1","IP"
"ORC6",2.4629023487106e-43,2.79750281279476,0.431,0.089,4.87211342621931e-39,"ORC6","Progenitor"
"FAM181A",2.90320117963443e-43,4.98050163473705,0.318,0.008,5.74311257355283e-39,"FAM181A","Progenitor"
