"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"PPP1CA",1.97526329147528e-05,0.352226050459331,0.539,0.392,0.390746584319641,"PPP1CA","Not Significant"
"DTWD1",1.97908790717274e-05,0.437927445376792,0.236,0.135,0.391503169796912,"DTWD1","Not Significant"
"AMD1",1.97960738220733e-05,0.36989948425162,0.52,0.38,0.391605932348255,"AMD1","Not Significant"
"CCDC66",1.98628430798131e-05,0.329817156639925,0.405,0.264,0.392926761804864,"CCDC66","Not Significant"
"CDKL3",1.99435918858601e-05,0.94684988897775,0.116,0.048,0.394524134686085,"CDKL3","Not Significant"
"WHSC1",2.00180674198662e-05,0.348054964637408,0.384,0.25,0.395997409699793,"WHSC1","Not Significant"
"MRPL49",2.01124373976053e-05,0.490467745642848,0.261,0.155,0.397864236599427,"MRPL49","Not Significant"
"CARD8",2.06349479898551e-05,0.944794665044415,0.123,0.054,0.408200541135314,"CARD8","Not Significant"
"VIMP",2.07965400092885e-05,0.378793360956454,0.553,0.402,0.411397154463745,"VIMP","Not Significant"
"SPATA13",2.09774078330574e-05,0.651163097506265,0.173,0.087,0.414975081753541,"SPATA13","Not Significant"
"GMEB1",2.10082702051134e-05,-1.06498993168983,0.184,0.256,0.415585601197554,"GMEB1","Not Significant"
"UBE2G1",2.11459171978628e-05,-0.744953411648819,0.333,0.392,0.418308534008121,"UBE2G1","Not Significant"
"POLR2K",2.14827349363535e-05,0.259512445129141,0.71,0.547,0.424971462510945,"POLR2K","Not Significant"
"FGFR1OP2",2.16007812617042e-05,0.301301088409448,0.435,0.29,0.427306654919032,"FGFR1OP2","Not Significant"
"MRPL39",2.17420180659123e-05,0.426097487132545,0.261,0.151,0.430100601379877,"MRPL39","Not Significant"
"MZT2A",2.18202300199905e-05,0.303211015075271,0.608,0.475,0.431647790255451,"MZT2A","Not Significant"
"TEFM",2.19921428784998e-05,1.00824339905222,0.11,0.044,0.435048570422483,"TEFM","Not Significant"
"NCAPD3",2.23037270790185e-05,0.529001786762185,0.143,0.066,0.441212329077143,"NCAPD3","Not Significant"
"USB1",2.2517534219309e-05,-0.882913288154542,0.226,0.298,0.44544186192637,"USB1","Not Significant"
"RBX1",2.26155928889456e-05,-0.283047721357341,0.851,0.861,0.447381658529122,"RBX1","Not Significant"
"SMCHD1",2.33514461182793e-05,0.303418784764923,0.456,0.31,0.461938307111802,"SMCHD1","Not Significant"
"PGGT1B",2.35650905935489e-05,0.596379358159472,0.146,0.068,0.466164622121584,"PGGT1B","Not Significant"
"IMPA1",2.3581573984585e-05,0.582400798208803,0.175,0.089,0.466490696563061,"IMPA1","Not Significant"
"STRA13",2.36377926429403e-05,0.422973638596234,0.528,0.39,0.467602814062645,"STRA13","Not Significant"
"TSEN54",2.384012958686e-05,0.574695039410139,0.107,0.042,0.471605443487264,"TSEN54","Not Significant"
"MFHAS1",2.38875577573271e-05,-1.05936851509081,0.124,0.193,0.472543667555445,"MFHAS1","Not Significant"
"ING5",2.40569229176896e-05,0.671260952297498,0.166,0.083,0.475894049157735,"ING5","Not Significant"
"PSMG3",2.41807649421576e-05,0.300497317939638,0.318,0.193,0.478343892085762,"PSMG3","Not Significant"
"NUDT3",2.41917332618935e-05,-0.410275450723645,0.674,0.664,0.478560867386777,"NUDT3","Not Significant"
"PPWD1",2.46600835083415e-05,0.743837265465265,0.154,0.076,0.487825771962012,"PPWD1","Not Significant"
"C16orf91",2.49296148728711e-05,0.287633908435686,0.22,0.119,0.493157641415136,"C16orf91","Not Significant"
"MACROD1",2.52198427106044e-05,0.563750474569031,0.205,0.111,0.498898928501175,"MACROD1","Not Significant"
"ZBED4",2.53469282436586e-05,-1.4143012146073,0.071,0.129,0.501412934516054,"ZBED4","Not Significant"
"CNN2",2.53663906000365e-05,-0.733393982142358,0.352,0.408,0.501797938849922,"CNN2","Not Significant"
"WDR5",2.56726729553592e-05,0.440780791211716,0.197,0.105,0.507856816402916,"WDR5","Not Significant"
"DNAL1",2.58225397714124e-05,0.763781138039459,0.146,0.07,0.51082148175808,"DNAL1","Not Significant"
"TEAD3",2.58710450958586e-05,0.598536741682344,0.1,0.038,0.511781014086274,"TEAD3","Not Significant"
"ZNF33A",2.61775464142751e-05,-1.13192473936422,0.157,0.225,0.517844223167191,"ZNF33A","Not Significant"
"PPIE",2.62317007890515e-05,0.355525369938148,0.353,0.223,0.518915505009016,"PPIE","Not Significant"
"LMNB2",2.64119392140562e-05,0.597849715158916,0.168,0.085,0.52248098153246,"LMNB2","Not Significant"
"PREP",2.73708383062207e-05,-1.44430182874998,0.069,0.127,0.541449923373658,"PREP","Not Significant"
"OXLD1",2.74856980315043e-05,0.539247110544287,0.185,0.097,0.543722078459218,"OXLD1","Not Significant"
"TMEM39A",2.77710703772493e-05,0.963013163961458,0.125,0.056,0.549367314202745,"TMEM39A","Not Significant"
"WWOX",2.77950759420982e-05,0.569070712853457,0.12,0.05,0.549842192286586,"WWOX","Not Significant"
"PURA",2.82126860202755e-05,0.530173760921869,0.175,0.091,0.558103354853089,"PURA","Not Significant"
"TMEM68",2.84141930731146e-05,0.414887811403012,0.245,0.141,0.562089567372353,"TMEM68","Not Significant"
"CLK1",2.84728044229976e-05,-0.471682226537024,0.522,0.549,0.563249017095739,"CLK1","Not Significant"
"IAH1",2.86071989799816e-05,0.43685428377941,0.292,0.183,0.565907610221996,"IAH1","Not Significant"
"SNX24",2.88178972959359e-05,0.83769775308015,0.147,0.072,0.570075644308203,"SNX24","Not Significant"
"PYURF",2.89758378894805e-05,0.314053205438604,0.684,0.531,0.573200025129704,"PYURF","Not Significant"
"MRPL28",2.90324487203104e-05,0.299404406771558,0.458,0.304,0.574319900585181,"MRPL28","Not Significant"
"MPC1",2.90513620197521e-05,0.544091631106389,0.433,0.318,0.574694043474735,"MPC1","Not Significant"
"AAGAB",2.9169752983714e-05,0.780285502944085,0.123,0.054,0.577036053523831,"AAGAB","Not Significant"
"NFKBIB",2.93933304952549e-05,0.627368734610508,0.16,0.082,0.581458863857132,"NFKBIB","Not Significant"
"PMS1",2.95518860302546e-05,0.499930240876981,0.202,0.109,0.584595409450497,"PMS1","Not Significant"
"TSR2",2.97292313992737e-05,0.388444500562568,0.324,0.203,0.588103655540432,"TSR2","Not Significant"
"MED25",2.98865039548398e-05,0.591241139832303,0.173,0.087,0.591214821234642,"MED25","Not Significant"
"LPIN2",3.01065976282e-05,0.501989513204469,0.208,0.113,0.595568714281053,"LPIN2","Not Significant"
"THG1L",3.025898591886e-05,0.873988545853863,0.109,0.044,0.598583259446888,"THG1L","Not Significant"
"ATP6V0A1",3.03366792491239e-05,-0.924764413286117,0.15,0.223,0.600120188906169,"ATP6V0A1","Not Significant"
"TCHP",3.06524528548031e-05,0.518151010596655,0.198,0.107,0.606366822373715,"TCHP","Not Significant"
"CHCHD1",3.07888461414428e-05,0.283358584449123,0.45,0.3,0.609064954370021,"CHCHD1","Not Significant"
"ZYX",3.09865047662393e-05,0.610356639465918,0.24,0.143,0.612975037285745,"ZYX","Not Significant"
"ZNHIT6",3.12054735838611e-05,0.744400423703135,0.169,0.087,0.61730667843594,"ZNHIT6","Not Significant"
"IRF1",3.12327425376444e-05,0.914186616340834,0.106,0.042,0.617846112879681,"IRF1","Not Significant"
"TFB1M",3.12387629931638e-05,1.06865371574843,0.132,0.062,0.617965209530767,"TFB1M","Not Significant"
"FAM184A",3.16896852551968e-05,0.537148468730718,0.139,0.064,0.626885353718303,"FAM184A","Not Significant"
"MBTPS1",3.19579589584972e-05,-1.21369393685582,0.153,0.219,0.632192344116993,"MBTPS1","Not Significant"
"MED21",3.20084925270118e-05,0.336768613888774,0.375,0.245,0.633191999169348,"MED21","Not Significant"
"ZRANB1",3.24315716107946e-05,-0.934524527184759,0.17,0.241,0.641561349604738,"ZRANB1","Not Significant"
"FH",3.24657425563253e-05,0.39754821591353,0.361,0.237,0.642237319249226,"FH","Not Significant"
"NAF1",3.25174979974324e-05,0.703007373684135,0.137,0.064,0.643261145385207,"NAF1","Not Significant"
"NPM3",3.2715550049985e-05,0.394536170957224,0.29,0.177,0.647179011088804,"NPM3","Not Significant"
"DENND6B",3.37713049255108e-05,0.965027306471986,0.124,0.056,0.668063954036454,"DENND6B","Not Significant"
"VRK1",3.38778587665253e-05,0.423590543718273,0.346,0.227,0.670171802119404,"VRK1","Not Significant"
"PAPOLA",3.4162245735462e-05,0.287174659225553,0.722,0.583,0.67579754513891,"PAPOLA","Not Significant"
"SART3",3.44543007883307e-05,0.374371830081412,0.233,0.133,0.681574978194757,"SART3","Not Significant"
"BCL2",3.45053334844934e-05,0.687593100990493,0.138,0.064,0.682584506990249,"BCL2","Not Significant"
"ZNF577",3.45595069679063e-05,0.849105517565055,0.105,0.042,0.683656166839122,"ZNF577","Not Significant"
"ATP6V1B2",3.48608131090937e-05,-0.800586026197986,0.28,0.348,0.689616604924092,"ATP6V1B2","Not Significant"
"FBXW5",3.52818686988228e-05,0.341155938080314,0.28,0.171,0.697945926600112,"FBXW5","Not Significant"
"CBX2",3.54487111671703e-05,0.586701062529982,0.184,0.097,0.701246404308962,"CBX2","Not Significant"
"CUL4A",3.56144540132566e-05,0.479804855177732,0.163,0.082,0.704525129290241,"CUL4A","Not Significant"
"C20orf194",3.61675433334251e-05,-1.09820728973717,0.114,0.179,0.715466342221816,"C20orf194","Not Significant"
"PRPF19",3.66074130224381e-05,0.376305805956473,0.276,0.169,0.72416784440987,"PRPF19","Not Significant"
"FAHD2B",3.67142873055923e-05,0.425919685301669,0.187,0.097,0.726282031479227,"FAHD2B","Not Significant"
"SOGA1",3.67209117917942e-05,-1.47306797470745,0.081,0.139,0.726413077065273,"SOGA1","Not Significant"
"PSMG4",3.67862892920544e-05,0.352582704114782,0.188,0.099,0.72770637477542,"PSMG4","Not Significant"
"LAS1L",3.68336549162983e-05,0.581454121474947,0.179,0.095,0.728643361554213,"LAS1L","Not Significant"
"COL9A3",3.72364412844844e-05,-1.51249319926232,0.123,0.185,0.736611281489669,"COL9A3","Not Significant"
"SCAP",3.75413850078462e-05,0.683739540876493,0.139,0.066,0.742643678225214,"SCAP","Not Significant"
"MAPK3",3.78294967799906e-05,0.486537467095324,0.266,0.161,0.748343105301774,"MAPK3","Not Significant"
"SF3B3",3.78538950176447e-05,0.441070559121138,0.275,0.167,0.748825751239047,"SF3B3","Not Significant"
"YBEY",3.81265855921307e-05,0.447797941312672,0.3,0.191,0.754220116183529,"YBEY","Not Significant"
"RMND1",3.82907911252176e-05,0.685748310093521,0.145,0.07,0.757468430039054,"RMND1","Not Significant"
"MARK1",3.8339711640459e-05,-1.16642358391643,0.143,0.207,0.75843617567156,"MARK1","Not Significant"
"TMEM2",3.83509044350274e-05,0.734679880067823,0.147,0.072,0.758657591533713,"TMEM2","Not Significant"
"ZNF286A",3.88904906166458e-05,-1.3906580523974,0.054,0.107,0.769331685378488,"ZNF286A","Not Significant"
"TBCB",3.9240115363705e-05,-0.265417184252049,0.72,0.726,0.776247962124811,"TBCB","Not Significant"
"XIAP",3.9326957671052e-05,0.369334811369606,0.253,0.149,0.777965876648751,"XIAP","Not Significant"
"FKBP4",3.94816695790264e-05,0.31151505271533,0.664,0.519,0.7810263876123,"FKBP4","Not Significant"
"STAM",3.95153298623201e-05,-1.00440187639786,0.155,0.223,0.781692255336415,"STAM","Not Significant"
"RSBN1L",3.95764981990264e-05,-0.471011852155499,0.57,0.577,0.78290228737314,"RSBN1L","Not Significant"
"EIF3B",3.98276178997731e-05,0.381519150270623,0.289,0.177,0.787869937293311,"EIF3B","Not Significant"
"TMEM147",4.00682148892385e-05,0.261812485918138,0.58,0.429,0.792629426938916,"TMEM147","Not Significant"
"CPT2",4.00922416134562e-05,0.839034267990123,0.109,0.046,0.79310472359739,"CPT2","Not Significant"
"PM20D2",4.02032925828642e-05,0.853676483157751,0.104,0.042,0.79530153387422,"PM20D2","Not Significant"
"SMAP2",4.02587292809166e-05,-1.08793478318916,0.134,0.201,0.796398182635093,"SMAP2","Not Significant"
"MGRN1",4.04070941918943e-05,-0.910337655978977,0.193,0.262,0.799333137304053,"MGRN1","Not Significant"
"CYFIP1",4.13135063676238e-05,0.432471164029358,0.177,0.093,0.817263782964334,"CYFIP1","Not Significant"
"PEPD",4.14592646730029e-05,-0.855447322611798,0.258,0.322,0.820147173761344,"PEPD","Not Significant"
"PSMD10",4.16222342253552e-05,0.514039315257637,0.276,0.171,0.823371037445977,"PSMD10","Not Significant"
"CACTIN",4.18773329238461e-05,0.993411562051105,0.104,0.042,0.828417399899523,"CACTIN","Not Significant"
"GPANK1",4.22351953636652e-05,0.392983966690776,0.282,0.171,0.835496634684025,"GPANK1","Not Significant"
"BRI3BP",4.22798688571088e-05,0.847889937420995,0.121,0.054,0.836380365731326,"BRI3BP","Not Significant"
"CDKN1A",4.28325744029277e-05,0.864503733308652,0.181,0.101,0.847313986838715,"CDKN1A","Not Significant"
"C1orf198",4.32570445342969e-05,0.56753374487113,0.136,0.064,0.855710854977461,"C1orf198","Not Significant"
"HPS4",4.3522284823211e-05,0.346468006502934,0.264,0.157,0.86095783837276,"HPS4","Not Significant"
"GNPDA1",4.37594512615037e-05,0.441363142330337,0.311,0.201,0.865649464855065,"GNPDA1","Not Significant"
"NFE2L2",4.38368951170017e-05,0.288150977391491,0.479,0.344,0.867181459204528,"NFE2L2","Not Significant"
"CLN5",4.39533778964209e-05,0.61353230559868,0.131,0.06,0.869485721546997,"CLN5","Not Significant"
"FAM175A",4.40060156654016e-05,0.698063067693295,0.169,0.089,0.870527001892974,"FAM175A","Not Significant"
"ZNF250",4.40371498505789e-05,-1.02736196260966,0.124,0.189,0.871142898344152,"ZNF250","Not Significant"
"SCMH1",4.42714654128351e-05,0.769573518908254,0.137,0.066,0.875778128796704,"SCMH1","Not Significant"
"CAMTA1",4.46365440002857e-05,0.260750504056435,0.721,0.569,0.883000113413651,"CAMTA1","Not Significant"
"RBL2",4.46790855417051e-05,0.742784986473243,0.139,0.066,0.883841670186011,"RBL2","Not Significant"
"APEH",4.47545362455933e-05,0.365443811978643,0.199,0.109,0.885334236010326,"APEH","Not Significant"
"CTSB",4.4849511623545e-05,0.264776050096942,0.385,0.254,0.887213038936967,"CTSB","Not Significant"
"KLHDC8B",4.5229368247243e-05,0.593280606293887,0.191,0.105,0.894727362666962,"KLHDC8B","Not Significant"
"UMPS",4.55352809496356e-05,0.59851602176665,0.163,0.083,0.900778927745692,"UMPS","Not Significant"
"TPMT",4.57478295134195e-05,0.430237416978937,0.159,0.08,0.904983563434465,"TPMT","Not Significant"
"NR1D2",4.57922924569243e-05,0.777044697907764,0.136,0.066,0.905863129382876,"NR1D2","Not Significant"
"C12orf76",4.58755606031224e-05,0.319252021508493,0.42,0.28,0.907510339850967,"C12orf76","Not Significant"
"ECHDC1",4.60194924086418e-05,0.346476487036879,0.358,0.235,0.910357598827752,"ECHDC1","Not Significant"
"SPIDR",4.61158569275499e-05,0.906325686819379,0.118,0.052,0.912263881740792,"SPIDR","Not Significant"
"TOPBP1",4.63152596927648e-05,0.421252358039268,0.21,0.117,0.916208467242273,"TOPBP1","Not Significant"
"PABPC4",4.63855586612672e-05,0.365480788234967,0.367,0.245,0.917599121437188,"PABPC4","Not Significant"
"PHTF2",4.68476947829134e-05,0.446561315712549,0.156,0.078,0.926741098195593,"PHTF2","Not Significant"
"ZNF493",4.71952855645068e-05,-0.987606544230806,0.146,0.215,0.933617139037074,"ZNF493","Not Significant"
"LDAH",4.73261127043997e-05,0.564110386047716,0.206,0.117,0.936205161518435,"LDAH","Not Significant"
"LARP7",4.75579844332676e-05,0.25011704814552,0.516,0.362,0.9407920480589,"LARP7","Not Significant"
"BLZF1",4.81074192204272e-05,0.712008057838931,0.121,0.054,0.951660967018491,"BLZF1","Not Significant"
"DGCR2",4.81538969644943e-05,0.541306213982394,0.139,0.066,0.952580389751627,"DGCR2","Not Significant"
"RND1",4.82213319821721e-05,0.732881107845464,0.17,0.091,0.953914389271328,"RND1","Not Significant"
"ANAPC7",4.89632533922644e-05,0.321878095215561,0.261,0.157,0.968591078605774,"ANAPC7","Not Significant"
"PRR14",4.90129717905079e-05,-0.794207657341267,0.239,0.302,0.969574607959827,"PRR14","Not Significant"
"PBX2",4.90157812316005e-05,0.580534632583672,0.144,0.07,0.969630184323522,"PBX2","Not Significant"
"NAV2",4.91254176356163e-05,0.863527866139754,0.136,0.066,0.971799011667762,"NAV2","Not Significant"
"FAM229B",4.98123695943563e-05,0.291714753617756,0.479,0.338,0.985388295315555,"FAM229B","Not Significant"
"TNFRSF10B",5.01941551112796e-05,0.685942812139408,0.153,0.078,0.992940776411334,"TNFRSF10B","Not Significant"
"CCDC47",5.02223669613722e-05,0.289462873256116,0.352,0.225,0.993498863229865,"CCDC47","Not Significant"
"OGFR",5.03813325233325e-05,-0.97030505456974,0.23,0.292,0.996643519976563,"OGFR","Not Significant"
"CHD1L",5.07848645738291e-05,0.676367112233578,0.163,0.085,1,"CHD1L","Not Significant"
"NOLC1",5.11039478227663e-05,0.348069752334723,0.289,0.181,1,"NOLC1","Not Significant"
"GABARAPL1",5.12801706359197e-05,-0.667487370740363,0.329,0.392,1,"GABARAPL1","Not Significant"
"TBCD",5.1307562451986e-05,0.571822278175776,0.158,0.08,1,"TBCD","Not Significant"
"PRPF4B",5.13082290479109e-05,0.281261776669827,0.458,0.312,1,"PRPF4B","Not Significant"
"AGO1",5.1418947090166e-05,-0.921070394070087,0.21,0.276,1,"AGO1","Not Significant"
"AMFR",5.17951665687093e-05,0.581970080950852,0.133,0.062,1,"AMFR","Not Significant"
"SMARCD1",5.18137142695123e-05,-0.711511057584065,0.362,0.41,1,"SMARCD1","Not Significant"
"PRPSAP2",5.217970079961e-05,-0.710705532722243,0.356,0.406,1,"PRPSAP2","Not Significant"
"MRPS11",5.22214724397249e-05,0.315503021198141,0.399,0.254,1,"MRPS11","Not Significant"
"MOSPD1",5.23580080373645e-05,-1.32041105873755,0.137,0.199,1,"MOSPD1","Not Significant"
"RAD1",5.33770481716693e-05,0.321340256114746,0.277,0.165,1,"RAD1","Not Significant"
"TRMT10B",5.42697424831267e-05,0.71986183045076,0.156,0.08,1,"TRMT10B","Not Significant"
"TRAPPC6B",5.44350075213125e-05,-1.07573830645264,0.118,0.183,1,"TRAPPC6B","Not Significant"
"ATP6V1A",5.4566962849833e-05,-1.16050311576017,0.161,0.223,1,"ATP6V1A","Not Significant"
"MRPL55",5.47532635338465e-05,0.374950682311455,0.484,0.348,1,"MRPL55","Not Significant"
"ECH1",5.48178986690121e-05,0.343830392329926,0.503,0.37,1,"ECH1","Not Significant"
"NPAT",5.50067409309743e-05,0.417067476690762,0.142,0.068,1,"NPAT","Not Significant"
"TMEM59L",5.54922907951109e-05,-0.820223710750558,0.301,0.356,1,"TMEM59L","Not Significant"
"TMTC4",5.70215757539268e-05,-1.03122527353695,0.209,0.272,1,"TMTC4","Not Significant"
"BNIP1",5.71444728415234e-05,0.504362771122838,0.184,0.099,1,"BNIP1","Not Significant"
"SLC27A1",5.74702685940036e-05,0.816371541824002,0.103,0.042,1,"SLC27A1","Not Significant"
"MPI",5.76228298544489e-05,0.532732998914069,0.187,0.101,1,"MPI","Not Significant"
"WDR41",5.78473298889955e-05,0.297960257226689,0.254,0.149,1,"WDR41","Not Significant"
"ORAI2",5.794392778088e-05,0.315095873287172,0.318,0.203,1,"ORAI2","Not Significant"
"GAREM2",5.80226299277604e-05,1.11121208705402,0.107,0.046,1,"GAREM2","Not Significant"
"BUD13",5.80346620358033e-05,0.561953808985306,0.139,0.066,1,"BUD13","Not Significant"
"APBB1",5.88684345524087e-05,-0.828516968359274,0.277,0.334,1,"APBB1","Not Significant"
"FRS2",5.94948422633688e-05,0.69208814237171,0.17,0.091,1,"FRS2","Not Significant"
"RMDN1",5.9560919839083e-05,0.574458276279733,0.21,0.121,1,"RMDN1","Not Significant"
"CCDC58",5.99596176379435e-05,0.676161527217797,0.139,0.068,1,"CCDC58","Not Significant"
"PSMD9",6.046735119905e-05,0.707221138940827,0.177,0.097,1,"PSMD9","Not Significant"
"LRP12",6.06539813812969e-05,-1.44467444122335,0.086,0.143,1,"LRP12","Not Significant"
"GEMIN6",6.11678900904582e-05,0.486304489239594,0.146,0.072,1,"GEMIN6","Not Significant"
"VAC14",6.11980696401707e-05,0.612001535925444,0.132,0.062,1,"VAC14","Not Significant"
"PURB",6.13232887823115e-05,0.581461782676239,0.175,0.093,1,"PURB","Not Significant"
"RPF2",6.20931568336915e-05,0.438515963526129,0.25,0.149,1,"RPF2","Not Significant"
"NQO2",6.23846113047771e-05,0.527786041777985,0.176,0.093,1,"NQO2","Not Significant"
"PRKAB1",6.27416328916982e-05,0.478736401271014,0.209,0.119,1,"PRKAB1","Not Significant"
"MRS2",6.29109850249288e-05,0.59308126304408,0.156,0.08,1,"MRS2","Not Significant"
"MESDC1",6.29116873438282e-05,-1.47347423580684,0.061,0.113,1,"MESDC1","Not Significant"
"PPP1R8",6.32833812617504e-05,0.284866739268561,0.314,0.197,1,"PPP1R8","Not Significant"
"TSPAN31",6.34485372956012e-05,0.490930672023672,0.249,0.153,1,"TSPAN31","Not Significant"
"KNSTRN",6.36892819037044e-05,0.417144979814755,0.155,0.078,1,"KNSTRN","Not Significant"
"DPH5",6.37564476595719e-05,0.287694493063006,0.416,0.278,1,"DPH5","Not Significant"
"DDX55",6.3884672949645e-05,0.344537656657997,0.286,0.177,1,"DDX55","Not Significant"
"RBMXL1",6.45055913032402e-05,0.254634999868902,0.231,0.133,1,"RBMXL1","Not Significant"
"PUSL1",6.47408725223646e-05,0.772416941883986,0.114,0.05,1,"PUSL1","Not Significant"
"DERL2",6.48841584212906e-05,0.287515460481108,0.311,0.191,1,"DERL2","Not Significant"
"DCAF13",6.60410467977907e-05,0.3063337518368,0.482,0.342,1,"DCAF13","Not Significant"
"GNAQ",6.63069877449544e-05,-0.728001089788998,0.331,0.376,1,"GNAQ","Not Significant"
"NRP1",6.64408625706263e-05,-1.15617702362436,0.071,0.127,1,"NRP1","Not Significant"
"PPP1R12A",6.66007513485513e-05,0.297046642028859,0.643,0.483,1,"PPP1R12A","Not Significant"
"NME6",6.69826040260255e-05,0.515437209887536,0.193,0.107,1,"NME6","Not Significant"
"C16orf62",6.7395507493139e-05,0.617366608773319,0.155,0.08,1,"C16orf62","Not Significant"
"FAM57A",6.74060906741764e-05,0.805546130676935,0.111,0.048,1,"FAM57A","Not Significant"
"RAB1A",6.77095160529881e-05,-0.312518465552832,0.718,0.714,1,"RAB1A","Not Significant"
"CCDC43",6.77299126531263e-05,0.287632631012781,0.266,0.159,1,"CCDC43","Not Significant"
"APH1B",6.83168651921729e-05,0.958333386030204,0.107,0.046,1,"APH1B","Not Significant"
"SMUG1",6.84710576398468e-05,0.354503121025271,0.239,0.139,1,"SMUG1","Not Significant"
"SMYD4",6.86388706337017e-05,0.533574375681569,0.17,0.091,1,"SMYD4","Not Significant"
"TOP1",6.90149763087792e-05,-0.402062541911321,0.646,0.656,1,"TOP1","Not Significant"
"LAPTM4A",6.94283077547627e-05,-0.336130100250495,0.803,0.803,1,"LAPTM4A","Not Significant"
"NABP2",6.94355448384087e-05,0.336024277752472,0.425,0.292,1,"NABP2","Not Significant"
"CDV3",6.95052845420977e-05,0.276449382430285,0.319,0.201,1,"CDV3","Not Significant"
"HCFC1R1",6.9570781945093e-05,-0.800284165774005,0.301,0.354,1,"HCFC1R1","Not Significant"
"IPO7",6.96201757009821e-05,0.279394518902239,0.33,0.207,1,"IPO7","Not Significant"
"HECTD2",6.9713722920202e-05,0.683573031891358,0.117,0.052,1,"HECTD2","Not Significant"
"RP11-1094M14.11",6.98016781110303e-05,0.375117487397193,0.237,0.137,1,"RP11-1094M14.11","Not Significant"
"MEPCE",6.98278725850332e-05,0.56636174883208,0.123,0.056,1,"MEPCE","Not Significant"
"UPF2",7.02358524245145e-05,0.25234712812703,0.446,0.306,1,"UPF2","Not Significant"
"GLRX3",7.03107347273634e-05,0.29788621306444,0.528,0.372,1,"GLRX3","Not Significant"
"N4BP2",7.06967117678285e-05,0.305743351077677,0.313,0.199,1,"N4BP2","Not Significant"
"C2orf76",7.09315614807501e-05,0.311616870394989,0.214,0.121,1,"C2orf76","Not Significant"
"FZD3",7.13174970996097e-05,0.308382362463318,0.642,0.499,1,"FZD3","Not Significant"
"SOCS7",7.15023518921055e-05,-1.31592468657558,0.089,0.147,1,"SOCS7","Not Significant"
"COQ7",7.30253370274782e-05,0.266314749550075,0.258,0.153,1,"COQ7","Not Significant"
"TMEM18",7.30359903133505e-05,0.252551526975434,0.338,0.217,1,"TMEM18","Not Significant"
"TSPAN14",7.32319578611766e-05,-0.857977986141037,0.261,0.32,1,"TSPAN14","Not Significant"
"SLC25A14",7.36183380527308e-05,-1.33182858011438,0.088,0.145,1,"SLC25A14","Not Significant"
"SRSF1",7.39800342127243e-05,0.318714826373902,0.558,0.419,1,"SRSF1","Not Significant"
"TRIM36",7.4079520454702e-05,-0.832727416063593,0.181,0.252,1,"TRIM36","Not Significant"
"SPATA7",7.40926932587957e-05,0.455461693869381,0.211,0.121,1,"SPATA7","Not Significant"
"EMC10",7.42219151948282e-05,-0.587337378269196,0.376,0.427,1,"EMC10","Not Significant"
"SS18L1",7.44302425046189e-05,-1.29533869507063,0.104,0.163,1,"SS18L1","Not Significant"
"HMBS",7.44531745987078e-05,0.367467882604243,0.188,0.103,1,"HMBS","Not Significant"
"HDDC3",7.50140653661246e-05,0.571680226225513,0.139,0.068,1,"HDDC3","Not Significant"
"WTAP",7.54687484914899e-05,-0.553575175026866,0.494,0.539,1,"WTAP","Not Significant"
"SLC35A2",7.66949697555087e-05,0.65402140814178,0.114,0.05,1,"SLC35A2","Not Significant"
"INTS6",7.81181071655789e-05,0.459780391897193,0.411,0.288,1,"INTS6","Not Significant"
"TPM1",7.82553638465153e-05,-0.529187037499666,0.488,0.517,1,"TPM1","Not Significant"
"MAPKAPK5-AS1",7.84307077582539e-05,0.337272612269182,0.292,0.183,1,"MAPKAPK5-AS1","Not Significant"
"ZFHX3",7.85087517128758e-05,0.507489969232835,0.144,0.072,1,"ZFHX3","Not Significant"
"GCA",7.8553529012741e-05,0.270100685288811,0.458,0.322,1,"GCA","Not Significant"
"PACSIN2",7.88758403394547e-05,0.489385522598016,0.156,0.08,1,"PACSIN2","Not Significant"
"PRPF31",7.89525636704223e-05,0.342764868971548,0.44,0.302,1,"PRPF31","Not Significant"
"ZNF583",7.89998617856342e-05,-1.21661860386377,0.104,0.163,1,"ZNF583","Not Significant"
"DUS4L",7.92181550096042e-05,0.644071133136935,0.121,0.056,1,"DUS4L","Not Significant"
"NAE1",7.93146778564841e-05,0.303335234890307,0.653,0.503,1,"NAE1","Not Significant"
"ZWILCH",7.93512461898718e-05,0.35083408760293,0.199,0.111,1,"ZWILCH","Not Significant"
"ACSS2",7.94062802919215e-05,0.641890016199706,0.16,0.083,1,"ACSS2","Not Significant"
"PEX13",7.9500097083652e-05,0.436491944484111,0.242,0.145,1,"PEX13","Not Significant"
"ING3",8.01448684731146e-05,0.416774924260385,0.305,0.199,1,"ING3","Not Significant"
"SLC22A17",8.0815059559252e-05,-0.662644587072176,0.377,0.423,1,"SLC22A17","Not Significant"
"SLC30A5",8.11200689436125e-05,0.477038011492828,0.189,0.105,1,"SLC30A5","Not Significant"
"PHC2",8.13266406094802e-05,-1.06209245079853,0.149,0.215,1,"PHC2","Not Significant"
"TOR1AIP1",8.16350250920329e-05,0.418337997059159,0.178,0.095,1,"TOR1AIP1","Not Significant"
"UBAP1",8.31181951527189e-05,0.403528528967997,0.282,0.177,1,"UBAP1","Not Significant"
