"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"DPH5",5.26089566269254e-47,1.07178151708785,0.343,0.141,1.04071037999384e-42,"DPH5","Dorsal"
"CMTM6",5.8201028356417e-47,1.35806415362762,0.239,0.069,1.15133274294664e-42,"CMTM6","Dorsal"
"B3GAT2",9.50304116598844e-47,1.34308932110656,0.321,0.131,1.87989160345583e-42,"B3GAT2","Dorsal"
"GPC4",1.04972554305108e-46,1.63362736585695,0.183,0.036,2.07656706926365e-42,"GPC4","Dorsal"
"G3BP1",1.05306500243562e-46,0.81687315242604,0.445,0.211,2.08317318781813e-42,"G3BP1","Dorsal"
"MYCN",1.31035963897514e-46,1.70340166980869,0.216,0.058,2.59215343782063e-42,"MYCN","Dorsal"
"RAB13",1.62154500006709e-46,1.74214450673771,0.181,0.036,3.20774031913272e-42,"RAB13","Dorsal"
"MKI67",1.68395169344367e-46,3.60096478256417,0.13,0.011,3.33119323997027e-42,"MKI67","Dorsal"
"AKR7A2",1.75887533302039e-46,0.917025351628609,0.399,0.182,3.47940718378094e-42,"AKR7A2","Dorsal"
"HMG20B",2.00685434525267e-46,1.23810421322847,0.251,0.076,3.96995926577884e-42,"HMG20B","Dorsal"
"RPL29",2.12498978076907e-46,0.285872872333655,0.998,0.999,4.20365478431737e-42,"RPL29","Not Significant"
"LY6H",2.21041531277433e-46,-0.802198392657918,0.427,0.588,4.37264357173018e-42,"LY6H","Ventral"
"SLC25A1",2.32081430472904e-46,0.992272935517392,0.344,0.14,4.59103485761499e-42,"SLC25A1","Dorsal"
"ANK3",2.76035650601375e-46,-1.07544890159861,0.305,0.467,5.46053724019641e-42,"ANK3","Ventral"
"CENPN",2.92919248915915e-46,2.2754707187864,0.145,0.017,5.79452858205464e-42,"CENPN","Dorsal"
"LEF1",3.31104421846959e-46,1.79983055425847,0.178,0.035,6.54990767297655e-42,"LEF1","Dorsal"
"RPL35A",3.84789122243451e-46,0.258482098741721,0.998,0.999,7.61189841621994e-42,"RPL35A","Not Significant"
"HIF3A",4.49902512501359e-46,1.83677545720045,0.192,0.044,8.89997150230188e-42,"HIF3A","Dorsal"
"FJX1",4.83761872828376e-46,0.708965993553946,0.648,0.397,9.56977736829094e-42,"FJX1","Dorsal"
"CXCR4",7.04311186075591e-46,0.59480708068385,0.388,0.171,1.39326838829473e-41,"CXCR4","Dorsal"
"PLTP",7.6719944278264e-46,1.94880216798245,0.187,0.041,1.51767393771262e-41,"PLTP","Dorsal"
"RPL17",8.37334823457356e-46,0.688523929837597,0.631,0.388,1.65641574776334e-41,"RPL17","Dorsal"
"RTN4",9.43192673589541e-46,-0.329813199598808,0.965,0.972,1.86582374689483e-41,"RTN4","Not Significant"
"RMI2",9.93237837698602e-46,3.66800058947619,0.122,0.007,1.96482309053537e-41,"RMI2","Dorsal"
"FRMD4B",1.39990535402954e-45,1.36053839863653,0.304,0.119,2.76929277134123e-41,"FRMD4B","Dorsal"
"UHRF1",1.71257357721402e-45,2.65382530830419,0.148,0.02,3.38781305044478e-41,"UHRF1","Dorsal"
"ACTL6B",2.04041748105132e-45,-1.35968117234577,0.185,0.345,4.03635386101573e-41,"ACTL6B","Ventral"
"CDK2",2.93621409292927e-45,3.5777860588979,0.122,0.008,5.80841871863267e-41,"CDK2","Dorsal"
"AHCY",3.27698084615074e-45,1.00465027630898,0.34,0.139,6.48252350985539e-41,"AHCY","Dorsal"
"PDPN",3.33134795603175e-45,3.2120416099935,0.131,0.012,6.59007252662202e-41,"PDPN","Dorsal"
"BIRC5",3.40091341280357e-45,2.68176353545175,0.164,0.03,6.72768691320803e-41,"BIRC5","Dorsal"
"DDIT4",4.02052550562999e-45,0.902126395355238,0.565,0.337,7.95340355523725e-41,"DDIT4","Dorsal"
"IVNS1ABP",4.65397749979322e-45,1.03179249046062,0.342,0.142,9.20649829009095e-41,"IVNS1ABP","Dorsal"
"CSTB",5.91537750904493e-45,0.69059445404586,0.643,0.397,1.17017997883927e-40,"CSTB","Dorsal"
"RAB2A",5.93707947791463e-45,-0.575439737232658,0.76,0.791,1.17447306232107e-40,"RAB2A","Ventral"
"PKIA",6.88525269883156e-45,-1.4054209208011,0.229,0.378,1.36204068888286e-40,"PKIA","Ventral"
"CENPM",7.53249003079176e-45,2.79430923776402,0.135,0.014,1.49007717789123e-40,"CENPM","Dorsal"
"PRC1",1.17866109751571e-44,2.18165598354752,0.176,0.037,2.33162738310558e-40,"PRC1","Dorsal"
"EFNA4",1.35331071873668e-44,3.61851953977057,0.119,0.007,2.67711926380491e-40,"EFNA4","Dorsal"
"STMN4",1.51313514470153e-44,-0.67721669826932,0.723,0.797,2.99328394324857e-40,"STMN4","Ventral"
"TRAPPC6A",1.59681579785334e-44,1.56510306496424,0.231,0.07,3.15882101131348e-40,"TRAPPC6A","Dorsal"
"MFGE8",1.75092957236678e-44,2.95031812018557,0.129,0.012,3.46368888005596e-40,"MFGE8","Dorsal"
"MCM6",1.75378647431981e-44,1.89921007777378,0.188,0.044,3.46934040349945e-40,"MCM6","Dorsal"
"THSD7A",2.1349815020626e-44,1.50688529822873,0.331,0.151,4.22342040738023e-40,"THSD7A","Dorsal"
"SPC25",2.17503264008039e-44,4.48238012464727,0.115,0.006,4.30264956860703e-40,"SPC25","Dorsal"
"RTF1",2.54455963349004e-44,-0.505556142758525,0.844,0.854,5.03364786696999e-40,"RTF1","Ventral"
"RPL22",2.6780415813889e-44,0.30978988185631,0.989,0.983,5.29770185630351e-40,"RPL22","Not Significant"
"LRRC42",3.94017454119866e-44,0.925015604355042,0.327,0.128,7.79445327739919e-40,"LRRC42","Dorsal"
"ADAMTS6",8.47612936576979e-44,3.7691733056642,0.118,0.008,1.67674791113658e-39,"ADAMTS6","Dorsal"
"HSD17B12",9.86833578546194e-44,0.65260525895163,0.45,0.228,1.95215418508008e-39,"HSD17B12","Dorsal"
"MEAF6",1.07341952095701e-43,-0.580313185171974,0.732,0.761,2.12343849635715e-39,"MEAF6","Ventral"
"DCTN3",1.20658296927387e-43,-0.606311241769186,0.683,0.736,2.38686242981756e-39,"DCTN3","Ventral"
"PGM2L1",1.58810002412994e-43,-0.894853382664204,0.421,0.556,3.14157946773385e-39,"PGM2L1","Ventral"
"AIF1L",1.61314234455408e-43,2.74146556164759,0.132,0.014,3.19111818599687e-39,"AIF1L","Dorsal"
"CIRBP",1.88506412308417e-43,-0.361755355430132,0.964,0.953,3.72903384828511e-39,"CIRBP","Not Significant"
"NDUFA4",2.4612864110453e-43,-0.381789965233249,0.97,0.961,4.86891677832981e-39,"NDUFA4","Not Significant"
"RPL23",2.49836397033015e-43,0.29319657111726,0.995,0.992,4.9422636061071e-39,"RPL23","Not Significant"
"CHST10",2.56504382661256e-43,1.12203904105348,0.309,0.124,5.07416969780498e-39,"CHST10","Dorsal"
"LRRC17",2.89375454724245e-43,2.60579088276107,0.148,0.023,5.72442524535502e-39,"LRRC17","Dorsal"
"NUP37",4.80745432195581e-43,1.5234310934392,0.198,0.05,9.51010613969297e-39,"NUP37","Dorsal"
"NIT2",4.88972518109537e-43,1.41957360505418,0.229,0.07,9.67285435324287e-39,"NIT2","Dorsal"
"SMC2",4.91029701928807e-43,1.52932692739206,0.241,0.08,9.71354956355567e-39,"SMC2","Dorsal"
"RPS10",5.21893997811613e-43,0.379342320537615,0.95,0.874,1.03241070647093e-38,"RPS10","Not Significant"
"RPA3",5.6158756476355e-43,1.05137638029518,0.366,0.167,1.11093252061526e-38,"RPA3","Dorsal"
"CENPH",5.77413899238162e-43,1.19040753334579,0.332,0.146,1.14224017547293e-38,"CENPH","Dorsal"
"FADS1",6.82226003640752e-43,0.645411359661972,0.663,0.434,1.34957948040214e-38,"FADS1","Dorsal"
"AKR1A1",7.12335099485199e-43,0.662125311762602,0.591,0.345,1.40914129380162e-38,"AKR1A1","Dorsal"
"FOXP2",7.27922198450381e-43,-2.81442363272123,0.048,0.159,1.43997569297454e-38,"FOXP2","Ventral"
"SIVA1",7.6554746464349e-43,1.03479519458099,0.361,0.163,1.51440599455775e-38,"SIVA1","Dorsal"
"BBX",1.18335444109306e-42,0.801772264404542,0.489,0.269,2.34091175537029e-38,"BBX","Dorsal"
"C1orf21",1.23737166809891e-42,0.93807219364375,0.338,0.145,2.44776863383326e-38,"C1orf21","Dorsal"
"RRM2",1.34779763948155e-42,3.78785897997364,0.118,0.009,2.6662132904224e-38,"RRM2","Dorsal"
"EDNRB",1.84148887631037e-42,4.57400705039243,0.108,0.004,3.64283329511717e-38,"EDNRB","Dorsal"
"SVIP",1.88278056689827e-42,1.16541856847516,0.229,0.071,3.72451651743815e-38,"SVIP","Dorsal"
"PDGFC",1.90621103303252e-42,2.30878683894212,0.15,0.025,3.77086666554493e-38,"PDGFC","Dorsal"
"RCOR2",2.21832017887377e-42,1.29854979100552,0.262,0.094,4.3882809778481e-38,"RCOR2","Dorsal"
"LSS",2.26546094955322e-42,1.43216891802301,0.229,0.071,4.48153485040619e-38,"LSS","Dorsal"
"FAM84A",3.23963666918348e-42,-2.56593359936786,0.03,0.129,6.40864925897876e-38,"FAM84A","Ventral"
"ADGRL3",4.49425856194504e-42,-1.91475048697193,0.068,0.191,8.89054228723967e-38,"ADGRL3","Ventral"
"SNRPA",4.54122854027739e-42,0.912465670682028,0.388,0.181,8.98345829837673e-38,"SNRPA","Dorsal"
"SFRP2",4.66473387448593e-42,2.68653935871296,0.13,0.015,9.22777655050806e-38,"SFRP2","Dorsal"
"ZNF219",6.84074338079888e-42,1.21918862194844,0.249,0.084,1.35323585558964e-37,"ZNF219","Dorsal"
"DYNLRB1",7.29033278313016e-42,-0.54566772070048,0.738,0.773,1.44217363115881e-37,"DYNLRB1","Ventral"
"CYB5A",7.30567049571788e-42,0.830460350471678,0.429,0.213,1.44520773746291e-37,"CYB5A","Dorsal"
"FTL",7.87671695082711e-42,-0.275902096530227,0.988,0.993,1.55817214721262e-37,"FTL","Not Significant"
"WDR54",9.9234218995216e-42,0.79870797087837,0.432,0.215,1.96305132016336e-37,"WDR54","Dorsal"
"CSRNP3",1.02929945534934e-41,-1.11394038158306,0.323,0.459,2.03616018257206e-37,"CSRNP3","Ventral"
"NR2E1",1.13632772034639e-41,2.91013159814277,0.119,0.01,2.24788349638923e-37,"NR2E1","Dorsal"
"CDCA5",1.47480301910294e-41,3.5779899663921,0.115,0.008,2.91745533238944e-37,"CDCA5","Dorsal"
"RPS27A",1.50600756768007e-41,0.259008508087768,1,0.998,2.97918417038471e-37,"RPS27A","Not Significant"
"SCN3B",1.66269053371113e-41,-1.25909117265211,0.194,0.347,3.28913441378735e-37,"SCN3B","Ventral"
"NOVA1",2.2982567706325e-41,-1.13791934738756,0.49,0.557,4.54641154366521e-37,"NOVA1","Ventral"
"SEC11C",2.52893559072923e-41,-0.851170174224841,0.482,0.579,5.00274038558057e-37,"SEC11C","Ventral"
"PRCP",3.15039004880474e-41,1.90999850705346,0.17,0.037,6.23210159454553e-37,"PRCP","Dorsal"
"TMEM160",3.40875479720076e-41,-0.944200334598815,0.473,0.565,6.74319873982254e-37,"TMEM160","Ventral"
"ANP32B",3.77560004289086e-41,0.784609316300382,0.524,0.302,7.4688920048467e-37,"ANP32B","Dorsal"
"NEDD1",3.88838728705937e-41,2.74613817868888,0.127,0.015,7.69200773126084e-37,"NEDD1","Dorsal"
"QARS",4.04568945097322e-41,0.744144475867687,0.44,0.222,8.00318287191522e-37,"QARS","Dorsal"
"TUBB6",4.16857165311562e-41,2.72857505372049,0.127,0.015,8.24626844419331e-37,"TUBB6","Dorsal"
"QPRT",4.18089623032898e-41,1.66620868812434,0.202,0.057,8.27064892283679e-37,"QPRT","Dorsal"
"FGFR3",4.6896530103867e-41,4.22083960668475,0.103,0.003,9.27707158514696e-37,"FGFR3","Dorsal"
"SHTN1",6.45794455001221e-41,-1.06977643881419,0.264,0.431,1.27751059088342e-36,"SHTN1","Ventral"
"PRDM8",6.7997593091374e-41,2.63927626568953,0.132,0.017,1.34512838653356e-36,"PRDM8","Dorsal"
"SDHD",7.15065850695703e-41,1.38268603193051,0.224,0.071,1.41454326584624e-36,"SDHD","Dorsal"
"CECR2",8.71237636006667e-41,1.96730964151779,0.161,0.033,1.72348229154839e-36,"CECR2","Dorsal"
"NSMF",9.77750392580677e-41,1.38298244656596,0.243,0.085,1.93418582660309e-36,"NSMF","Dorsal"
"CPNE1",1.17988916627609e-40,0.791408959167719,0.405,0.194,2.33405674872736e-36,"CPNE1","Dorsal"
"IFITM3",1.31518070653752e-40,2.14005611595024,0.143,0.023,2.60169047367251e-36,"IFITM3","Dorsal"
"DCTD",1.35985365081742e-40,1.75455010849993,0.173,0.04,2.69006249204701e-36,"DCTD","Dorsal"
"NCAM1",1.48158850522911e-40,-0.6557144063059,0.618,0.704,2.93087838104423e-36,"NCAM1","Ventral"
"FANCL",1.92289272308115e-40,1.11280763591222,0.27,0.101,3.80386638479912e-36,"FANCL","Dorsal"
"FADS2",3.16525769480678e-40,0.835425399787308,0.386,0.184,6.26151277186677e-36,"FADS2","Dorsal"
"MYL12A",3.9216193396316e-40,1.23078185099804,0.25,0.089,7.75774737765923e-36,"MYL12A","Dorsal"
"NHSL1",4.07316971897745e-40,1.2827209260456,0.204,0.057,8.05754433808119e-36,"NHSL1","Dorsal"
"SEPT6",5.05399366582974e-40,-1.32515427866784,0.243,0.379,9.99781026974439e-36,"SEPT6","Ventral"
"IMPA2",5.18729357283806e-40,4.50186816732806,0.101,0.004,1.02615041457883e-35,"IMPA2","Dorsal"
"GNAI2",5.52828023071322e-40,0.69462266308486,0.614,0.395,1.09360439523969e-35,"GNAI2","Dorsal"
"MORF4L1",5.75634059712308e-40,-0.388735051932322,0.939,0.907,1.13871929692289e-35,"MORF4L1","Not Significant"
"COA4",5.7965600712378e-40,0.919260296668415,0.336,0.145,1.14667551329226e-35,"COA4","Dorsal"
"ITGB3BP",5.95975167471189e-40,1.31646765115622,0.24,0.083,1.17895807629151e-35,"ITGB3BP","Dorsal"
"TK1",6.02764002148287e-40,3.76304470205327,0.106,0.006,1.19238774904974e-35,"TK1","Dorsal"
"TIFA",6.79955865619137e-40,1.97804351106634,0.144,0.025,1.34508869336778e-35,"TIFA","Dorsal"
"MAPKAPK3",6.96450467461294e-40,2.45818525845426,0.13,0.017,1.37771831473193e-35,"MAPKAPK3","Dorsal"
"DCXR",7.10562993105984e-40,0.917525758032874,0.361,0.169,1.40563571296226e-35,"DCXR","Dorsal"
"E2F1",8.65548611431098e-40,3.70030594821185,0.109,0.008,1.712228263133e-35,"E2F1","Dorsal"
"SQLE",9.74599430626765e-40,0.49530684258091,0.847,0.676,1.92795259366587e-35,"SQLE","Not Significant"
"NFIX",1.13794153866772e-39,3.27509758551599,0.112,0.009,2.25107595179248e-35,"NFIX","Dorsal"
"DDX24",1.15406617833619e-39,-0.567355249167679,0.763,0.779,2.28297371398465e-35,"DDX24","Ventral"
"HDGF",1.30118935952241e-39,0.840456998164772,0.462,0.25,2.57401279100723e-35,"HDGF","Dorsal"
"RPS28",1.38136747952132e-39,0.261263701903131,0.993,0.996,2.73262114798907e-35,"RPS28","Not Significant"
"ALDH9A1",1.68622958845516e-39,0.853558203499128,0.352,0.156,3.335699371882e-35,"ALDH9A1","Dorsal"
"LSM2",1.8520866425015e-39,0.589086685109633,0.604,0.368,3.66379779619648e-35,"LSM2","Dorsal"
"BSG",1.87069178472851e-39,0.550927906190737,0.768,0.534,3.70060248854994e-35,"BSG","Dorsal"
"SPTSSA",1.9055167455014e-39,0.840077916868391,0.343,0.151,3.76949322595087e-35,"SPTSSA","Dorsal"
"SLC16A1",2.07568853052581e-39,1.2022676998713,0.242,0.084,4.10612705108615e-35,"SLC16A1","Dorsal"
"IGFBP5",2.10701182223692e-39,1.56241821412517,0.376,0.196,4.16809078674907e-35,"IGFBP5","Dorsal"
"WDR76",2.5436715675528e-39,2.59907428008515,0.124,0.015,5.03189109493295e-35,"WDR76","Dorsal"
"GAREM1",2.68903358481043e-39,3.7375671286154,0.113,0.01,5.31944623747199e-35,"GAREM1","Dorsal"
"PYCR1",3.03664087756488e-39,1.0302101524635,0.321,0.14,6.00708298399884e-35,"PYCR1","Dorsal"
"C19orf48",3.15905993751556e-39,1.19885392246609,0.275,0.109,6.24925236839327e-35,"C19orf48","Dorsal"
"LACTB2",3.21756055784045e-39,2.99659100938668,0.115,0.011,6.36497829551999e-35,"LACTB2","Dorsal"
"TP53",3.5840068882949e-39,1.70753348078134,0.176,0.044,7.08988242642497e-35,"TP53","Dorsal"
"KIFAP3",3.67718549212108e-39,-0.848800737621242,0.387,0.524,7.27420834051393e-35,"KIFAP3","Ventral"
"LTBP1",4.31543764796332e-39,4.18562097224352,0.102,0.005,8.53679875520105e-35,"LTBP1","Dorsal"
"HNRNPDL",4.65570560842929e-39,-0.4483769607347,0.973,0.969,9.20991683459482e-35,"HNRNPDL","Not Significant"
"PCDH10",4.71224049949442e-39,-2.39697419710369,0.035,0.132,9.32175415609987e-35,"PCDH10","Ventral"
"MSI1",5.05367466652118e-39,1.00595224232082,0.329,0.145,9.9971792253122e-35,"MSI1","Dorsal"
"HMGN5",5.36757494942946e-39,1.56461276530504,0.205,0.062,1.06181367649614e-34,"HMGN5","Dorsal"
"NT5C",6.2614698847039e-39,1.18837614223353,0.233,0.079,1.23864397259212e-34,"NT5C","Dorsal"
"PTMS",7.26309374098429e-39,-0.334867023858243,0.917,0.941,1.43678520384151e-34,"PTMS","Not Significant"
"PREX1",7.71631301193271e-39,3.95275064096764,0.103,0.006,1.52644104002053e-34,"PREX1","Dorsal"
"HN1L",8.17820568033087e-39,1.06293629232063,0.27,0.103,1.61781264768305e-34,"HN1L","Dorsal"
"DYNC1I1",8.74521887256054e-39,-2.07691236866498,0.089,0.211,1.72997919736993e-34,"DYNC1I1","Ventral"
"DNPEP",8.85551896199366e-39,1.22393291122764,0.227,0.076,1.75179876106159e-34,"DNPEP","Dorsal"
"MIS18BP1",9.7047382734022e-39,2.32398267045816,0.133,0.02,1.91979132524442e-34,"MIS18BP1","Dorsal"
"CENPW",1.21434547404936e-38,1.63969691856858,0.183,0.049,2.40221821676444e-34,"CENPW","Dorsal"
"BTG1",1.30759301090866e-38,-0.444182002492008,0.855,0.924,2.58668049417951e-34,"BTG1","Not Significant"
"ADH5",1.46030064727478e-38,0.622689979919645,0.568,0.325,2.88876674043897e-34,"ADH5","Dorsal"
"GGH",2.72780293175657e-38,0.766492214875583,0.449,0.235,5.39613975960085e-34,"GGH","Dorsal"
"C8orf4",3.46032439521147e-38,3.83043024586644,0.108,0.009,6.84521371860732e-34,"C8orf4","Dorsal"
"DYNC1I2",3.73576210911864e-38,-0.546303368060633,0.767,0.796,7.39008460425849e-34,"DYNC1I2","Ventral"
"RRM1",3.77498930101928e-38,0.960079266761972,0.348,0.165,7.46768383527635e-34,"RRM1","Dorsal"
"SAP30",4.25529688824483e-38,1.49705011299844,0.199,0.06,8.41782830432592e-34,"SAP30","Dorsal"
"KIAA1456",4.54668192568824e-38,2.85091772112393,0.129,0.02,8.99424618539647e-34,"KIAA1456","Dorsal"
"ROBO2",4.81543266075506e-38,-1.38489714027215,0.182,0.322,9.52588888950567e-34,"ROBO2","Ventral"
"LIN7A",4.98833568755347e-38,1.45443865140655,0.21,0.067,9.86792565711828e-34,"LIN7A","Dorsal"
"CDK5R1",5.8707897262591e-38,-0.96202252512298,0.311,0.455,1.16135962364858e-33,"CDK5R1","Ventral"
"SERINC1",7.04232307747456e-38,-0.791228405947077,0.459,0.564,1.39311235118602e-33,"SERINC1","Ventral"
"ELMO1",7.38530233542139e-38,-2.29762816096793,0.048,0.152,1.46096050799306e-33,"ELMO1","Ventral"
"TMEM206",8.21315426560603e-38,1.24040130601341,0.256,0.099,1.62472617682219e-33,"TMEM206","Dorsal"
"PPIA",9.03250908230994e-38,0.309615641132161,0.979,0.943,1.78681094666255e-33,"PPIA","Not Significant"
"FAM64A",9.4521530834491e-38,2.90768959562546,0.115,0.012,1.8698249229679e-33,"FAM64A","Dorsal"
"HADHA",1.05365754627287e-37,0.674494447761609,0.481,0.26,2.08434535803699e-33,"HADHA","Dorsal"
"CDH7",1.07487767077519e-37,2.56214578352922,0.156,0.036,2.12632300832747e-33,"CDH7","Dorsal"
"FAM213A",1.10861494930964e-37,0.594161554488553,0.616,0.379,2.19306209272433e-33,"FAM213A","Dorsal"
"ATIC",1.2024919414116e-37,0.829675311999632,0.357,0.165,2.37876955850042e-33,"ATIC","Dorsal"
"MAGOH",1.24035419238065e-37,0.70242968534899,0.449,0.236,2.45366866336741e-33,"MAGOH","Dorsal"
"IMPDH2",1.44489074947966e-37,0.657570626621337,0.568,0.337,2.85828288062066e-33,"IMPDH2","Dorsal"
"BDH2",1.78787110845267e-37,1.58307261134845,0.174,0.045,3.53676662674108e-33,"BDH2","Dorsal"
"RPP25",1.82616674272823e-37,-2.77804609632412,0.031,0.122,3.61252305046499e-33,"RPP25","Ventral"
"ITGB8",2.91615866861168e-37,1.46605237550701,0.17,0.042,5.76874507824763e-33,"ITGB8","Dorsal"
"TCF7L1",3.25487978856007e-37,3.50620877070566,0.107,0.009,6.43880319772954e-33,"TCF7L1","Dorsal"
"ST3GAL1",3.83071419314239e-37,1.79024597981795,0.19,0.056,7.57791881687427e-33,"ST3GAL1","Dorsal"
"P4HB",4.27966462465085e-37,0.65280304413989,0.582,0.36,8.46603256048432e-33,"P4HB","Dorsal"
"SH3GL2",4.69165809559293e-37,1.63874070313994,0.236,0.09,9.28103804470193e-33,"SH3GL2","Dorsal"
"KIF3A",4.85859960977662e-37,-0.663337142053058,0.516,0.619,9.61128174806011e-33,"KIF3A","Ventral"
"GAPDH",5.54438025812231e-37,0.406504234625666,0.995,0.992,1.09678930266175e-32,"GAPDH","Not Significant"
"SEC62",5.5834811215245e-37,-0.507840932465216,0.792,0.777,1.10452423545998e-32,"SEC62","Ventral"
"NAP1L3",6.13779850728631e-37,-1.30891369801353,0.302,0.422,1.21417930071138e-32,"NAP1L3","Ventral"
"PPT1",6.81245622874058e-37,0.938754045134142,0.333,0.153,1.34764009116946e-32,"PPT1","Dorsal"
"CRTAP",7.68556140216294e-37,1.49570779647884,0.18,0.049,1.52035775657587e-32,"CRTAP","Dorsal"
"ACOT7",7.79930439258497e-37,-0.896278169768448,0.431,0.539,1.54285839494116e-32,"ACOT7","Ventral"
"CD63",9.11113899653199e-37,0.599542567440217,0.74,0.533,1.80236551629396e-32,"CD63","Dorsal"
"SEPW1",1.05917247396248e-36,-0.595805991263181,0.639,0.706,2.09525498799257e-32,"SEPW1","Ventral"
"DPF1",1.24389013755248e-36,-0.948552509280609,0.332,0.461,2.46066347010632e-32,"DPF1","Ventral"
"DECR1",1.36968594858295e-36,1.39264306459325,0.182,0.05,2.70951274348679e-32,"DECR1","Dorsal"
"BHLHE22",1.40139415925749e-36,3.22826424526461,0.11,0.012,2.77223792584316e-32,"BHLHE22","Dorsal"
"PDIA4",1.42352960589794e-36,0.972966838979526,0.305,0.133,2.8160262663873e-32,"PDIA4","Dorsal"
"RIC3",1.47422695401657e-36,-1.17345054274299,0.167,0.311,2.91631576043557e-32,"RIC3","Ventral"
"FOS",1.66155412619438e-36,1.54671821366952,0.319,0.157,3.28688637243772e-32,"FOS","Dorsal"
"DCLK1",2.1348409004316e-36,-1.09204661251022,0.284,0.419,4.2231422692338e-32,"DCLK1","Ventral"
"PPIF",2.21902347302719e-36,1.26445109034854,0.216,0.073,4.38967223434239e-32,"PPIF","Dorsal"
"NDN",2.36054434996311e-36,-0.550964433372223,0.733,0.755,4.66962883309702e-32,"NDN","Ventral"
"CCNG1",2.56572244030095e-36,0.710300685531408,0.499,0.289,5.07551213140335e-32,"CCNG1","Dorsal"
"ADD3",2.74674974111898e-36,1.56444878463256,0.186,0.055,5.43362033788157e-32,"ADD3","Dorsal"
"COX6C",2.85051105379049e-36,-0.408691491705108,0.925,0.9,5.63888096660836e-32,"COX6C","Not Significant"
"MSH6",3.02502100720231e-36,0.821351492194314,0.386,0.193,5.9840965564476e-32,"MSH6","Dorsal"
"PDLIM4",3.29442542747823e-36,3.39412377373395,0.104,0.009,6.51703238063743e-32,"PDLIM4","Dorsal"
"NAB1",3.48678300918022e-36,2.00569017042656,0.146,0.031,6.89755414876031e-32,"NAB1","Dorsal"
"IFT57",3.55545136347548e-36,0.830506540861176,0.341,0.156,7.0333938872272e-32,"IFT57","Dorsal"
"CDCA7",3.95982677011166e-36,1.43531192631052,0.188,0.056,7.83332931663489e-32,"CDCA7","Dorsal"
"DNAJC21",4.22479057669841e-36,1.26274635811326,0.236,0.088,8.35748071882479e-32,"DNAJC21","Dorsal"
"KMT2E",5.20545059188364e-36,-0.473388950547724,0.782,0.802,1.02974223608642e-31,"KMT2E","Not Significant"
"NOTCH2",5.3078224488222e-36,2.89641882766634,0.109,0.012,1.04999343682601e-31,"NOTCH2","Dorsal"
"SCML1",5.53760269166202e-36,1.04388685101326,0.248,0.093,1.09544856446458e-31,"SCML1","Dorsal"
"DAB1",6.05668581146482e-36,1.96161908209644,0.157,0.038,1.19813358722397e-31,"DAB1","Dorsal"
"SMARCD3",6.7085288567923e-36,-1.13349467165579,0.295,0.416,1.32708117845065e-31,"SMARCD3","Ventral"
"ATP6V0E1",6.74832288483592e-36,0.674003112546705,0.451,0.237,1.33495323307824e-31,"ATP6V0E1","Dorsal"
"METTL5",9.69710843681262e-36,0.719445754882391,0.428,0.228,1.91828199097027e-31,"METTL5","Dorsal"
"NBPF14",1.02545041325623e-35,3.09583110896594,0.104,0.009,2.02854600750348e-31,"NBPF14","Dorsal"
"SLC25A37",1.39320988007263e-35,1.15475789950014,0.233,0.084,2.75604778475968e-31,"SLC25A37","Dorsal"
"SSR3",1.61458871946416e-35,0.696645044592683,0.41,0.211,3.19397940484401e-31,"SSR3","Dorsal"
"C16orf45",1.61674879938639e-35,-0.816249172044915,0.463,0.556,3.19825247494615e-31,"C16orf45","Ventral"
"ARID4A",1.63609888519455e-35,-0.683243107052537,0.553,0.627,3.23653081469186e-31,"ARID4A","Ventral"
"FZD7",1.76281962507804e-35,2.31014281820517,0.134,0.026,3.48720978232938e-31,"FZD7","Dorsal"
"RPS19",1.8419607894311e-35,0.268321979783618,1,1,3.64376683365259e-31,"RPS19","Not Significant"
"FAM126A",1.86512785006439e-35,1.37248854583084,0.189,0.057,3.68959591299737e-31,"FAM126A","Dorsal"
"PLP1",1.87931204057896e-35,1.65593954684347,0.244,0.099,3.7176550786733e-31,"PLP1","Dorsal"
"LDLR",1.96922505395127e-35,0.902405854422419,0.305,0.136,3.89552100172641e-31,"LDLR","Dorsal"
"MLLT4",1.98471946277994e-35,0.612485403754684,0.593,0.376,3.92617204127129e-31,"MLLT4","Dorsal"
"FAM215B",2.3610990730418e-35,-0.841197970915396,0.51,0.588,4.6707261862913e-31,"FAM215B","Ventral"
"ARL4C",2.39708339978203e-35,-1.35708393726353,0.192,0.323,4.74191038144881e-31,"ARL4C","Ventral"
"LSM4",2.61651802794374e-35,0.530297410566359,0.744,0.548,5.1759959628783e-31,"LSM4","Dorsal"
"SPINT2",4.27767463304587e-35,-0.900839714810445,0.326,0.465,8.46209595909134e-31,"SPINT2","Ventral"
"ATP6V1G1",4.7311076415958e-35,-0.417032028017506,0.891,0.89,9.35907713660482e-31,"ATP6V1G1","Not Significant"
"FAM162A",5.02980428109789e-35,0.871275452040785,0.389,0.198,9.94995882886784e-31,"FAM162A","Dorsal"
"AK4",5.34903998162125e-35,1.98943800224469,0.136,0.027,1.05814708916432e-30,"AK4","Dorsal"
"EIF3D",5.73979758582982e-35,0.517368088634683,0.689,0.444,1.13544675842885e-30,"EIF3D","Dorsal"
