"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"DLX6-AS1",0,-6.08406397960734,0.021,0.705,0,"DLX6-AS1","Ventral"
"NFIA",0,4.01681068347361,0.753,0.078,0,"NFIA","Dorsal"
"NFIB",0,2.95021125687028,0.872,0.255,0,"NFIB","Dorsal"
"DLX5",0,-5.83124378144358,0.021,0.637,0,"DLX5","Ventral"
"GAD2",0,-4.37266578560655,0.025,0.479,0,"GAD2","Ventral"
"SLC32A1",0,-5.85637727317301,0.016,0.469,0,"SLC32A1","Ventral"
"PTN",2.4967893970662e-317,3.50909256298498,0.753,0.218,4.93914878527635e-313,"PTN","Dorsal"
"DCX",3.77600631525905e-308,-1.46983074412353,0.686,0.964,7.46969569284544e-304,"DCX","Ventral"
"STMN1",4.52936006657598e-305,-0.988587201382352,0.979,0.999,8.95998008370061e-301,"STMN1","Ventral"
"STMN2",1.29302377904377e-302,-1.43234103390909,0.58,0.991,2.55785963970439e-298,"STMN2","Ventral"
"DLX2",1.9589875438509e-298,-3.57864672279642,0.09,0.556,3.87526915924586e-294,"DLX2","Ventral"
"VIM",4.54090408273064e-277,3.41341338434754,0.83,0.441,8.98281645645776e-273,"VIM","Dorsal"
"CD24",1.64456612973335e-276,-1.17541462650974,0.854,0.988,3.25328071783851e-272,"CD24","Ventral"
"INA",1.52006412406174e-274,-2.00780076226213,0.332,0.767,3.00699085021893e-270,"INA","Ventral"
"TMSB10",8.15724646573328e-262,-0.915440039066712,0.995,1,1.61366649585136e-257,"TMSB10","Ventral"
"IGFBP2",1.85702504541002e-250,2.68279069697276,0.725,0.258,3.67356694483009e-246,"IGFBP2","Dorsal"
"DLX6",4.12398867664723e-246,-5.515872367736,0.012,0.354,8.15807440014355e-242,"DLX6","Ventral"
"PTPRZ1",8.08588213067337e-244,3.08245949407511,0.583,0.08,1.59954920308981e-239,"PTPRZ1","Dorsal"
"MLLT11",7.7866675998201e-237,-0.982866923043193,0.903,0.998,1.54035858459641e-232,"MLLT11","Ventral"
"NNAT",1.94403396575439e-231,-1.24767974633864,0.911,0.981,3.84568799105533e-227,"NNAT","Ventral"
"ZFHX3",1.93688937298896e-226,-3.37867079021175,0.111,0.496,3.83155455764677e-222,"ZFHX3","Ventral"
"FGFBP3",1.57075434668612e-224,3.5341244541211,0.591,0.136,3.10726624861448e-220,"FGFBP3","Dorsal"
"EZR",6.3855027808402e-216,2.96049724037238,0.548,0.078,1.26318016010581e-211,"EZR","Dorsal"
"LDHB",1.21410328788518e-212,0.817776960931946,0.989,0.911,2.40173912409447e-208,"LDHB","Dorsal"
"MARCKSL1",2.36183209272472e-209,-0.722763940750954,0.995,0.999,4.67217624582804e-205,"MARCKSL1","Ventral"
"GNG5",1.98352284393831e-206,2.8009208266089,0.548,0.096,3.92380488987877e-202,"GNG5","Dorsal"
"VAMP2",3.28218816022941e-206,-1.0930413048911,0.824,0.939,6.49282461856583e-202,"VAMP2","Ventral"
"NREP",8.13231336655658e-206,-1.09107555926573,0.791,0.944,1.60873423017222e-201,"NREP","Ventral"
"ZFP36L1",3.10470662144588e-204,5.05505427751376,0.439,0.028,6.14173063854423e-200,"ZFP36L1","Dorsal"
"NAP1L1",3.1369273035807e-204,1.23117447009185,0.966,0.86,6.20546959194335e-200,"NAP1L1","Dorsal"
"RPS7",3.30815977805556e-202,0.728675739443991,0.998,0.992,6.54420167294951e-198,"RPS7","Dorsal"
"LHX2",7.87476626760735e-198,2.72016536735454,0.515,0.077,1.55778626305809e-193,"LHX2","Dorsal"
"RTN1",2.5084527455651e-196,-1.08759916386851,0.497,0.931,4.96222122127688e-192,"RTN1","Ventral"
"FABP7",8.02070084494965e-193,2.84970662348609,0.678,0.276,1.58665504114794e-188,"FABP7","Dorsal"
"GAD1",2.47427981216236e-192,-4.89026805038197,0.015,0.299,4.89462032441958e-188,"GAD1","Ventral"
"HES1",2.83694670078902e-190,4.54732785529879,0.446,0.047,5.61204796350085e-186,"HES1","Dorsal"
"HSPB1",6.23169336930437e-187,2.294640098988,0.618,0.177,1.23275358231579e-182,"HSPB1","Dorsal"
"RPS2",9.26799410141757e-187,0.524463336319895,1,1,1.83339459314242e-182,"RPS2","Dorsal"
"RPL7A",2.00777965723288e-185,0.599608679509998,0.998,0.998,3.97178971793808e-181,"RPL7A","Dorsal"
"ETFB",1.04834875750813e-183,-1.9177038700633,0.484,0.73,2.07384351210259e-179,"ETFB","Ventral"
"PRDX1",2.84725340435984e-183,1.29399149515935,0.9,0.604,5.63243668450464e-179,"PRDX1","Dorsal"
"RPS6",5.19593304854528e-182,0.83077588104292,0.996,0.994,1.02785947566323e-177,"RPS6","Dorsal"
"GNB2L1",2.89451281837128e-178,0.608994095376393,0.998,0.992,5.72592525730206e-174,"GNB2L1","Dorsal"
"SOX5",6.99659493961286e-178,3.66656933210215,0.433,0.044,1.38406641095422e-173,"SOX5","Dorsal"
"HMP19",1.25967307050279e-177,-1.32247743702306,0.431,0.801,2.49188526806862e-173,"HMP19","Ventral"
"TUBB2A",2.90972022577088e-177,-0.8662272955584,0.89,0.984,5.75600855061996e-173,"TUBB2A","Ventral"
"GSTP1",5.06291356032024e-177,1.19574595010365,0.896,0.626,1.00154556050255e-172,"GSTP1","Dorsal"
"NEUROD2",5.97444073111561e-177,4.2585523927672,0.474,0.098,1.18186386542929e-172,"NEUROD2","Dorsal"
"MAPT",1.2735463594278e-176,-1.33614061473348,0.446,0.794,2.51932940822008e-172,"MAPT","Ventral"
"EMX1",3.37566749528559e-176,4.53546475004554,0.391,0.021,6.67774543917396e-172,"EMX1","Dorsal"
"TSPO",1.19225838284874e-174,2.59938656365588,0.484,0.074,2.35852553295138e-170,"TSPO","Dorsal"
"DLX1",2.9684658895779e-174,-3.35723751272988,0.05,0.351,5.87221922276301e-170,"DLX1","Ventral"
"CALM2",3.15496004073058e-174,-0.689340367735218,0.983,0.998,6.24114195257324e-170,"CALM2","Ventral"
"EIF4G2",4.07283608173735e-174,-0.883425452037057,0.901,0.963,8.05688433689282e-170,"EIF4G2","Ventral"
"TERF2IP",4.99622796292244e-174,-0.946297046298951,0.807,0.933,9.88353815625318e-170,"TERF2IP","Ventral"
"EMX2",6.07089694673166e-173,3.9761191766781,0.398,0.026,1.20094483400246e-168,"EMX2","Dorsal"
"RPS17",9.25818135201314e-173,0.572497297983324,1,1,1.83145343505524e-168,"RPS17","Dorsal"
"SFRP1",2.91289821104856e-172,2.74949707238764,0.606,0.232,5.76229524109626e-168,"SFRP1","Dorsal"
"EBF1",5.11468775764403e-170,-4.98804815282427,0.028,0.297,1.01178753221714e-165,"EBF1","Ventral"
"RPL13",8.21950461641036e-170,0.526788707672576,1,1,1.6259824032183e-165,"RPL13","Dorsal"
"H3F3B",1.91366150042836e-168,-0.658668871417478,0.996,0.999,3.78560518014739e-164,"H3F3B","Ventral"
"FEZF2",1.06917738787804e-167,5.43649564036748,0.36,0.011,2.11504670870035e-163,"FEZF2","Dorsal"
"CKB",4.09700690393678e-167,0.842699486060365,0.988,0.928,8.10469905736773e-163,"CKB","Dorsal"
"TTYH1",3.44293258731365e-163,2.46202059162631,0.628,0.271,6.81080924422386e-159,"TTYH1","Dorsal"
"CCNI",1.27948449042593e-162,-0.703273877021095,0.979,0.994,2.53107621896058e-158,"CCNI","Ventral"
"NEUROD6",1.71828899639307e-161,4.20164293582844,0.471,0.116,3.39911929266477e-157,"NEUROD6","Dorsal"
"CSRP2",1.14936749659802e-156,1.91580991595045,0.712,0.314,2.27367878177021e-152,"CSRP2","Dorsal"
"TAC1",1.35063856584868e-154,-6.62697330095669,0.008,0.234,2.67183321096186e-150,"TAC1","Ventral"
"PBX3",2.99207917603317e-151,-3.48099643618432,0.114,0.407,5.91893102602882e-147,"PBX3","Ventral"
"SP9",1.77002774716023e-150,-4.41798478526734,0.022,0.262,3.50146888943236e-146,"SP9","Ventral"
"ATAT1",2.49284450714721e-147,-1.26434676595355,0.549,0.779,4.93134500403861e-143,"ATAT1","Ventral"
"SYNE2",2.58102932323321e-145,1.48214323130624,0.728,0.333,5.10579220721993e-141,"SYNE2","Dorsal"
"SIX3",8.38931560956149e-143,-4.91973014867608,0.027,0.262,1.65957441388345e-138,"SIX3","Ventral"
"RBFOX2",1.37983858910233e-140,-1.14214857741793,0.543,0.792,2.72959669696223e-136,"RBFOX2","Ventral"
"RPL12",2.19070575641813e-140,0.650725820549293,0.994,0.985,4.33365412734634e-136,"RPL12","Dorsal"
"HN1",2.0688414177884e-139,-0.621967733255392,0.963,0.988,4.09258209266901e-135,"HN1","Ventral"
"BTG3",6.71105399652968e-139,1.99626586245564,0.522,0.152,1.3275807015935e-134,"BTG3","Dorsal"
"RPS24",4.25863268523184e-138,0.576350852588691,1,0.999,8.42442717792562e-134,"RPS24","Dorsal"
"HEY1",3.43169543347081e-137,1.5736462830604,0.605,0.232,6.78857990649196e-133,"HEY1","Dorsal"
"SOX3",2.54407938261568e-136,3.57406156333097,0.348,0.034,5.03269783469033e-132,"SOX3","Dorsal"
"RPL41",1.06125870335986e-135,0.622020260057768,0.999,1,2.09938196698647e-131,"RPL41","Dorsal"
"EIF3E",2.79075668997399e-134,0.75766114215881,0.961,0.83,5.52067488410654e-130,"EIF3E","Dorsal"
"FTH1",5.03233653860722e-134,-0.524629195310832,0.996,0.999,9.9549681406728e-130,"FTH1","Ventral"
"PCSK1N",1.15374297303497e-133,-1.17083132878324,0.602,0.802,2.28233434925778e-129,"PCSK1N","Ventral"
"SERTAD4",4.16775131172844e-132,-3.24012119462266,0.06,0.312,8.2446456448612e-128,"SERTAD4","Ventral"
"CLIC1",1.33382442358804e-130,2.29890938385365,0.412,0.074,2.63857147474186e-126,"CLIC1","Dorsal"
"CKS2",2.49923728712387e-130,1.66718780448467,0.604,0.233,4.94399120138844e-126,"CKS2","Dorsal"
"SARAF",3.74407508616331e-130,-0.774123388465493,0.889,0.927,7.40652933544825e-126,"SARAF","Ventral"
"PHGDH",1.44843152530722e-129,2.18491797437979,0.499,0.156,2.86528724336275e-125,"PHGDH","Dorsal"
"ZNF503",1.51118303338953e-129,-3.32821893248741,0.077,0.334,2.98942227665117e-125,"ZNF503","Ventral"
"YBX3",1.517839028762e-127,3.88995117753065,0.32,0.026,3.00258916669699e-123,"YBX3","Dorsal"
"EFNB2",2.70877660952566e-127,1.62034698949588,0.585,0.219,5.35850188896365e-123,"EFNB2","Dorsal"
"CXADR",1.53033975864781e-126,-1.04330804665605,0.643,0.795,3.0273181105571e-122,"CXADR","Ventral"
"RPL5",1.9024304506007e-126,0.532657103005693,0.998,0.998,3.76338791737831e-122,"RPL5","Dorsal"
"CREB5",3.16529525625354e-126,3.37598540715603,0.343,0.042,6.26158707592076e-122,"CREB5","Dorsal"
"NME4",8.80120106411182e-126,1.68138595455537,0.56,0.202,1.7410535945026e-121,"NME4","Dorsal"
"RPL10A",4.15064280106683e-125,0.493112237914413,0.997,0.993,8.2108015890704e-121,"RPL10A","Not Significant"
"EEF1D",1.42971892063504e-124,0.99805557754299,0.886,0.686,2.82826996880024e-120,"EEF1D","Dorsal"
"BAZ1A",1.01135508667446e-122,1.56554409272488,0.536,0.168,2.00066263245941e-118,"BAZ1A","Dorsal"
"MASP1",9.87258483018845e-122,2.73468381943993,0.35,0.046,1.95299473110788e-117,"MASP1","Dorsal"
"RPS3",2.71666535033571e-121,0.563878071620926,0.999,0.998,5.37410739603409e-117,"RPS3","Dorsal"
"IFI44L",6.03633211193926e-121,5.38152621153495,0.276,0.009,1.19410721838382e-116,"IFI44L","Dorsal"
"YWHAQ",3.46721686826339e-120,-0.619185885672958,0.964,0.979,6.85884840879864e-116,"YWHAQ","Ventral"
"CRMP1",1.96890321715527e-119,-0.766531895343782,0.729,0.912,3.89488434417655e-115,"CRMP1","Ventral"
"CMBL",4.67279510854215e-119,2.73276434687066,0.365,0.062,9.24372328371808e-115,"CMBL","Dorsal"
"AKAP9",4.90754378579116e-119,-0.977762410523398,0.667,0.826,9.70810311705207e-115,"AKAP9","Ventral"
"TUBA1B",5.81644667827099e-119,1.34719508182965,0.951,0.87,1.15060948189557e-114,"TUBA1B","Dorsal"
"NEUROG2",1.04718255188633e-118,4.08086423374923,0.294,0.021,2.07153652414154e-114,"NEUROG2","Dorsal"
"TBR1",1.31157815745666e-118,3.74743645067353,0.306,0.027,2.59456391108077e-114,"TBR1","Dorsal"
"RXRG",2.31429674086102e-118,-6.0274433002052,0.007,0.185,4.57814181277128e-114,"RXRG","Ventral"
"RPL37",5.79284520099807e-117,0.510897804737028,0.997,0.988,1.14594063766144e-112,"RPL37","Dorsal"
"NACA",5.98417591444812e-117,0.520483734241828,0.995,0.991,1.18378967939613e-112,"NACA","Dorsal"
"HMGN3",1.75078961378885e-116,1.21432417393829,0.76,0.426,3.46341201399709e-112,"HMGN3","Dorsal"
"ZBTB18",4.92819585478632e-116,3.28662149851598,0.324,0.041,9.74895703993831e-112,"ZBTB18","Dorsal"
"RPL3",5.41144294274267e-115,0.420622966735587,0.999,0.999,1.07049164293335e-110,"RPL3","Not Significant"
"RAB3A",2.72130787354695e-114,-1.06882084863489,0.427,0.73,5.38329123545058e-110,"RAB3A","Ventral"
"DPYSL3",1.79255629117938e-113,-1.30485236403228,0.461,0.671,3.54603485521105e-109,"DPYSL3","Ventral"
"CD99",2.0465420214156e-112,2.42753750183786,0.376,0.076,4.04846942676435e-108,"CD99","Dorsal"
"CELF4",9.54154546548865e-112,-1.51443736166776,0.311,0.592,1.88750852398296e-107,"CELF4","Ventral"
"PEA15",1.5105056700577e-111,1.47627800703057,0.624,0.29,2.98808231650814e-107,"PEA15","Dorsal"
"TTC3",4.20373642672757e-111,-0.561829961435862,0.955,0.985,8.31583139935248e-107,"TTC3","Ventral"
"TMEM97",9.08884981540608e-111,1.34280857493505,0.626,0.278,1.79795627048363e-106,"TMEM97","Dorsal"
"NRXN3",1.96088041139577e-110,-3.64277497987943,0.034,0.236,3.87901362982311e-106,"NRXN3","Ventral"
"MEIS2",4.06298570089198e-110,-1.43510375718749,0.735,0.766,8.03739831350451e-106,"MEIS2","Ventral"
"RPS15",2.84965481619132e-109,0.443045253706781,0.999,0.999,5.63718715738967e-105,"RPS15","Not Significant"
"RUNX1T1",5.0642831661206e-109,-1.37827325740716,0.343,0.626,1.00181649592198e-104,"RUNX1T1","Ventral"
"EEF1A1",6.54156883216803e-109,0.350393439832436,1,1,1.29405314637948e-104,"EEF1A1","Not Significant"
"SPARC",4.88633882346952e-108,2.99765021215558,0.323,0.049,9.6661554605874e-104,"SPARC","Dorsal"
"MDK",9.87893152754306e-108,2.07107111189986,0.441,0.131,1.95425023477857e-103,"MDK","Dorsal"
"SOX4",2.62389781170978e-107,-0.640201071904582,0.982,0.998,5.19059465112429e-103,"SOX4","Ventral"
"RPS23",5.19393880188393e-107,0.425069983170181,0.999,1,1.02746497378868e-102,"RPS23","Not Significant"
"SP8",6.96137255513153e-107,-3.95943942453261,0.032,0.226,1.37709871885612e-102,"SP8","Ventral"
"RCN1",9.85574245874632e-107,1.79065067076246,0.504,0.197,1.9496629731892e-102,"RCN1","Dorsal"
"NFE2L2",1.23037855077805e-106,2.42910329525341,0.35,0.063,2.43393484914913e-102,"NFE2L2","Dorsal"
"SMC4",2.59648279432604e-106,2.37505282941503,0.402,0.105,5.13636226373577e-102,"SMC4","Dorsal"
"RPS20",1.3829822611328e-104,0.502040879582392,0.994,0.994,2.73581550897291e-100,"RPS20","Dorsal"
"PAFAH1B3",1.67715055419029e-104,-0.788102656025428,0.811,0.897,3.31773922629922e-100,"PAFAH1B3","Ventral"
"RPL7",3.16842483749515e-104,0.376940471392383,1,1,6.2677780135329e-100,"RPL7","Not Significant"
"APLP1",5.41021539907171e-104,-0.959126433775104,0.585,0.781,1.07024881024437e-99,"APLP1","Ventral"
"MYO10",8.32905819991402e-104,2.78129507746204,0.32,0.05,1.64765429310699e-99,"MYO10","Dorsal"
"TPI1",2.53683082939572e-103,0.885642125209462,0.925,0.739,5.01835874671062e-99,"TPI1","Dorsal"
"RPS26",5.86773107371925e-103,0.875756486593301,0.955,0.899,1.16075456100314e-98,"RPS26","Dorsal"
"PON2",6.39137434513155e-103,3.95212644576916,0.257,0.016,1.26434167295392e-98,"PON2","Dorsal"
"CCSER1",1.14190824892549e-102,-2.58561160301736,0.088,0.316,2.25892289802441e-98,"CCSER1","Ventral"
"MYCBP2",1.30409433918179e-102,-1.34372604551018,0.42,0.631,2.57975942176942e-98,"MYCBP2","Ventral"
"FDFT1",1.84267944513326e-102,0.829153167617186,0.881,0.669,3.64518847836262e-98,"FDFT1","Dorsal"
"SYNPR",5.37807201927492e-102,-4.52981861189964,0.019,0.192,1.06389020685296e-97,"SYNPR","Ventral"
"CFL1",7.01374690790464e-101,-0.481718151560834,0.992,0.997,1.3874594133217e-96,"CFL1","Not Significant"
"ISL1",1.19626603400626e-100,-6.5646583926129,0.002,0.147,2.36645346847119e-96,"ISL1","Ventral"
"RPS27L",1.25827864940714e-99,1.26484215020066,0.709,0.412,2.48912682425721e-95,"RPS27L","Dorsal"
"ZNF428",4.18416686013286e-98,-0.712602168290711,0.855,0.91,8.27711888271482e-94,"ZNF428","Ventral"
"CDC42",7.12740457271223e-98,-0.700169703996267,0.848,0.901,1.40994317257393e-93,"CDC42","Ventral"
"C1orf61",1.79420470335268e-97,0.707768762592721,0.907,0.668,3.54929574417227e-93,"C1orf61","Dorsal"
"GNG3",1.92368785197378e-97,-1.53774461266958,0.299,0.539,3.80543930877453e-93,"GNG3","Ventral"
"RPLP0",2.60637188743172e-97,0.522833743963775,0.998,0.997,5.15592486771743e-93,"RPLP0","Dorsal"
"NPC2",4.9773094962733e-97,1.7967300660111,0.428,0.132,9.84611364552785e-93,"NPC2","Dorsal"
"ACAA2",7.81349780810711e-97,3.34931241427257,0.259,0.022,1.54566613639975e-92,"ACAA2","Dorsal"
"KIAA0101",1.15079156328737e-96,4.23701882643857,0.276,0.037,2.27649587049507e-92,"KIAA0101","Dorsal"
"RPL39",2.4285398021395e-96,0.39861572391466,0.998,1,4.80413743659235e-92,"RPL39","Not Significant"
"ID2",4.27130916402785e-96,1.83395243937616,0.553,0.247,8.44950378827988e-92,"ID2","Dorsal"
"HES5",1.12301773206084e-95,3.72029882667039,0.262,0.026,2.22155367756276e-91,"HES5","Dorsal"
"RPL8",1.33073250359214e-95,0.440510883632932,0.997,0.997,2.63245503860597e-91,"RPL8","Not Significant"
"NPM1",2.75794227853225e-95,0.5663390820712,0.992,0.967,5.45576141539249e-91,"NPM1","Dorsal"
"ZFP36L2",3.09651012529335e-95,3.47333428256259,0.26,0.026,6.12551632985531e-91,"ZFP36L2","Dorsal"
"GLI3",3.7718996412409e-95,3.77990861668145,0.245,0.018,7.46157187030275e-91,"GLI3","Dorsal"
"CA12",1.42106633303556e-94,4.34435279222013,0.229,0.009,2.81115342001094e-90,"CA12","Dorsal"
"SRI",1.49901151993028e-94,1.14878453906019,0.651,0.323,2.96534458872607e-90,"SRI","Dorsal"
"SLC1A3",3.53156131957315e-94,4.5973924162228,0.231,0.012,6.98613460237961e-90,"SLC1A3","Dorsal"
"TCF4",9.9209274348079e-94,0.830625917220056,0.756,0.402,1.9625578651537e-89,"TCF4","Dorsal"
"FKBP10",1.56337846987396e-93,3.76140507590477,0.239,0.016,3.09267528910468e-89,"FKBP10","Dorsal"
"SCG3",2.44051150224408e-93,-1.00147589181652,0.391,0.67,4.82781985373923e-89,"SCG3","Ventral"
"RPL28",4.0325419692968e-93,0.401466128878211,0.995,0.997,7.97717452366292e-89,"RPL28","Not Significant"
"RPS9",4.27817243024915e-93,0.433504748013379,0.993,0.992,8.46308070151887e-89,"RPS9","Not Significant"
"MT-CO1",5.32281611247578e-93,0.46402286414542,0.987,0.967,1.05295948336996e-88,"MT-CO1","Not Significant"
"SRP14",6.39985005736886e-93,-0.473672955215024,0.99,0.988,1.26601833834871e-88,"SRP14","Not Significant"
"COX7A2",2.31256422054897e-92,-0.526607699578941,0.951,0.959,4.57471454108997e-88,"COX7A2","Ventral"
"CALD1",5.48136243120814e-92,1.32608786497631,0.555,0.237,1.08432311614159e-87,"CALD1","Dorsal"
"HMGA2",6.17371309281727e-92,6.09828264856509,0.212,0.004,1.22128392402111e-87,"HMGA2","Dorsal"
"HMGCS1",7.82152657372688e-92,0.941179717855838,0.824,0.576,1.54725438681465e-87,"HMGCS1","Dorsal"
"CYR61",1.10941845499602e-91,3.63816941744022,0.246,0.022,2.19465158767312e-87,"CYR61","Dorsal"
"EML1",1.62346682932788e-91,2.56657333161008,0.288,0.044,3.21154208177642e-87,"EML1","Dorsal"
"ANXA5",3.54511583180128e-91,2.77547986274866,0.27,0.033,7.01294813846929e-87,"ANXA5","Dorsal"
"RPLP1",3.67138018497935e-91,0.472856066739723,0.999,1,7.26272428192616e-87,"RPLP1","Not Significant"
"FBLN1",3.9851465255226e-91,1.57800178580344,0.428,0.131,7.8834168567888e-87,"FBLN1","Dorsal"
"GCA",1.09385803780113e-90,1.73023133670905,0.395,0.113,2.1638699703782e-86,"GCA","Dorsal"
"RPS14",2.11916463179487e-90,0.383000679614786,1,1,4.1921314746166e-86,"RPS14","Not Significant"
"TYMS",4.45222641613424e-90,2.90495029144456,0.309,0.064,8.80739429639675e-86,"TYMS","Dorsal"
"ATP5G2",4.91469101801389e-90,0.539211254992922,0.967,0.873,9.72224177183507e-86,"ATP5G2","Dorsal"
"SNRPN",7.1268569436875e-90,-0.785529547266968,0.772,0.84,1.40983484060026e-85,"SNRPN","Ventral"
"PAICS",2.33631208342779e-89,1.47295839567908,0.47,0.169,4.62169256343686e-85,"PAICS","Dorsal"
"LINC01551",2.70867505204398e-89,0.945345781613189,0.736,0.457,5.35830098795339e-85,"LINC01551","Dorsal"
"PDE1A",6.35534146065009e-89,2.08916185396851,0.339,0.079,1.2572136477458e-84,"PDE1A","Dorsal"
"CCND2",1.2082986915048e-88,0.900297422037301,0.649,0.312,2.39025647153479e-84,"CCND2","Dorsal"
"RPL36",4.91297014879492e-88,0.424610772234,0.993,0.988,9.7188375483461e-84,"RPL36","Not Significant"
"LIMCH1",6.17299044626697e-88,2.37501500360862,0.309,0.062,1.22114097008053e-83,"LIMCH1","Dorsal"
"NSG1",8.85832607874332e-88,-0.863802262839983,0.607,0.785,1.752354064897e-83,"NSG1","Ventral"
"MGST1",1.56893031347756e-87,4.07497529111857,0.225,0.015,3.1036579461213e-83,"MGST1","Dorsal"
"ELAVL3",1.6789345221319e-87,-0.737882109898063,0.723,0.866,3.32126827168133e-83,"ELAVL3","Ventral"
"ESD",6.42857507189426e-87,0.798615888370786,0.801,0.501,1.27170072072212e-82,"ESD","Dorsal"
"PLPP3",8.03460873561335e-87,4.01516228915381,0.221,0.013,1.58940630007903e-82,"PLPP3","Dorsal"
"RPS8",2.13678963391005e-86,0.362769279916065,0.999,1,4.22699725380086e-82,"RPS8","Not Significant"
"TTR",2.1881779976481e-86,-1.27176408480607,0.308,0.564,4.32865371494747e-82,"TTR","Ventral"
"SCD",9.76169603933549e-86,1.30436711869096,0.534,0.235,1.93105871050135e-81,"SCD","Dorsal"
"TKT",1.66287620110403e-85,0.793292206824828,0.819,0.566,3.28950170102399e-81,"TKT","Dorsal"
"HEBP2",3.47511870035604e-85,1.86947449579508,0.323,0.069,6.87447981304432e-81,"HEBP2","Dorsal"
"TUBB2B",4.84301822163875e-85,-0.418953529034193,0.999,0.999,9.58045864604577e-81,"TUBB2B","Not Significant"
"ATP1B1",7.28556080348612e-85,-1.44771807145329,0.458,0.612,1.44122963814562e-80,"ATP1B1","Ventral"
"GINS2",1.20136558002987e-84,2.41324397788394,0.306,0.066,2.37654139041508e-80,"GINS2","Dorsal"
"EIF4EBP1",1.81068801669564e-84,1.26078635039982,0.517,0.206,3.58190303462731e-80,"EIF4EBP1","Dorsal"
"CHCHD2",9.96586475265439e-84,1.11165565975041,0.578,0.285,1.97144736537009e-79,"CHCHD2","Dorsal"
"PDIA6",1.13393879667045e-83,0.968367601090576,0.714,0.409,2.24315772757348e-79,"PDIA6","Dorsal"
"GDAP1L1",1.91284545665839e-83,-1.34399504675542,0.298,0.526,3.78399088236163e-79,"GDAP1L1","Ventral"
"HMGB2",2.61006315782311e-83,2.26455961067701,0.459,0.193,5.16322693880567e-79,"HMGB2","Dorsal"
"MCM3",3.42050217656812e-83,2.9000759713996,0.262,0.04,6.76643740568706e-79,"MCM3","Dorsal"
"FDPS",4.87206467189245e-83,0.875551488579937,0.773,0.521,9.63791833393764e-79,"FDPS","Dorsal"
"BEX1",1.05428571767963e-82,-0.731282954065043,0.687,0.838,2.08558800671385e-78,"BEX1","Ventral"
"CCNB1IP1",2.346323696896e-82,1.19705562051543,0.558,0.251,4.64149753719967e-78,"CCNB1IP1","Dorsal"
"SH3BP5",2.73645281223824e-82,-1.24932477039003,0.3,0.538,5.41325095316969e-78,"SH3BP5","Ventral"
"RPL13A",6.38747968372798e-82,0.336533750327351,0.999,1,1.26357123103507e-77,"RPL13A","Not Significant"
"ENO1",9.63665089306442e-82,0.912369329917112,0.894,0.707,1.906322279666e-77,"ENO1","Dorsal"
"MCM7",1.0301096154304e-81,1.69744915877655,0.435,0.167,2.03776284124441e-77,"MCM7","Dorsal"
"DHCR7",1.15417576660739e-81,1.27168035977765,0.497,0.206,2.28319050150274e-77,"DHCR7","Dorsal"
"H1FX",2.64712510894576e-81,0.822988347647037,0.799,0.533,5.2365428905165e-77,"H1FX","Dorsal"
"BCHE",4.82161473694791e-81,2.48401932882507,0.283,0.054,9.53811827263035e-77,"BCHE","Dorsal"
"UCHL1",1.24275384639546e-80,-0.725642202012841,0.847,0.876,2.45841565893951e-76,"UCHL1","Ventral"
"GPC1",3.19632600627827e-80,1.68677411007579,0.398,0.132,6.32297210561968e-76,"GPC1","Dorsal"
"NCKAP5",6.71361884436862e-80,2.90706710951028,0.244,0.033,1.328088079793e-75,"NCKAP5","Dorsal"
"CCND1",1.66059443421028e-79,3.54987212155496,0.221,0.021,3.28498790975477e-75,"CCND1","Dorsal"
"MID1",1.93555953922342e-79,2.37170912105279,0.258,0.04,3.82892388049177e-75,"MID1","Dorsal"
"RPS18",2.51505509538105e-79,0.331880198637281,1,1,4.9752819896828e-75,"RPS18","Not Significant"
"RPS15A",1.38141433648971e-78,0.38514230088038,0.998,1,2.73271384044395e-74,"RPS15A","Not Significant"
"RPL6",1.46719795797573e-78,0.445010832397887,0.999,0.999,2.90241100046759e-74,"RPL6","Not Significant"
"PEG10",1.6633246287578e-78,-1.71550064001981,0.682,0.723,3.29038878060867e-74,"PEG10","Ventral"
"SLC17A7",3.00691003948052e-78,3.80315841238875,0.206,0.015,5.94826944010037e-74,"SLC17A7","Dorsal"
"RHOC",3.8021803305975e-78,2.75150397212121,0.236,0.03,7.52147312998798e-74,"RHOC","Dorsal"
"ZCCHC12",1.5594273007261e-77,-2.48756772708514,0.075,0.26,3.08485908629637e-73,"ZCCHC12","Ventral"
"JUN",2.15731768820103e-77,1.06152705801217,0.754,0.48,4.26760585079928e-73,"JUN","Dorsal"
"HEBP1",3.91988763964759e-77,2.59581022341882,0.249,0.039,7.75432172875086e-73,"HEBP1","Dorsal"
"MPST",4.24972538932997e-77,1.21182873418783,0.478,0.188,8.40680676517256e-73,"MPST","Dorsal"
"JAM2",4.95384436915068e-77,2.74182872205254,0.231,0.028,9.79969493105388e-73,"JAM2","Dorsal"
"MYO6",5.06711518475458e-77,1.31779766198293,0.511,0.223,1.00237672584815e-72,"MYO6","Dorsal"
"EPB41L3",5.41090134471947e-77,2.40711907765775,0.271,0.052,1.07038450401241e-72,"EPB41L3","Dorsal"
